mean_predicted,observed_fraction
0.005974521623778696,0.030561581103880454
0.021614771260997413,0.024168635289841905
0.06275590656602016,0.02852600074822297
0.07825023244132487,0.04371245079759685
0.09223035658830088,0.0622644472361809
0.09581618309194227,0.0745180511742026
0.10027617047706296,0.11448863636363636
0.12217208636715013,0.18334861784357395
0.15499840648074578,0.3239782016348774
