contract_id,close_time,row_count,has_outcome_row,trader_actual_side,trader_actual_label,trader_kalshi_price,trader_kalshi_target,trader_kalshi_target_source,official_result,official_raw_result,official_status,official_settlement_ts,official_settlement_value_dollars,official_expiration_value,official_floor_strike,official_title,discrepancy,note
KXBTC15M-26JUN062230-30,2026-06-07T02:30:00Z,2,1,NO,0,61208.056521739134,61416.74,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T02:30:04.460924Z,0.0000,61221.03,61416.74,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062245-45,2026-06-07T02:45:00Z,2,1,YES,1,61273.69136363636,61221.03,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T02:45:04.462995Z,1.0000,61275.29,61221.03,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062300-00,2026-06-07T03:00:00Z,2,1,YES,1,61498.57818181818,61275.29,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T03:00:04.457598Z,1.0000,61480.47,61275.29,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062315-15,2026-06-07T03:15:00Z,2,1,NO,0,61468.51090909091,61480.47,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T03:15:04.520861Z,1.0000,61494.35,61480.47,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN062330-30,2026-06-07T03:30:00Z,2,1,YES,1,61627.49565217391,61494.35,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T03:30:04.457966Z,1.0000,61630.95,61494.35,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062345-45,2026-06-07T03:45:00Z,2,1,NO,0,61610.42636363637,61630.95,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T03:45:04.458507Z,1.0000,61632.25,61630.95,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN070000-00,2026-06-07T04:00:00Z,2,1,YES,1,61648.78772727273,61632.25,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T04:00:04.458073Z,1.0000,61685.90,61632.25,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070015-15,2026-06-07T04:15:00Z,1,0,,,,,,NO,no,finalized,2026-06-07T04:15:04.460897Z,0.0000,61518.26,61685.9,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
KXBTC15M-26JUN070030-30,2026-06-07T04:30:00Z,2,1,NO,0,61512.38681818182,61518.26,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T04:30:04.462893Z,1.0000,61529.82,61518.26,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN070045-45,2026-06-07T04:45:00Z,2,1,YES,1,61746.858181818185,61529.82,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T04:45:04.45791Z,1.0000,61714.88,61529.82,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070100-00,2026-06-07T05:00:00Z,2,1,YES,1,61866.56260869565,61714.88,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T05:00:04.459872Z,1.0000,61874.21,61714.88,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070115-15,2026-06-07T05:15:00Z,2,1,NO,0,61824.55809523809,61874.21,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T05:15:04.458184Z,1.0000,61884.50,61874.21,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN070130-30,2026-06-07T05:30:00Z,2,1,NO,0,61796.863913043475,61884.5,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T05:30:04.462604Z,0.0000,61729.75,61884.5,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070145-45,2026-06-07T05:45:00Z,2,1,YES,1,61795.30217391304,61729.75,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T05:45:04.458625Z,1.0000,61795.09,61729.75,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070200-00,2026-06-07T06:00:00Z,2,1,NO,0,61746.01434782609,61795.09,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T06:00:04.462763Z,0.0000,61739.34,61795.09,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070215-15,2026-06-07T06:15:00Z,2,1,NO,0,61699.51142857143,61739.34,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T06:15:04.459975Z,0.0000,61689.82,61739.34,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070230-30,2026-06-07T06:30:00Z,2,1,YES,1,61934.41782608696,61689.82,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T06:30:04.458503Z,1.0000,61967.60,61689.82,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070245-45,2026-06-07T06:45:00Z,2,1,YES,1,62172.65590909091,61967.6,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T06:45:04.457442Z,1.0000,62180.94,61967.6,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070300-00,2026-06-07T07:00:00Z,2,1,NO,0,62120.26238095238,62180.94,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T07:00:04.45286Z,0.0000,62123.38,62180.94,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070315-15,2026-06-07T07:15:00Z,2,1,NO,0,62122.211818181815,62123.38,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,,,closed,,,,62123.38,BTC price up in next 15 mins?,UNKNOWN,official result not available
KXBTC15M-26JUN070330-30,2026-06-07T07:30:00Z,1,0,,,,,,YES,yes,finalized,2026-06-07T07:30:04.452711Z,1.0000,62194.96,62111.14,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
KXBTC15M-26JUN070345-45,2026-06-07T07:45:00Z,2,1,NO,0,62190.98045454546,62194.96,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T07:45:04.4567Z,1.0000,62203.85,62194.96,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN070400-00,2026-06-07T08:00:00Z,2,1,YES,1,62360.185000000005,62203.85,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T08:00:04.456773Z,1.0000,62377.64,62203.85,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070415-15,2026-06-07T08:15:00Z,2,1,NO,0,62314.06695652174,62377.64,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T08:15:04.458434Z,0.0000,62346.27,62377.64,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070430-30,2026-06-07T08:30:00Z,2,1,YES,1,62510.66863636363,62346.27,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T08:30:04.454612Z,1.0000,62517.78,62346.27,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070445-45,2026-06-07T08:45:00Z,2,1,NO,0,62473.12523809524,62517.78,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T08:45:05.857941Z,1.0000,62526.76,62517.78,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN070500-00,2026-06-07T09:00:00Z,2,1,YES,1,62811.39318181818,62526.76,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T09:00:04.407437Z,1.0000,62816.58,62526.76,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070515-15,2026-06-07T09:15:00Z,2,1,NO,0,62741.45260869565,62816.58,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T09:15:04.457676Z,0.0000,62792.73,62816.58,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070530-30,2026-06-07T09:30:00Z,2,1,NO,0,62643.773043478264,62792.73,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T09:30:04.455835Z,0.0000,62659.86,62792.73,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070545-45,2026-06-07T09:45:00Z,2,1,NO,0,62540.369999999995,62659.86,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T09:45:04.45372Z,0.0000,62530.64,62659.86,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070600-00,2026-06-07T10:00:00Z,2,1,NO,0,62525.82217391304,62530.64,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T10:00:04.457773Z,0.0000,62509.60,62530.64,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070615-15,2026-06-07T10:15:00Z,2,1,NO,0,62418.19227272727,62509.6,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T10:15:04.453426Z,0.0000,62394.72,62509.6,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070630-30,2026-06-07T10:30:00Z,2,1,YES,1,62478.549565217385,62394.72,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T10:30:04.453094Z,1.0000,62488.72,62394.72,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070645-45,2026-06-07T10:45:00Z,2,1,NO,0,62329.865,62488.72,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T10:45:04.455667Z,0.0000,62332.03,62488.72,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070700-00,2026-06-07T11:00:00Z,2,1,YES,1,62409.36136363636,62332.03,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T11:00:04.451935Z,1.0000,62353.89,62332.03,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070715-15,2026-06-07T11:15:00Z,2,1,YES,1,62456.16909090909,62353.89,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T11:15:04.452909Z,1.0000,62449.70,62353.89,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070730-30,2026-06-07T11:30:00Z,2,1,YES,1,62514.23608695652,62449.7,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T11:30:04.457345Z,1.0000,62523.16,62449.7,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070745-45,2026-06-07T11:45:00Z,2,1,YES,1,62644.35272727273,62523.16,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T11:45:04.409035Z,1.0000,62653.03,62523.16,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070800-00,2026-06-07T12:00:00Z,2,1,NO,0,62595.05434782609,62653.03,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T12:00:04.457837Z,0.0000,62613.86,62653.03,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070815-15,2026-06-07T12:15:00Z,2,1,NO,0,62149.42227272727,62613.86,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T12:15:04.452053Z,0.0000,62095.79,62613.86,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070830-30,2026-06-07T12:30:00Z,2,1,NO,0,61962.77409090909,62095.79,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T12:30:04.46329Z,0.0000,61933.02,62095.79,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070845-45,2026-06-07T12:45:00Z,2,1,NO,0,61637.718181818185,61933.02,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T12:45:04.4592Z,0.0000,61625.67,61933.02,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN070900-00,2026-06-07T13:00:00Z,1,0,,,,,,YES,yes,finalized,2026-06-07T13:00:14.458498Z,1.0000,61887.70,61625.67,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
