horizon_seconds,price_range,band_low,band_high,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
360,0.60-0.70,0.60,0.70,18,184,0.097826,13,5,0.722222,0.662222,0.060000,1.080000,0.005870,0.3964778954,14,3,0.214286,-0.007912,0,0.000000,0
360,0.60-0.80,0.60,0.80,39,184,0.211957,26,13,0.666667,0.719231,-0.052564,-2.050000,-0.011141,0.8215070676,21,4,0.190476,-0.008019,0,0.000000,0
360,0.60-0.90,0.60,0.90,82,184,0.445652,64,18,0.780488,0.793341,-0.012854,-1.054000,-0.005728,0.6748746644,26,5,0.192308,-0.009488,0,0.000000,0
360,0.60-1.00,0.60,1.00,168,184,0.913043,147,21,0.875000,0.876280,-0.001280,-0.215000,-0.001168,0.5794785331,17,5,0.294118,-0.007116,0,0.000000,0
360,0.70-0.80,0.70,0.80,21,184,0.114130,13,8,0.619048,0.768095,-0.149048,-3.130000,-0.017011,0.9641014645,15,4,0.266667,-0.004361,0,0.000000,0
360,0.70-0.90,0.70,0.90,64,184,0.347826,51,13,0.796875,0.830219,-0.033344,-2.134000,-0.011598,0.8144667935,23,7,0.304348,-0.004030,0,0.000000,0
360,0.70-1.00,0.70,1.00,150,184,0.815217,134,16,0.893333,0.901967,-0.008633,-1.295000,-0.007038,0.7030962704,17,7,0.411765,-0.000961,0,0.000000,0
360,0.80-0.90,0.80,0.90,43,184,0.233696,38,5,0.883721,0.860558,0.023163,0.996000,0.005413,0.4335892304,17,6,0.352941,-0.003656,81,0.015013,0
360,0.80-1.00,0.80,1.00,129,184,0.701087,121,8,0.937984,0.923760,0.014225,1.835000,0.009973,0.3388548504,14,6,0.428571,-0.001120,81,0.015013,0
360,0.90-1.00,0.90,1.00,86,184,0.467391,83,3,0.965116,0.955360,0.009756,0.839000,0.004560,0.4602044313,8,5,0.625000,0.005704,81,0.015013,0
420,0.50-0.60,0.50,0.60,23,184,0.125000,13,10,0.565217,0.552174,0.013043,0.300000,0.001630,0.5362651035,5,4,0.800000,0.009663,81,0.015013,1
420,0.50-0.70,0.50,0.70,43,184,0.233696,29,14,0.674419,0.597907,0.076512,3.290000,0.017880,0.1918744519,11,5,0.454545,-0.002050,81,0.015013,0
420,0.50-0.80,0.50,0.80,76,184,0.413043,50,26,0.657895,0.668158,-0.010263,-0.780000,-0.004239,0.6290741249,16,8,0.500000,0.000292,0,0.000000,0
420,0.50-0.90,0.50,0.90,120,184,0.652174,91,29,0.758333,0.738083,0.020250,2.430000,0.013207,0.3431166804,17,6,0.352941,-0.001554,81,0.015013,0
420,0.50-1.00,0.50,1.00,184,184,1.000000,153,31,0.831522,0.812886,0.018636,3.429000,0.018636,0.2796014281,11,5,0.454545,0.002070,81,0.015013,0
420,0.60-0.70,0.60,0.70,20,184,0.108696,16,4,0.800000,0.650500,0.149500,2.990000,0.016250,0.1186309742,14,5,0.357143,-0.005381,81,0.015013,0
420,0.60-0.80,0.60,0.80,53,184,0.288043,37,16,0.698113,0.718491,-0.020377,-1.080000,-0.005870,0.6925171083,22,8,0.363636,-0.003265,0,0.000000,0
420,0.60-0.90,0.60,0.90,97,184,0.527174,78,19,0.804124,0.782165,0.021959,2.130000,0.011576,0.3478048661,26,7,0.269231,-0.004334,81,0.015013,0
420,0.60-1.00,0.60,1.00,161,184,0.875000,140,21,0.869565,0.850130,0.019435,3.129000,0.017005,0.2759321236,17,6,0.352941,-0.000534,81,0.015013,0
