ticker,close_time_utc,close_date_utc,close_time_et,close_date_et,close_hour_et,close_hour_bucket_et,horizon_seconds,selected_timestamp_utc,selected_remaining_seconds,horizon_abs_error_seconds,yes_mid,more_likely_side,more_likely_mid,cost,price_bin,official_outcome,official_raw_result,official_status,official_settlement_ts,official_settlement_value_dollars,official_expiration_value,official_floor_strike,resolved,success,gross_pnl
KXHYPE15M-26JUN030900-00,2026-06-03T13:00:00Z,2026-06-03,2026-06-03T09:00:00-04:00,2026-06-03,9,08-11,780,2026-06-03T12:46:59.854000Z,780.146,0.146,0.695000,YES,0.695000,0.700000,0.60-0.70,YES,yes,finalized,2026-06-03T13:00:04.775218Z,1.0000,73.1848,72.6714,1,1,0.300000
KXHYPE15M-26JUN030900-00,2026-06-03T13:00:00Z,2026-06-03,2026-06-03T09:00:00-04:00,2026-06-03,9,08-11,840,2026-06-03T12:45:58.821000Z,841.179,1.179,0.475000,NO,0.525000,0.550000,0.50-0.60,YES,yes,finalized,2026-06-03T13:00:04.775218Z,1.0000,73.1848,72.6714,1,0,-0.550000
KXHYPE15M-26JUN030900-00,2026-06-03T13:00:00Z,2026-06-03,2026-06-03T09:00:00-04:00,2026-06-03,9,08-11,900,2026-06-03T12:45:05.288000Z,894.712,5.288,0.500000,YES,0.500000,0.700000,0.50-0.60,YES,yes,finalized,2026-06-03T13:00:04.775218Z,1.0000,73.1848,72.6714,1,1,0.300000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,60,2026-06-03T13:13:59.366000Z,60.634,0.634,0.990500,YES,0.990500,0.991000,0.90-1.00,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.009000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,120,2026-06-03T13:12:59.928000Z,120.072,0.072,0.971500,YES,0.971500,0.981000,0.90-1.00,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.019000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,180,2026-06-03T13:11:58.892000Z,181.108,1.108,0.865000,YES,0.865000,0.880000,0.80-0.90,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.120000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,240,2026-06-03T13:10:57.926000Z,242.074,2.074,0.665000,YES,0.665000,0.680000,0.60-0.70,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.320000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,300,2026-06-03T13:10:00.138000Z,299.862,0.138,0.550000,YES,0.550000,0.560000,0.50-0.60,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.440000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,360,2026-06-03T13:08:53.208000Z,366.792,6.792,0.640000,YES,0.640000,0.650000,0.60-0.70,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.350000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,420,2026-06-03T13:08:00.009000Z,419.991,0.009,0.495000,NO,0.505000,0.520000,0.50-0.60,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,0,-0.520000
