scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-1.00,60,0.60-0.90,0.60,0.90,0.30,11,150,0.073333,8,3,0.727273,0.793636,-0.066364,-0.730000,-0.004867,0.831465422506,0.080156,3,0,0.000000,-0.010439,0,0.000000,0
0.50-1.00,60,0.60-0.95,0.60,0.95,0.35,16,150,0.106667,12,4,0.750000,0.838250,-0.088250,-1.412000,-0.009413,0.907285470714,0.042256,9,0,0.000000,-0.009586,0,0.000000,0
0.50-1.00,60,0.60-1.00,0.60,1.00,0.40,145,150,0.966667,140,5,0.965517,0.977531,-0.012014,-1.742000,-0.011613,0.910256715136,0.040836,8,0,0.000000,-0.009333,0,0.000000,0
0.50-1.00,60,0.65-0.70,0.65,0.70,0.05,0,150,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,-0.000000,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.65-0.75,0.65,0.75,0.10,2,150,0.013333,2,0,1.000000,0.720000,0.280000,0.560000,0.003733,0.5183,0.285419,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.65-0.80,0.65,0.80,0.15,2,150,0.013333,2,0,1.000000,0.720000,0.280000,0.560000,0.003733,0.5183,0.285419,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.65-0.85,0.65,0.85,0.20,4,150,0.026667,4,0,1.000000,0.767500,0.232500,0.930000,0.006200,0.34425486,0.463120,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.65-0.90,0.65,0.90,0.25,9,150,0.060000,8,1,0.888889,0.831111,0.057778,0.520000,0.003467,0.533062665285,0.273222,3,0,0.000000,-0.008493,0,0.000000,0
0.50-1.00,60,0.65-0.95,0.65,0.95,0.30,14,150,0.093333,12,2,0.857143,0.868714,-0.011571,-0.162000,-0.001080,0.72657779943,0.138718,9,0,0.000000,-0.007985,0,0.000000,0
0.50-1.00,60,0.65-1.00,0.65,1.00,0.35,143,150,0.953333,140,3,0.979021,0.982462,-0.003441,-0.492000,-0.003280,0.764965373788,0.116358,8,0,0.000000,-0.008573,0,0.000000,0
0.50-1.00,60,0.70-0.75,0.70,0.75,0.05,2,150,0.013333,2,0,1.000000,0.720000,0.280000,0.560000,0.003733,0.5183,0.285419,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.70-0.80,0.70,0.80,0.10,2,150,0.013333,2,0,1.000000,0.720000,0.280000,0.560000,0.003733,0.5183,0.285419,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.70-0.85,0.70,0.85,0.15,4,150,0.026667,4,0,1.000000,0.767500,0.232500,0.930000,0.006200,0.34425486,0.463120,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.70-0.90,0.70,0.90,0.20,9,150,0.060000,8,1,0.888889,0.831111,0.057778,0.520000,0.003467,0.533062665285,0.273222,2,0,0.000000,-0.007572,0,0.000000,0
0.50-1.00,60,0.70-0.95,0.70,0.95,0.25,14,150,0.093333,12,2,0.857143,0.868714,-0.011571,-0.162000,-0.001080,0.72657779943,0.138718,8,0,0.000000,-0.007287,0,0.000000,0
0.50-1.00,60,0.70-1.00,0.70,1.00,0.30,143,150,0.953333,140,3,0.979021,0.982462,-0.003441,-0.492000,-0.003280,0.764965373788,0.116358,7,0,0.000000,-0.007860,0,0.000000,0
0.50-1.00,60,0.75-0.80,0.75,0.80,0.05,0,150,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,-0.000000,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.75-0.85,0.75,0.85,0.10,2,150,0.013333,2,0,1.000000,0.815000,0.185000,0.370000,0.002467,0.6642,0.177701,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.75-0.90,0.75,0.90,0.15,7,150,0.046667,6,1,0.857143,0.862857,-0.005714,-0.040000,-0.000267,0.752674609822,0.123393,1,0,0.000000,-0.006547,0,0.000000,0
0.50-1.00,60,0.75-0.95,0.75,0.95,0.20,12,150,0.080000,10,2,0.833333,0.893500,-0.060167,-0.722000,-0.004813,0.874145820281,0.058416,7,0,0.000000,-0.007794,0,0.000000,0
0.50-1.00,60,0.75-1.00,0.75,1.00,0.25,141,150,0.940000,138,3,0.978723,0.986184,-0.007461,-1.052000,-0.007013,0.875651477025,0.057669,6,0,0.000000,-0.007924,0,0.000000,0
0.50-1.00,60,0.80-0.85,0.80,0.85,0.05,2,150,0.013333,2,0,1.000000,0.815000,0.185000,0.370000,0.002467,0.6642,0.177701,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.80-0.90,0.80,0.90,0.10,7,150,0.046667,6,1,0.857143,0.862857,-0.005714,-0.040000,-0.000267,0.752674609822,0.123393,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.80-0.95,0.80,0.95,0.15,12,150,0.080000,10,2,0.833333,0.893500,-0.060167,-0.722000,-0.004813,0.874145820281,0.058416,6,0,0.000000,-0.008838,0,0.000000,0
0.50-1.00,60,0.80-1.00,0.80,1.00,0.20,141,150,0.940000,138,3,0.978723,0.986184,-0.007461,-1.052000,-0.007013,0.875651477025,0.057669,5,0,0.000000,-0.009203,0,0.000000,0
0.50-1.00,60,0.85-0.90,0.85,0.90,0.05,5,150,0.033333,4,1,0.800000,0.882000,-0.082000,-0.410000,-0.002733,0.890942292,0.050150,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,60,0.85-0.95,0.85,0.95,0.10,10,150,0.066667,8,2,0.800000,0.909200,-0.109200,-1.092000,-0.007280,0.945811152005,0.024196,6,0,0.000000,-0.007086,0,0.000000,0
0.50-1.00,60,0.85-1.00,0.85,1.00,0.15,139,150,0.926667,136,3,0.978417,0.988647,-0.010230,-1.422000,-0.009480,0.931087090303,0.031010,5,0,0.000000,-0.006607,0,0.000000,0
0.50-1.00,60,0.90-0.95,0.90,0.95,0.05,5,150,0.033333,4,1,0.800000,0.936400,-0.136400,-0.682000,-0.004547,0.964666427368,0.015623,6,0,0.000000,-0.004664,0,0.000000,0
0.50-1.00,60,0.90-1.00,0.90,1.00,0.10,134,150,0.893333,132,2,0.985075,0.992627,-0.007552,-1.012000,-0.006747,0.925467843389,0.033639,5,0,0.000000,-0.004248,0,0.000000,0
0.50-1.00,60,0.95-1.00,0.95,1.00,0.05,129,150,0.860000,128,1,0.992248,0.994806,-0.002558,-0.330000,-0.002200,0.855986509731,0.067533,3,0,0.000000,-0.003342,0,0.000000,0
0.50-1.00,75,0.50-0.55,0.50,0.55,0.05,0,161,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,-0.000000,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.50-0.60,0.50,0.60,0.10,4,161,0.024845,2,2,0.500000,0.582500,-0.082500,-0.330000,-0.002050,0.8001936,0.096805,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.50-0.65,0.50,0.65,0.15,6,161,0.037267,3,3,0.500000,0.601667,-0.101667,-0.610000,-0.003789,0.8236048,0.084281,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.50-0.70,0.50,0.70,0.20,8,161,0.049689,4,4,0.500000,0.617500,-0.117500,-0.940000,-0.005839,0.853032751844,0.069034,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.50-0.75,0.50,0.75,0.25,11,161,0.068323,7,4,0.636364,0.646364,-0.010000,-0.110000,-0.000683,0.659639797315,0.180693,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.50-0.80,0.50,0.80,0.30,14,161,0.086957,9,5,0.642857,0.673571,-0.030714,-0.430000,-0.002671,0.711573705386,0.147780,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.50-0.85,0.50,0.85,0.35,16,161,0.099379,10,6,0.625000,0.695625,-0.070625,-1.130000,-0.007019,0.818695620413,0.086878,2,0,0.000000,-0.008404,0,0.000000,0
0.50-1.00,75,0.50-0.90,0.50,0.90,0.40,19,161,0.118012,12,7,0.631579,0.724211,-0.092632,-1.760000,-0.010932,0.882125731072,0.054470,7,0,0.000000,-0.011101,0,0.000000,0
0.50-1.00,75,0.50-0.95,0.50,0.95,0.45,30,161,0.186335,22,8,0.733333,0.799800,-0.066467,-1.994000,-0.012385,0.883763353404,0.053664,12,0,0.000000,-0.010393,0,0.000000,0
0.50-1.00,75,0.50-1.00,0.50,1.00,0.50,161,161,1.000000,152,9,0.944099,0.957398,-0.013298,-2.141000,-0.013298,0.876762525832,0.057118,10,0,0.000000,-0.010699,0,0.000000,0
0.50-1.00,75,0.55-0.60,0.55,0.60,0.05,4,161,0.024845,2,2,0.500000,0.582500,-0.082500,-0.330000,-0.002050,0.8001936,0.096805,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.55-0.65,0.55,0.65,0.10,6,161,0.037267,3,3,0.500000,0.601667,-0.101667,-0.610000,-0.003789,0.8236048,0.084281,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.55-0.70,0.55,0.70,0.15,8,161,0.049689,4,4,0.500000,0.617500,-0.117500,-0.940000,-0.005839,0.853032751844,0.069034,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.55-0.75,0.55,0.75,0.20,11,161,0.068323,7,4,0.636364,0.646364,-0.010000,-0.110000,-0.000683,0.659639797315,0.180693,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.55-0.80,0.55,0.80,0.25,14,161,0.086957,9,5,0.642857,0.673571,-0.030714,-0.430000,-0.002671,0.711573705386,0.147780,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.55-0.85,0.55,0.85,0.30,16,161,0.099379,10,6,0.625000,0.695625,-0.070625,-1.130000,-0.007019,0.818695620413,0.086878,2,0,0.000000,-0.008404,0,0.000000,0
0.50-1.00,75,0.55-0.90,0.55,0.90,0.35,19,161,0.118012,12,7,0.631579,0.724211,-0.092632,-1.760000,-0.010932,0.882125731072,0.054470,9,0,0.000000,-0.011312,0,0.000000,0
0.50-1.00,75,0.55-0.95,0.55,0.95,0.40,30,161,0.186335,22,8,0.733333,0.799800,-0.066467,-1.994000,-0.012385,0.883763353404,0.053664,17,0,0.000000,-0.010569,0,0.000000,0
0.50-1.00,75,0.55-1.00,0.55,1.00,0.45,161,161,1.000000,152,9,0.944099,0.957398,-0.013298,-2.141000,-0.013298,0.876762525832,0.057118,15,0,0.000000,-0.010797,0,0.000000,0
0.50-1.00,75,0.60-0.65,0.60,0.65,0.05,2,161,0.012422,1,1,0.500000,0.640000,-0.140000,-0.280000,-0.001739,0.8704,0.060281,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.60-0.70,0.60,0.70,0.10,4,161,0.024845,2,2,0.500000,0.652500,-0.152500,-0.610000,-0.003789,0.87600736,0.057492,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.60-0.75,0.60,0.75,0.15,7,161,0.043478,5,2,0.714286,0.682857,0.031429,0.220000,0.001366,0.608021348891,0.216081,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.60-0.80,0.60,0.80,0.20,10,161,0.062112,7,3,0.700000,0.710000,-0.010000,-0.100000,-0.000621,0.676829905775,0.169520,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.60-0.85,0.60,0.85,0.25,12,161,0.074534,8,4,0.666667,0.733333,-0.066667,-0.800000,-0.004969,0.808900709701,0.092105,1,0,0.000000,-0.009880,0,0.000000,0
0.50-1.00,75,0.60-0.90,0.60,0.90,0.30,15,161,0.093168,10,5,0.666667,0.762000,-0.095333,-1.430000,-0.008882,0.881601614073,0.054728,7,0,0.000000,-0.011503,0,0.000000,0
0.50-1.00,75,0.60-0.95,0.60,0.95,0.35,26,161,0.161491,20,6,0.769231,0.833231,-0.064000,-1.664000,-0.010335,0.880258806009,0.055390,15,0,0.000000,-0.009811,0,0.000000,0
0.50-1.00,75,0.60-1.00,0.60,1.00,0.40,157,161,0.975155,150,7,0.955414,0.966949,-0.011535,-1.811000,-0.011248,0.870227836064,0.060367,14,0,0.000000,-0.009740,0,0.000000,0
0.50-1.00,75,0.65-0.70,0.65,0.70,0.05,2,161,0.012422,1,1,0.500000,0.665000,-0.165000,-0.330000,-0.002050,0.8878,0.051685,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.65-0.75,0.65,0.75,0.10,5,161,0.031056,4,1,0.800000,0.700000,0.100000,0.500000,0.003106,0.5280089708,0.277359,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.65-0.80,0.65,0.80,0.15,8,161,0.049689,6,2,0.750000,0.727500,0.022500,0.180000,0.001118,0.62199190002,0.206215,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.65-0.85,0.65,0.85,0.20,10,161,0.062112,7,3,0.700000,0.752000,-0.052000,-0.520000,-0.003230,0.782564234547,0.106480,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.65-0.90,0.65,0.90,0.25,13,161,0.080745,9,4,0.692308,0.780769,-0.088462,-1.150000,-0.007143,0.868489188541,0.061236,6,0,0.000000,-0.010730,0,0.000000,0
0.50-1.00,75,0.65-0.95,0.65,0.95,0.30,24,161,0.149068,19,5,0.791667,0.849333,-0.057667,-1.384000,-0.008596,0.866330026478,0.062317,14,0,0.000000,-0.008840,0,0.000000,0
0.50-1.00,75,0.65-1.00,0.65,1.00,0.35,155,161,0.962733,149,6,0.961290,0.971168,-0.009877,-1.531000,-0.009509,0.85493004676,0.068069,14,0,0.000000,-0.008775,0,0.000000,0
0.50-1.00,75,0.70-0.75,0.70,0.75,0.05,3,161,0.018634,3,0,1.000000,0.723333,0.276667,0.830000,0.005155,0.378359,0.422096,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.70-0.80,0.70,0.80,0.10,6,161,0.037267,5,1,0.833333,0.748333,0.085000,0.510000,0.003168,0.52976469161,0.275917,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.70-0.85,0.70,0.85,0.15,8,161,0.049689,6,2,0.750000,0.773750,-0.023750,-0.190000,-0.001180,0.737509849805,0.132232,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.70-0.90,0.70,0.90,0.20,11,161,0.068323,8,3,0.727273,0.801818,-0.074545,-0.820000,-0.005093,0.845625922866,0.072822,5,0,0.000000,-0.010556,0,0.000000,0
0.50-1.00,75,0.70-0.95,0.70,0.95,0.25,22,161,0.136646,18,4,0.818182,0.866091,-0.047909,-1.054000,-0.006547,0.843297136416,0.074019,13,0,0.000000,-0.008440,0,0.000000,0
0.50-1.00,75,0.70-1.00,0.70,1.00,0.30,153,161,0.950311,148,5,0.967320,0.975170,-0.007850,-1.201000,-0.007460,0.830860351432,0.080472,13,0,0.000000,-0.008369,0,0.000000,0
0.50-1.00,75,0.75-0.80,0.75,0.80,0.05,3,161,0.018634,2,1,0.666667,0.773333,-0.106667,-0.320000,-0.001988,0.869176,0.060892,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.75-0.85,0.75,0.85,0.10,5,161,0.031056,3,2,0.600000,0.804000,-0.204000,-1.020000,-0.006335,0.94613682,0.024046,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.75-0.90,0.75,0.90,0.15,8,161,0.049689,5,3,0.625000,0.831250,-0.206250,-1.650000,-0.010248,0.969291742016,0.013545,4,0,0.000000,-0.010926,0,0.000000,0
0.50-1.00,75,0.75-0.95,0.75,0.95,0.20,19,161,0.118012,15,4,0.789474,0.888632,-0.099158,-1.884000,-0.011702,0.950828069465,0.021898,13,0,0.000000,-0.008581,0,0.000000,0
0.50-1.00,75,0.75-1.00,0.75,1.00,0.25,150,161,0.931677,145,5,0.966667,0.980207,-0.013540,-2.031000,-0.012615,0.93073343587,0.031175,12,0,0.000000,-0.008245,0,0.000000,0
0.50-1.00,75,0.80-0.85,0.80,0.85,0.05,2,161,0.012422,1,1,0.500000,0.850000,-0.350000,-0.700000,-0.004348,0.9775,0.009883,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,75,0.80-0.90,0.80,0.90,0.10,5,161,0.031056,3,2,0.600000,0.866000,-0.266000,-1.330000,-0.008261,0.98063308,0.008493,3,0,0.000000,-0.008068,0,0.000000,0
0.50-1.00,75,0.80-0.95,0.80,0.95,0.15,16,161,0.099379,13,3,0.812500,0.910250,-0.097750,-1.564000,-0.009714,0.952116438301,0.021310,12,1,0.083333,-0.007010,0,0.000000,0
0.50-1.00,75,0.80-1.00,0.80,1.00,0.20,147,161,0.913043,143,4,0.972789,0.984429,-0.011639,-1.711000,-0.010627,0.925139386783,0.033793,11,1,0.090909,-0.006681,0,0.000000,0
0.50-1.00,75,0.85-0.90,0.85,0.90,0.05,3,161,0.018634,2,1,0.666667,0.876667,-0.210000,-0.630000,-0.003913,0.958144,0.018569,2,0,0.000000,-0.005849,0,0.000000,0
0.50-1.00,75,0.85-0.95,0.85,0.95,0.10,14,161,0.086957,12,2,0.857143,0.918857,-0.061714,-0.864000,-0.005366,0.901861044417,0.044860,11,1,0.090909,-0.004947,0,0.000000,0
0.50-1.00,75,0.85-1.00,0.85,1.00,0.15,145,161,0.900621,142,3,0.979310,0.986283,-0.006972,-1.011000,-0.006280,0.865072192356,0.062948,10,1,0.100000,-0.004814,0,0.000000,0
0.50-1.00,75,0.90-0.95,0.90,0.95,0.05,11,161,0.068323,10,1,0.909091,0.930364,-0.021273,-0.234000,-0.001453,0.82441877478,0.083852,10,2,0.200000,-0.002114,0,0.000000,0
0.50-1.00,75,0.90-1.00,0.90,1.00,0.10,142,161,0.881988,140,2,0.985915,0.988599,-0.002683,-0.381000,-0.002366,0.780992321846,0.107353,9,2,0.222222,-0.002086,0,0.000000,0
0.50-1.00,75,0.95-1.00,0.95,1.00,0.05,131,161,0.813665,130,1,0.992366,0.993489,-0.001122,-0.147000,-0.000913,0.790333110571,0.102190,5,1,0.200000,-0.001118,0,0.000000,0
0.50-1.00,90,0.50-0.55,0.50,0.55,0.05,1,166,0.006024,1,0,1.000000,0.510000,0.490000,0.490000,0.002952,0.51,0.292430,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.50-0.60,0.50,0.60,0.10,5,166,0.030120,3,2,0.600000,0.566000,0.034000,0.170000,0.001024,0.622578768,0.205806,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.50-0.65,0.50,0.65,0.15,6,166,0.036145,3,3,0.500000,0.580000,-0.080000,-0.480000,-0.002892,0.793010198,0.100721,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.50-0.70,0.50,0.70,0.20,9,166,0.054217,6,3,0.666667,0.620000,0.046667,0.420000,0.002530,0.53296407358,0.273302,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.50-0.75,0.50,0.75,0.25,11,166,0.066265,7,4,0.636364,0.640000,-0.003636,-0.040000,-0.000241,0.643206641684,0.191649,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.50-0.80,0.50,0.80,0.30,13,166,0.078313,8,5,0.615385,0.658462,-0.043077,-0.560000,-0.003373,0.740844611479,0.130273,1,0,0.000000,-0.016552,0,0.000000,0
0.50-1.00,90,0.50-0.85,0.50,0.85,0.35,18,166,0.108434,11,7,0.611111,0.707222,-0.096111,-1.730000,-0.010422,0.880899792315,0.055073,5,0,0.000000,-0.011454,0,0.000000,0
0.50-1.00,90,0.50-0.90,0.50,0.90,0.40,23,166,0.138554,16,7,0.695652,0.745652,-0.050000,-1.150000,-0.006928,0.797725234792,0.098147,10,0,0.000000,-0.012846,0,0.000000,0
0.50-1.00,90,0.50-0.95,0.50,0.95,0.45,38,166,0.228916,29,9,0.763158,0.818842,-0.055684,-2.116000,-0.012747,0.877432492153,0.056786,15,0,0.000000,-0.011584,0,0.000000,0
0.50-1.00,90,0.50-1.00,0.50,1.00,0.50,166,166,1.000000,157,9,0.945783,0.952759,-0.006976,-1.158000,-0.006976,0.758926144433,0.119800,11,0,0.000000,-0.012619,0,0.000000,0
0.50-1.00,90,0.55-0.60,0.55,0.60,0.05,4,166,0.024096,2,2,0.500000,0.580000,-0.080000,-0.320000,-0.001928,0.7971544,0.098458,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.55-0.65,0.55,0.65,0.10,5,166,0.030120,2,3,0.400000,0.594000,-0.194000,-0.970000,-0.005843,0.90883532,0.041515,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.55-0.70,0.55,0.70,0.15,8,166,0.048193,5,3,0.625000,0.633750,-0.008750,-0.070000,-0.000422,0.6719039264,0.172693,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.55-0.75,0.55,0.75,0.20,10,166,0.060241,6,4,0.600000,0.653000,-0.053000,-0.530000,-0.003193,0.759988403616,0.119193,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.55-0.80,0.55,0.80,0.25,12,166,0.072289,7,5,0.583333,0.670833,-0.087500,-1.050000,-0.006325,0.833342652735,0.079176,1,0,0.000000,-0.016552,0,0.000000,0
0.50-1.00,90,0.55-0.85,0.55,0.85,0.30,17,166,0.102410,10,7,0.588235,0.718824,-0.130588,-2.220000,-0.013373,0.92944595,0.031776,6,1,0.166667,-0.009506,0,0.000000,0
0.50-1.00,90,0.55-0.90,0.55,0.90,0.35,22,166,0.132530,15,7,0.681818,0.756364,-0.074545,-1.640000,-0.009880,0.863493377111,0.063741,14,1,0.071429,-0.010690,0,0.000000,0
0.50-1.00,90,0.55-0.95,0.55,0.95,0.40,37,166,0.222892,28,9,0.756757,0.827189,-0.070432,-2.606000,-0.015699,0.918613484132,0.036867,22,2,0.090909,-0.009732,0,0.000000,0
0.50-1.00,90,0.55-1.00,0.55,1.00,0.45,165,166,0.993976,156,9,0.945455,0.955442,-0.009988,-1.648000,-0.009928,0.819017024245,0.086707,17,1,0.058824,-0.010552,0,0.000000,0
0.50-1.00,90,0.60-0.65,0.60,0.65,0.05,1,166,0.006024,0,1,0.000000,0.650000,-0.650000,-0.650000,-0.003916,1,-0.000000,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.60-0.70,0.60,0.70,0.10,4,166,0.024096,3,1,0.750000,0.687500,0.062500,0.250000,0.001506,0.62965,0.200901,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.60-0.75,0.60,0.75,0.15,6,166,0.036145,4,2,0.666667,0.701667,-0.035000,-0.210000,-0.001265,0.7477344,0.126253,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.60-0.80,0.60,0.80,0.20,8,166,0.048193,5,3,0.625000,0.716250,-0.091250,-0.730000,-0.004398,0.83506064704,0.078282,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,90,0.60-0.85,0.60,0.85,0.25,13,166,0.078313,8,5,0.615385,0.761538,-0.146154,-1.900000,-0.011446,0.936688550668,0.028405,3,1,0.333333,-0.005650,0,0.000000,0
0.50-1.00,90,0.60-0.90,0.60,0.90,0.30,18,166,0.108434,13,5,0.722222,0.795556,-0.073333,-1.320000,-0.007952,0.860283953621,0.065358,12,1,0.083333,-0.008214,0,0.000000,0
0.50-1.00,90,0.60-0.95,0.60,0.95,0.35,33,166,0.198795,26,7,0.787879,0.857152,-0.069273,-2.286000,-0.013771,0.918443196052,0.036948,20,2,0.100000,-0.007537,0,0.000000,0
0.50-1.00,90,0.60-1.00,0.60,1.00,0.40,161,166,0.969880,154,7,0.956522,0.964770,-0.008248,-1.328000,-0.008000,0.80514070758,0.094128,17,1,0.058824,-0.008209,0,0.000000,0
