scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-0.80,255,0.55-0.80,0.55,0.80,0.25,27,185,0.145946,17,10,0.629630,0.690000,-0.060370,-1.630000,-0.008811,0.816447111092,0.088072,13,5,0.384615,-0.002907,0,0.000000,0
0.50-0.80,255,0.60-0.65,0.60,0.65,0.05,4,185,0.021622,3,1,0.750000,0.632500,0.117500,0.470000,0.002541,0.5319848,0.274101,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,255,0.60-0.70,0.60,0.70,0.10,10,185,0.054054,8,2,0.800000,0.662000,0.138000,1.380000,0.007459,0.287895076386,0.540766,2,1,0.500000,0.001379,0,0.000000,0
0.50-0.80,255,0.60-0.75,0.60,0.75,0.15,15,185,0.081081,9,6,0.600000,0.684667,-0.084667,-1.270000,-0.006865,0.838809727172,0.076337,9,4,0.444444,-0.001550,0,0.000000,0
0.50-0.80,255,0.60-0.80,0.60,0.80,0.20,22,185,0.118919,15,7,0.681818,0.713182,-0.031364,-0.690000,-0.003730,0.721222938034,0.141930,8,4,0.500000,-0.001277,0,0.000000,0
0.50-0.80,255,0.65-0.70,0.65,0.70,0.05,6,185,0.032432,5,1,0.833333,0.681667,0.151667,0.910000,0.004919,0.381369024,0.418655,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,255,0.65-0.75,0.65,0.75,0.10,11,185,0.059459,6,5,0.545455,0.703636,-0.158182,-1.740000,-0.009405,0.926192786025,0.033299,5,2,0.400000,-0.000703,0,0.000000,0
0.50-0.80,255,0.65-0.80,0.65,0.80,0.15,18,185,0.097297,12,6,0.666667,0.731111,-0.064444,-1.160000,-0.006270,0.81487688078,0.088908,5,2,0.400000,-0.000703,0,0.000000,0
0.50-0.80,255,0.70-0.75,0.70,0.75,0.05,5,185,0.027027,1,4,0.200000,0.730000,-0.530000,-2.650000,-0.014324,0.9985690432,0.000622,2,1,0.500000,0.002351,0,0.000000,0
0.50-0.80,255,0.70-0.80,0.70,0.80,0.10,12,185,0.064865,7,5,0.583333,0.755833,-0.172500,-2.070000,-0.011189,0.951352149149,0.021659,2,1,0.500000,0.002351,0,0.000000,0
0.50-0.80,255,0.75-0.80,0.75,0.80,0.05,7,185,0.037838,6,1,0.857143,0.774286,0.082857,0.580000,0.003135,0.507200661069,0.294820,1,0,0.000000,-0.000216,0,0.000000,0
0.50-0.80,270,0.50-0.55,0.50,0.55,0.05,5,185,0.027027,2,3,0.400000,0.522000,-0.122000,-0.610000,-0.003297,0.8388507992,0.076315,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,270,0.50-0.60,0.50,0.60,0.10,11,185,0.059459,6,5,0.545455,0.550000,-0.004545,-0.050000,-0.000270,0.63332232578,0.198375,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,270,0.50-0.65,0.50,0.65,0.15,18,185,0.097297,11,7,0.611111,0.582222,0.028889,0.520000,0.002811,0.501470487636,0.299755,2,1,0.500000,0.000351,0,0.000000,0
0.50-0.80,270,0.50-0.70,0.50,0.70,0.20,21,185,0.113514,14,7,0.666667,0.596667,0.070000,1.470000,0.007946,0.336814978075,0.472609,7,3,0.428571,-0.001012,9,0.007381,0
0.50-0.80,270,0.50-0.75,0.50,0.75,0.25,27,185,0.145946,19,8,0.703704,0.625556,0.078148,2.110000,0.011405,0.262018132073,0.581669,13,6,0.461538,-0.000890,9,0.007381,0
0.50-0.80,270,0.50-0.80,0.50,0.80,0.30,42,185,0.227027,30,12,0.714286,0.680238,0.034048,1.430000,0.007730,0.383373269494,0.416378,11,5,0.454545,-0.000782,9,0.007381,0
0.50-0.80,270,0.55-0.60,0.55,0.60,0.05,6,185,0.032432,4,2,0.666667,0.573333,0.093333,0.560000,0.003027,0.48914508512,0.310562,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,270,0.55-0.65,0.55,0.65,0.10,13,185,0.070270,9,4,0.692308,0.605385,0.086923,1.130000,0.006108,0.367712836203,0.434491,2,1,0.500000,0.000351,0,0.000000,0
0.50-0.80,270,0.55-0.70,0.55,0.70,0.15,16,185,0.086486,12,4,0.750000,0.620000,0.130000,2.080000,0.011243,0.209533654364,0.678746,8,4,0.500000,0.000108,0,0.000000,0
0.50-0.80,270,0.55-0.75,0.55,0.75,0.20,22,185,0.118919,17,5,0.772727,0.649091,0.123636,2.720000,0.014703,0.158615475978,0.799654,16,7,0.437500,-0.001122,9,0.007381,0
0.50-0.80,270,0.55-0.80,0.55,0.80,0.25,37,185,0.200000,28,9,0.756757,0.701622,0.055135,2.040000,0.011027,0.292909137704,0.533267,14,6,0.428571,-0.001070,9,0.007381,0
0.50-0.80,270,0.60-0.65,0.60,0.65,0.05,7,185,0.037838,5,2,0.714286,0.632857,0.081429,0.570000,0.003081,0.493101846416,0.307063,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,270,0.60-0.70,0.60,0.70,0.10,10,185,0.054054,8,2,0.800000,0.648000,0.152000,1.520000,0.008216,0.256904821073,0.590228,3,1,0.333333,-0.000613,0,0.000000,0
0.50-0.80,270,0.60-0.75,0.60,0.75,0.15,16,185,0.086486,13,3,0.812500,0.677500,0.135000,2.160000,0.011676,0.188319166481,0.725105,11,4,0.363636,-0.000953,0,0.000000,0
0.50-0.80,270,0.60-0.80,0.60,0.80,0.20,31,185,0.167568,24,7,0.774194,0.726452,0.047742,1.480000,0.008000,0.354952112274,0.449830,10,3,0.300000,-0.001849,9,0.007381,0
0.50-0.80,270,0.65-0.70,0.65,0.70,0.05,3,185,0.016216,3,0,1.000000,0.683333,0.316667,0.950000,0.005135,0.31892,0.496318,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,270,0.65-0.75,0.65,0.75,0.10,9,185,0.048649,8,1,0.888889,0.712222,0.176667,1.590000,0.008595,0.218167353562,0.661210,6,2,0.333333,-0.001072,0,0.000000,0
0.50-0.80,270,0.65-0.80,0.65,0.80,0.15,24,185,0.129730,19,5,0.791667,0.753750,0.037917,0.910000,0.004919,0.43846385358,0.358066,5,1,0.200000,-0.002270,9,0.007381,0
0.50-0.80,270,0.70-0.75,0.70,0.75,0.05,6,185,0.032432,5,1,0.833333,0.726667,0.106667,0.640000,0.003459,0.4794327114,0.319272,3,1,0.333333,-0.001117,0,0.000000,0
0.50-0.80,270,0.70-0.80,0.70,0.80,0.10,21,185,0.113514,16,5,0.761905,0.763810,-0.001905,-0.040000,-0.000216,0.625193445005,0.203986,2,1,0.500000,-0.001568,0,0.000000,0
0.50-0.80,270,0.75-0.80,0.75,0.80,0.05,15,185,0.081081,11,4,0.733333,0.778667,-0.045333,-0.680000,-0.003676,0.776730444648,0.109730,1,0,0.000000,-0.000216,0,0.000000,0
0.50-0.80,285,0.50-0.55,0.50,0.55,0.05,2,185,0.010811,2,0,1.000000,0.540000,0.460000,0.920000,0.004973,0.2915,0.535361,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,285,0.50-0.60,0.50,0.60,0.10,8,185,0.043243,6,2,0.750000,0.572500,0.177500,1.420000,0.007676,0.260364541274,0.584418,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,285,0.50-0.65,0.50,0.65,0.15,11,185,0.059459,8,3,0.727273,0.586364,0.140909,1.550000,0.008378,0.264455116624,0.577648,3,1,0.333333,-0.003658,0,0.000000,0
0.50-0.80,285,0.50-0.70,0.50,0.70,0.20,21,185,0.113514,12,9,0.571429,0.635238,-0.063810,-1.340000,-0.007243,0.80110925931,0.096308,8,4,0.500000,-0.000047,0,0.000000,0
0.50-0.80,285,0.50-0.75,0.50,0.75,0.25,26,185,0.140541,17,9,0.653846,0.651154,0.002692,0.070000,0.000378,0.578402628109,0.237770,14,6,0.428571,-0.002880,9,0.007381,0
0.50-0.80,285,0.50-0.80,0.50,0.80,0.30,40,185,0.216216,28,12,0.700000,0.698500,0.001500,0.060000,0.000324,0.569562887989,0.244458,11,5,0.454545,-0.002663,9,0.007381,0
0.50-0.80,285,0.55-0.60,0.55,0.60,0.05,6,185,0.032432,4,2,0.666667,0.583333,0.083333,0.500000,0.002703,0.5097807916,0.292617,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,285,0.55-0.65,0.55,0.65,0.10,9,185,0.048649,6,3,0.666667,0.596667,0.070000,0.630000,0.003405,0.474168002692,0.324068,3,1,0.333333,-0.003658,0,0.000000,0
0.50-0.80,285,0.55-0.70,0.55,0.70,0.15,19,185,0.102703,10,9,0.526316,0.645263,-0.118947,-2.260000,-0.012216,0.906442345017,0.042660,10,5,0.500000,-0.000638,0,0.000000,0
0.50-0.80,285,0.55-0.75,0.55,0.75,0.20,24,185,0.129730,15,9,0.625000,0.660417,-0.035417,-0.850000,-0.004595,0.725637643625,0.139280,18,9,0.500000,-0.002574,0,0.000000,0
0.50-0.80,285,0.55-0.80,0.55,0.80,0.25,38,185,0.205405,26,12,0.684211,0.706842,-0.022632,-0.860000,-0.004649,0.694549735456,0.158297,15,8,0.533333,-0.002353,0,0.000000,0
0.50-0.80,285,0.60-0.65,0.60,0.65,0.05,3,185,0.016216,2,1,0.666667,0.623333,0.043333,0.130000,0.000703,0.68137,0.166617,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,285,0.60-0.70,0.60,0.70,0.10,13,185,0.070270,6,7,0.461538,0.673846,-0.212308,-2.760000,-0.014919,0.969894807799,0.013275,4,2,0.500000,0.000568,0,0.000000,0
0.50-0.80,285,0.60-0.75,0.60,0.75,0.15,18,185,0.097297,11,7,0.611111,0.686111,-0.075000,-1.350000,-0.007297,0.828039397067,0.081949,13,5,0.384615,-0.003547,0,0.000000,0
0.50-0.80,285,0.60-0.80,0.60,0.80,0.20,32,185,0.172973,22,10,0.687500,0.730000,-0.042500,-1.360000,-0.007351,0.776308850241,0.109965,12,5,0.416667,-0.003230,0,0.000000,0
0.50-0.80,285,0.65-0.70,0.65,0.70,0.05,10,185,0.054054,4,6,0.400000,0.689000,-0.289000,-2.890000,-0.015622,0.986919948533,0.005718,1,1,1.000000,0.001243,0,0.000000,0
0.50-0.80,285,0.65-0.75,0.65,0.75,0.10,15,185,0.081081,9,6,0.600000,0.698667,-0.098667,-1.480000,-0.008000,0.866510872201,0.062226,9,3,0.333333,-0.004715,0,0.000000,0
0.50-0.80,285,0.65-0.80,0.65,0.80,0.15,29,185,0.156757,20,9,0.689655,0.741034,-0.051379,-1.490000,-0.008054,0.804630659698,0.094403,8,3,0.375000,-0.004297,0,0.000000,0
0.50-0.80,285,0.70-0.75,0.70,0.75,0.05,5,185,0.027027,5,0,1.000000,0.718000,0.282000,1.410000,0.007622,0.1906949808,0.719661,5,1,0.200000,-0.006292,0,0.000000,0
0.50-0.80,285,0.70-0.80,0.70,0.80,0.10,19,185,0.102703,16,3,0.842105,0.768421,0.073684,1.400000,0.007568,0.326341434,0.486328,5,1,0.200000,-0.006292,0,0.000000,0
0.50-0.80,285,0.75-0.80,0.75,0.80,0.05,14,185,0.075676,11,3,0.785714,0.786429,-0.000714,-0.010000,-0.000054,0.65087139411,0.186505,2,0,0.000000,-0.006054,0,0.000000,0
0.50-0.80,300,0.50-0.55,0.50,0.55,0.05,2,185,0.010811,1,1,0.500000,0.535000,-0.035000,-0.070000,-0.000378,0.784,0.105684,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,300,0.50-0.60,0.50,0.60,0.10,7,185,0.037838,2,5,0.285714,0.568571,-0.282857,-1.980000,-0.010703,0.97177202176,0.012436,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,300,0.50-0.65,0.50,0.65,0.15,14,185,0.075676,7,7,0.500000,0.597143,-0.097143,-1.360000,-0.007351,0.845249578778,0.073015,4,0,0.000000,-0.011554,0,0.000000,0
0.50-0.80,300,0.50-0.70,0.50,0.70,0.20,21,185,0.113514,11,10,0.523810,0.626667,-0.102857,-2.160000,-0.011676,0.885232799704,0.052943,9,1,0.111111,-0.012162,0,0.000000,0
0.50-0.80,300,0.50-0.75,0.50,0.75,0.25,30,185,0.162162,18,12,0.600000,0.658333,-0.058333,-1.750000,-0.009459,0.810375013427,0.091314,15,2,0.133333,-0.014256,0,0.000000,0
0.50-0.80,300,0.50-0.80,0.50,0.80,0.30,41,185,0.221622,24,17,0.585366,0.691707,-0.106341,-4.360000,-0.023568,0.949528641532,0.022492,11,2,0.181818,-0.013956,0,0.000000,0
0.50-0.80,300,0.55-0.60,0.55,0.60,0.05,5,185,0.027027,1,4,0.200000,0.582000,-0.382000,-1.910000,-0.010324,0.98729984,0.005551,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,300,0.55-0.65,0.55,0.65,0.10,12,185,0.064865,6,6,0.500000,0.607500,-0.107500,-1.290000,-0.006973,0.855095552407,0.067985,4,0,0.000000,-0.011554,0,0.000000,0
0.50-0.80,300,0.55-0.70,0.55,0.70,0.15,19,185,0.102703,10,9,0.526316,0.636316,-0.110000,-2.090000,-0.011297,0.89120692179,0.050021,12,2,0.166667,-0.011590,0,0.000000,0
0.50-0.80,300,0.55-0.75,0.55,0.75,0.20,28,185,0.151351,17,11,0.607143,0.667143,-0.060000,-1.680000,-0.009081,0.812210967432,0.090331,20,3,0.150000,-0.013551,0,0.000000,0
0.50-0.80,300,0.55-0.80,0.55,0.80,0.25,39,185,0.210811,23,16,0.589744,0.699744,-0.110000,-4.290000,-0.023189,0.951835441103,0.021438,16,3,0.187500,-0.013169,0,0.000000,0
0.50-0.80,300,0.60-0.65,0.60,0.65,0.05,7,185,0.037838,5,2,0.714286,0.625714,0.088571,0.620000,0.003351,0.476912186831,0.321562,1,0,0.000000,-0.014757,0,0.000000,0
0.50-0.80,300,0.60-0.70,0.60,0.70,0.10,14,185,0.075676,9,5,0.642857,0.655714,-0.012857,-0.180000,-0.000973,0.657931429521,0.181819,7,1,0.142857,-0.012911,0,0.000000,0
0.50-0.80,300,0.60-0.75,0.60,0.75,0.15,23,185,0.124324,16,7,0.695652,0.685652,0.010000,0.230000,0.001243,0.559192536731,0.252439,15,0,0.000000,-0.015034,1,0.001243,0
0.50-0.80,300,0.60-0.80,0.60,0.80,0.20,34,185,0.183784,22,12,0.647059,0.717059,-0.070000,-2.380000,-0.012865,0.864916304751,0.063026,14,1,0.071429,-0.014046,0,0.000000,0
0.50-0.80,300,0.65-0.70,0.65,0.70,0.05,7,185,0.037838,4,3,0.571429,0.685714,-0.114286,-0.800000,-0.004324,0.8548094528,0.068131,3,1,0.333333,-0.011586,0,0.000000,0
0.50-0.80,300,0.65-0.75,0.65,0.75,0.10,16,185,0.086486,11,5,0.687500,0.711875,-0.024375,-0.390000,-0.002108,0.698578418661,0.155785,11,1,0.090909,-0.012541,0,0.000000,0
0.50-0.80,300,0.65-0.80,0.65,0.80,0.15,27,185,0.145946,17,10,0.629630,0.740741,-0.111111,-3.000000,-0.016216,0.934317330278,0.029506,10,1,0.100000,-0.012173,0,0.000000,0
0.50-0.80,300,0.70-0.75,0.70,0.75,0.05,9,185,0.048649,7,2,0.777778,0.732222,0.045556,0.410000,0.002216,0.550933363584,0.258901,6,0,0.000000,-0.013522,0,0.000000,0
0.50-0.80,300,0.70-0.80,0.70,0.80,0.10,20,185,0.108108,13,7,0.650000,0.760000,-0.110000,-2.200000,-0.011892,0.917010574839,0.037626,5,0,0.000000,-0.013849,0,0.000000,0
0.50-0.80,300,0.75-0.80,0.75,0.80,0.05,11,185,0.059459,6,5,0.545455,0.782727,-0.237273,-2.610000,-0.014108,0.982534966239,0.007652,2,0,0.000000,-0.011892,0,0.000000,0
0.50-0.80,315,0.50-0.55,0.50,0.55,0.05,3,185,0.016216,2,1,0.666667,0.530000,0.136667,0.410000,0.002216,0.544968,0.263629,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,315,0.50-0.60,0.50,0.60,0.10,9,185,0.048649,4,5,0.444444,0.563333,-0.118889,-1.070000,-0.005784,0.854407384301,0.068335,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,315,0.50-0.65,0.50,0.65,0.15,16,185,0.086486,8,8,0.500000,0.594375,-0.094375,-1.510000,-0.008162,0.847749766875,0.071732,5,0,0.000000,-0.011643,0,0.000000,0
0.50-0.80,315,0.50-0.70,0.50,0.70,0.20,26,185,0.140541,14,12,0.538462,0.627692,-0.089231,-2.320000,-0.012541,0.874458005821,0.058261,10,0,0.000000,-0.012670,0,0.000000,0
0.50-0.80,315,0.50-0.75,0.50,0.75,0.25,36,185,0.194595,19,17,0.527778,0.656111,-0.128333,-4.620000,-0.024973,0.962867534056,0.016433,16,0,0.000000,-0.015444,0,0.000000,0
0.50-0.80,315,0.50-0.80,0.50,0.80,0.30,46,185,0.248649,27,19,0.586957,0.685217,-0.098261,-4.520000,-0.024432,0.944623818986,0.024741,11,0,0.000000,-0.017221,0,0.000000,0
0.50-0.80,315,0.55-0.60,0.55,0.60,0.05,6,185,0.032432,2,4,0.333333,0.580000,-0.246667,-1.480000,-0.008000,0.94907233216,0.022701,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,315,0.55-0.65,0.55,0.65,0.10,13,185,0.070270,6,7,0.461538,0.609231,-0.147692,-1.920000,-0.010378,0.914352697025,0.038886,5,0,0.000000,-0.011643,0,0.000000,0
0.50-0.80,315,0.55-0.70,0.55,0.70,0.15,23,185,0.124324,12,11,0.521739,0.640435,-0.118696,-2.730000,-0.014757,0.918614555809,0.036867,13,2,0.153846,-0.010601,0,0.000000,0
0.50-0.80,315,0.55-0.75,0.55,0.75,0.20,33,185,0.178378,17,16,0.515152,0.667576,-0.152424,-5.030000,-0.027189,0.977941859003,0.009687,22,2,0.090909,-0.013520,0,0.000000,0
0.50-0.80,315,0.55-0.80,0.55,0.80,0.25,43,185,0.232432,25,18,0.581395,0.696047,-0.114651,-4.930000,-0.026649,0.962932985182,0.016404,17,2,0.117647,-0.014104,0,0.000000,0
0.50-0.80,315,0.60-0.65,0.60,0.65,0.05,7,185,0.037838,4,3,0.571429,0.634286,-0.062857,-0.440000,-0.002378,0.77354787259,0.111513,2,0,0.000000,-0.010449,0,0.000000,0
0.50-0.80,315,0.60-0.70,0.60,0.70,0.10,17,185,0.091892,10,7,0.588235,0.661765,-0.073529,-1.250000,-0.006757,0.816999791174,0.087778,10,3,0.300000,-0.007437,0,0.000000,0
0.50-0.80,315,0.60-0.75,0.60,0.75,0.15,27,185,0.145946,15,12,0.555556,0.687037,-0.131481,-3.550000,-0.019189,0.950900486076,0.021865,18,4,0.222222,-0.010471,0,0.000000,0
0.50-0.80,315,0.60-0.80,0.60,0.80,0.20,37,185,0.200000,23,14,0.621622,0.714865,-0.093243,-3.450000,-0.018649,0.923483489126,0.034571,16,4,0.250000,-0.010507,0,0.000000,0
0.50-0.80,315,0.65-0.70,0.65,0.70,0.05,10,185,0.054054,6,4,0.600000,0.681000,-0.081000,-0.810000,-0.004378,0.815409262057,0.088624,5,3,0.600000,-0.003103,0,0.000000,0
0.50-0.80,315,0.65-0.75,0.65,0.75,0.10,20,185,0.108108,11,9,0.550000,0.705500,-0.155500,-3.110000,-0.016811,0.957798242873,0.018726,13,4,0.307692,-0.007677,0,0.000000,0
0.50-0.80,315,0.65-0.80,0.65,0.80,0.15,30,185,0.162162,19,11,0.633333,0.733667,-0.100333,-3.010000,-0.016270,0.92386163129,0.034393,13,4,0.307692,-0.007719,0,0.000000,0
0.50-0.80,315,0.70-0.75,0.70,0.75,0.05,10,185,0.054054,5,5,0.500000,0.730000,-0.230000,-2.300000,-0.012432,0.971374277946,0.012613,8,2,0.250000,-0.008007,0,0.000000,0
0.50-0.80,315,0.70-0.80,0.70,0.80,0.10,20,185,0.108108,13,7,0.650000,0.760000,-0.110000,-2.200000,-0.011892,0.917174114807,0.037548,7,2,0.285714,-0.007452,0,0.000000,0
0.50-0.80,315,0.75-0.80,0.75,0.80,0.05,10,185,0.054054,8,2,0.800000,0.790000,0.010000,0.100000,0.000541,0.647458975049,0.188788,3,0,0.000000,-0.010555,0,0.000000,0
0.50-0.80,330,0.50-0.55,0.50,0.55,0.05,8,184,0.043478,3,5,0.375000,0.535000,-0.160000,-1.280000,-0.006957,0.896820153591,0.047295,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,330,0.50-0.60,0.50,0.60,0.10,10,184,0.054348,3,7,0.300000,0.544000,-0.244000,-2.440000,-0.013261,0.970256408679,0.013113,1,1,1.000000,0.004783,0,0.000000,0
0.50-0.80,330,0.50-0.65,0.50,0.65,0.15,16,184,0.086957,5,11,0.312500,0.580000,-0.267500,-4.280000,-0.023261,0.992470314027,0.003282,7,1,0.142857,-0.008442,0,0.000000,0
0.50-0.80,330,0.50-0.70,0.50,0.70,0.20,28,184,0.152174,15,13,0.535714,0.621786,-0.086071,-2.410000,-0.013098,0.872978759508,0.058996,12,2,0.166667,-0.009579,0,0.000000,0
0.50-0.80,330,0.50-0.75,0.50,0.75,0.25,42,184,0.228261,26,16,0.619048,0.656905,-0.037857,-1.590000,-0.008641,0.756625402455,0.121119,17,1,0.058824,-0.012896,0,0.000000,0
0.50-0.80,330,0.50-0.80,0.50,0.80,0.30,50,184,0.271739,30,20,0.600000,0.677200,-0.077200,-3.860000,-0.020978,0.907966252351,0.041930,11,1,0.090909,-0.013002,0,0.000000,0
0.50-0.80,330,0.55-0.60,0.55,0.60,0.05,2,184,0.010870,0,2,0.000000,0.580000,-0.580000,-1.160000,-0.006304,1,-0.000000,1,1,1.000000,0.004783,0,0.000000,0
0.50-0.80,330,0.55-0.65,0.55,0.65,0.10,8,184,0.043478,2,6,0.250000,0.625000,-0.375000,-3.000000,-0.016304,0.99447584873,0.002406,7,1,0.142857,-0.008442,0,0.000000,0
0.50-0.80,330,0.55-0.70,0.55,0.70,0.15,20,184,0.108696,12,8,0.600000,0.656500,-0.056500,-1.130000,-0.006141,0.781923233522,0.106836,15,3,0.200000,-0.009348,0,0.000000,0
0.50-0.80,330,0.55-0.75,0.55,0.75,0.20,34,184,0.184783,23,11,0.676471,0.685588,-0.009118,-0.310000,-0.001685,0.625754378772,0.203596,23,2,0.086957,-0.011995,0,0.000000,0
0.50-0.80,330,0.55-0.80,0.55,0.80,0.25,42,184,0.228261,27,15,0.642857,0.704286,-0.061429,-2.580000,-0.014022,0.852725129151,0.069191,17,2,0.117647,-0.011745,0,0.000000,0
0.50-0.80,330,0.60-0.65,0.60,0.65,0.05,6,184,0.032609,2,4,0.333333,0.640000,-0.306667,-1.840000,-0.010000,0.974634688,0.011158,3,0,0.000000,-0.011115,0,0.000000,0
0.50-0.80,330,0.60-0.70,0.60,0.70,0.10,18,184,0.097826,12,6,0.666667,0.665000,0.001667,0.030000,0.000163,0.602685410372,0.219909,11,2,0.181818,-0.008158,0,0.000000,0
0.50-0.80,330,0.60-0.75,0.60,0.75,0.15,32,184,0.173913,23,9,0.718750,0.692187,0.026563,0.850000,0.004620,0.456315574116,0.340735,19,2,0.105263,-0.010218,3,0.007174,0
0.50-0.80,330,0.60-0.80,0.60,0.80,0.20,40,184,0.217391,27,13,0.675000,0.710500,-0.035500,-1.420000,-0.007717,0.753664061255,0.122822,16,3,0.187500,-0.009278,0,0.000000,0
0.50-0.80,330,0.65-0.70,0.65,0.70,0.05,12,184,0.065217,10,2,0.833333,0.677500,0.155833,1.870000,0.010163,0.20248888798,0.693599,5,2,0.400000,-0.004102,0,0.000000,0
0.50-0.80,330,0.65-0.75,0.65,0.75,0.10,26,184,0.141304,21,5,0.807692,0.704231,0.103462,2.690000,0.014620,0.173727332925,0.760132,13,3,0.230769,-0.007812,3,0.007174,0
0.50-0.80,330,0.65-0.80,0.65,0.80,0.15,34,184,0.184783,25,9,0.735294,0.722941,0.012353,0.420000,0.002283,0.523598955639,0.281001,13,3,0.230769,-0.006863,3,0.007174,0
0.50-0.80,330,0.70-0.75,0.70,0.75,0.05,14,184,0.076087,11,3,0.785714,0.727143,0.058571,0.820000,0.004457,0.442450273185,0.354136,8,3,0.375000,-0.004657,0,0.000000,0
0.50-0.80,330,0.70-0.80,0.70,0.80,0.10,22,184,0.119565,15,7,0.681818,0.747727,-0.065909,-1.450000,-0.007880,0.832624685876,0.079551,7,3,0.428571,-0.004196,0,0.000000,0
0.50-0.80,330,0.75-0.80,0.75,0.80,0.05,8,184,0.043478,4,4,0.500000,0.783750,-0.283750,-2.270000,-0.012337,0.98545467904,0.006363,3,1,0.333333,-0.005196,0,0.000000,0
0.50-0.80,345,0.50-0.55,0.50,0.55,0.05,5,184,0.027174,4,1,0.800000,0.522000,0.278000,1.390000,0.007554,0.2161242504,0.665297,0,0,0.000000,0.000000,0,0.000000,0
0.50-0.80,345,0.50-0.60,0.50,0.60,0.10,13,184,0.070652,8,5,0.615385,0.554615,0.060769,0.790000,0.004293,0.440062513478,0.356486,2,1,0.500000,-0.002283,0,0.000000,0
0.50-0.80,345,0.50-0.65,0.50,0.65,0.15,24,184,0.130435,15,9,0.625000,0.588333,0.036667,0.880000,0.004783,0.442093661914,0.354486,7,0,0.000000,-0.008533,1,0.004783,0
0.50-0.80,345,0.50-0.70,0.50,0.70,0.20,31,184,0.168478,18,13,0.580645,0.609677,-0.029032,-0.900000,-0.004891,0.701136025799,0.154198,13,2,0.153846,-0.006538,0,0.000000,0
0.50-0.80,345,0.50-0.75,0.50,0.75,0.25,42,184,0.228261,27,15,0.642857,0.640476,0.002381,0.100000,0.000543,0.557362849595,0.253862,17,0,0.000000,-0.010451,1,0.000543,0
0.50-0.80,345,0.50-0.80,0.50,0.80,0.30,55,184,0.298913,37,18,0.672727,0.675091,-0.002364,-0.130000,-0.000707,0.579231640958,0.237148,11,1,0.090909,-0.011458,0,0.000000,0
0.50-0.80,345,0.55-0.60,0.55,0.60,0.05,8,184,0.043478,4,4,0.500000,0.575000,-0.075000,-0.600000,-0.003261,0.785347705157,0.104938,2,1,0.500000,-0.002283,0,0.000000,0
0.50-0.80,345,0.55-0.65,0.55,0.65,0.10,19,184,0.103261,11,8,0.578947,0.605789,-0.026842,-0.510000,-0.002772,0.686667229922,0.163254,8,1,0.125000,-0.006868,0,0.000000,0
0.50-0.80,345,0.55-0.70,0.55,0.70,0.15,26,184,0.141304,14,12,0.538462,0.626538,-0.088077,-2.290000,-0.012446,0.87128768696,0.059838,16,4,0.250000,-0.004555,0,0.000000,0
0.50-0.80,345,0.55-0.75,0.55,0.75,0.20,37,184,0.201087,23,14,0.621622,0.656486,-0.034865,-1.290000,-0.007011,0.737208632403,0.132410,23,3,0.130435,-0.008235,0,0.000000,0
0.50-0.80,345,0.55-0.80,0.55,0.80,0.25,50,184,0.271739,33,17,0.660000,0.690400,-0.030400,-1.520000,-0.008261,0.738132222232,0.131866,17,3,0.176471,-0.008104,0,0.000000,0
0.50-0.80,345,0.60-0.65,0.60,0.65,0.05,11,184,0.059783,7,4,0.636364,0.628182,0.008182,0.090000,0.000489,0.610129287761,0.214578,3,0,0.000000,-0.009275,0,0.000000,0
0.50-0.80,345,0.60-0.70,0.60,0.70,0.10,18,184,0.097826,10,8,0.555556,0.649444,-0.093889,-1.690000,-0.009185,0.860284567649,0.065358,10,3,0.300000,-0.002875,0,0.000000,0
0.50-0.80,345,0.60-0.75,0.60,0.75,0.15,29,184,0.157609,19,10,0.655172,0.678966,-0.023793,-0.690000,-0.003750,0.688969732068,0.161800,18,4,0.222222,-0.006268,0,0.000000,0
0.50-0.80,345,0.60-0.80,0.60,0.80,0.20,42,184,0.228261,29,13,0.690476,0.712381,-0.021905,-0.920000,-0.005000,0.693631988264,0.158871,15,4,0.266667,-0.005583,0,0.000000,0
