ledger,n_trades,n_days,win_rate,true_mean_ev,true_ev_ci_lo,true_ev_ci_hi,true_ev_p_neg,median,win_capped_ev,win_capped_ci_lo,win_capped_ci_hi,trim10_mean,sharpe_per_trade,top1_share,top5_share,top10_share,trades_to_flip_negative,GATE_PASS
2026-06-17-research/band_huber_results/cv_baseline_records.csv,1154,9,0.5121317157712305,0.00523110806035769,-0.076284630279608,0.06871462139451696,0.4426,0.1235955056179776,-0.1747755323639134,-0.22311852882100977,-0.11982960306575999,-0.21239084655911744,0.003723103147555128,2.5952374701717886,9.26870525061353,15.68246724727376,1.0,False
2026-06-17-research/band_huber_results/cv_band_records.csv,687,9,0.5967976710334789,-6.302676137086268e-05,-0.05371064653853029,0.055791023778143496,0.5052,0.36986301369863,-0.025519650995595763,-0.08273694965514673,0.03375572990146453,-0.03181851222136899,-7.333852177001846e-05,-34.64252431898727,-173.21262159493637,-346.42524318987273,,False
2026-06-17-research/band_huber_results/cv_huber_records.csv,942,9,0.6528662420382165,0.02992541044041262,-0.00790814748527429,0.06045627795488383,0.058,0.1976477337923121,-0.029301096344472848,-0.06572993938361966,0.01326265792003567,-0.03655492980135138,0.03344124875805374,0.23740227796345517,0.7998402517672573,1.280116769218716,7.0,False
2026-06-17-research/band_huber_results/cv_huber_band_records.csv,632,9,0.6170886075949367,0.019353201905035443,-0.02187422099775167,0.0626414322471777,0.182,0.36986301369863,-0.0008065216129255572,-0.04275666939804538,0.04394858758228239,-0.001007355058041346,0.023057889408260403,0.12263695346977473,0.6131847673488736,1.2213842926867808,9.0,False
