slug,close_date,horizon,label,up_mid,logit_mid,hf_ret_60s,obi_l1,up_ask,down_ask,up_bid,up_ask_plus_down_ask,up_bid_plus_down_bid,maker_yes_fills,maker_no_fills
btc-updown-5m-1780986300,2026-06-09,240,1,0.765,1.180290319682377,0.0004335812697752484,-0.7737440410707738,0.77,0.24,0.76,1.01,0.99,True,False
btc-updown-5m-1780986600,2026-06-09,180,0,0.185,-1.4828322881625378,-0.0005617321695186285,-0.5020810057580631,0.19,0.82,0.18,1.01,0.99,True,True
btc-updown-5m-1780986600,2026-06-09,120,0,0.095,-2.2540580520993854,-0.00032203374055296026,-0.8206474436364658,0.1,0.91,0.09,1.01,0.99,True,True
btc-updown-5m-1780986600,2026-06-09,240,0,0.425,-0.3022808718729335,7.887592348084589e-05,-0.2852124433996287,0.43,0.58,0.42,1.01,0.99,False,True
btc-updown-5m-1780986900,2026-06-09,180,1,0.595,0.38467433843909055,1.5788272944451399e-06,-0.9000189619210149,0.6,0.41,0.59,1.01,0.99,True,True
btc-updown-5m-1780986900,2026-06-09,120,1,0.825,1.5505974124111666,0.0005287669042518983,0.34638241675313647,0.83,0.18,0.82,1.01,0.99,True,False
btc-updown-5m-1780986900,2026-06-09,240,1,0.605,0.42634269312971956,-1.5788272944680307e-06,-0.48577687574498246,0.61,0.4,0.6,1.01,0.99,True,False
btc-updown-5m-1780987200,2026-06-09,180,0,0.075,-2.512305623976115,-0.0005576007202150383,0.30440728184382215,0.08,0.93,0.07,1.01,0.99,True,True
btc-updown-5m-1780987200,2026-06-09,120,0,0.075,-2.512305623976115,0.0003285955571219738,-0.8585209003215434,0.08,0.93,0.07,1.01,0.99,False,True
btc-updown-5m-1780987200,2026-06-09,240,0,0.205,-1.3553321355159238,-0.0006977475037096118,0.7995083556978869,0.21,0.8,0.2,1.01,0.99,False,True
btc-updown-5m-1780987500,2026-06-09,180,0,0.725,0.9694005571881035,-7.102188660788324e-05,0.6606150426083734,0.73,0.28,0.72,1.01,0.99,True,True
btc-updown-5m-1780987500,2026-06-09,120,0,0.695,0.8236000689573804,-0.00028571676822973047,-0.9466040780401936,0.7,0.31,0.69,1.01,0.99,True,True
btc-updown-5m-1780987500,2026-06-09,240,0,0.845,1.695911510437927,0.0006204282100750733,0.7821864993792066,0.85,0.16,0.84,1.01,0.99,True,True
btc-updown-5m-1780987800,2026-06-09,180,0,0.295,-0.871222446472449,-0.0002387225351970872,-0.7363796133567663,0.3,0.71,0.29,1.01,0.99,True,True
btc-updown-5m-1780987800,2026-06-09,120,0,0.175,-1.550597412411167,-0.00010594149983545785,-0.9739500687612398,0.18,0.83,0.17,1.01,0.99,False,True
btc-updown-5m-1780987800,2026-06-09,240,0,0.355,-0.5971325273203567,-0.0005025538691792518,0.7702039554175237,0.36,0.65,0.35,1.01,0.99,False,True
btc-updown-5m-1780988100,2026-06-09,180,1,0.705,0.8712224464724486,5.21717272043969e-05,-0.663510832367941,0.71,0.3,0.7,1.01,0.99,True,False
btc-updown-5m-1780988100,2026-06-09,120,1,0.775,1.2367626271489272,-8.853544981006881e-05,0.31871118012422356,0.78,0.23,0.77,1.01,0.99,True,False
btc-updown-5m-1780988100,2026-06-09,240,1,0.745,1.0721206732211332,0.0004317069014435682,0.96954345641161,0.75,0.26,0.74,1.01,0.99,True,False
btc-updown-5m-1780988400,2026-06-09,180,1,0.715,0.919793362425357,-0.00028118153296494277,0.7223661804990005,0.72,0.29,0.71,1.01,0.99,True,False
btc-updown-5m-1780988400,2026-06-09,120,1,0.755,1.1254595387042978,4.423604353534358e-05,-0.2342450631669324,0.76,0.25,0.75,1.01,0.99,True,False
btc-updown-5m-1780988400,2026-06-09,240,1,0.745,1.0721206732211332,0.0005087121004661493,-0.19776378587913687,0.75,0.26,0.74,1.01,0.99,True,False
btc-updown-5m-1780988700,2026-06-09,180,1,0.215,-1.2950456896547458,-0.0003064078755002229,-0.03605602316798486,0.22,0.79,0.21,1.01,0.99,True,True
btc-updown-5m-1780988700,2026-06-09,120,1,0.755,1.1254595387042978,0.0007169104311171657,0.7077427715234469,0.76,0.25,0.75,1.01,0.99,True,False
btc-updown-5m-1780988700,2026-06-09,240,1,0.345,-0.6410908186038922,0.0,0.7733226895025219,0.35,0.66,0.34,1.01,0.99,True,True
btc-updown-5m-1780989000,2026-06-09,180,0,0.315,-0.7768461994365923,1.5774152000117742e-06,0.064591902894253,0.32,0.69,0.31,1.01,0.99,True,True
btc-updown-5m-1780989000,2026-06-09,120,0,0.0849999999999999,-2.376272808785206,-0.000817434437728118,0.7706342311033885,0.09,0.92,0.08,1.01,0.99,False,True
btc-updown-5m-1780989000,2026-06-09,240,0,0.445,-0.22089383158019413,-0.00016876931719237757,0.6570843716625133,0.45,0.56,0.44,1.01,0.99,True,True
btc-updown-5m-1780989300,2026-06-09,180,1,0.715,0.919793362425357,0.000643305887254151,0.8940879052645585,0.72,0.29,0.71,1.01,0.99,True,False
btc-updown-5m-1780989300,2026-06-09,120,1,0.705,0.8712224464724486,1.738090328591176e-05,0.8319761028272538,0.71,0.3,0.7,1.01,0.99,True,False
btc-updown-5m-1780989300,2026-06-09,240,1,0.365,-0.5537276453102001,-0.00022607355391431996,-0.8151459540576946,0.37,0.64,0.36,1.01,0.99,True,True
btc-updown-5m-1780989600,2026-06-09,180,0,0.315,-0.7768461994365923,-0.00024171131729495803,0.8951528349060408,0.32,0.69,0.31,1.01,0.99,True,True
btc-updown-5m-1780989600,2026-06-09,120,0,0.585,0.34333332700115804,0.0002859397444918034,0.7035828016390261,0.59,0.42,0.58,1.01,0.99,False,True
btc-updown-5m-1780989600,2026-06-09,240,0,0.375,-0.5108256237659907,-0.00020217112907197654,0.019028006589785852,0.38,0.63,0.37,1.01,0.99,True,True
btc-updown-5m-1780989900,2026-06-09,180,0,0.065,-2.66615925939305,-0.0007656362589548605,-0.11182556287068848,0.07,0.94,0.06,1.01,0.99,False,True
btc-updown-5m-1780989900,2026-06-09,120,0,0.005,-5.293304824724492,-0.0011638136076884864,,0.01,1.0,0.0,1.01,0.99,False,True
btc-updown-5m-1780989900,2026-06-09,240,0,0.245,-1.1254595387042978,-0.00046953219173745647,0.9283548142532221,0.25,0.76,0.24,1.01,0.99,True,True
btc-updown-5m-1780990200,2026-06-09,180,1,0.915,2.376272808785205,0.0003456076943209704,-0.25249477837085166,0.92,0.09,0.91,1.01,0.99,True,False
btc-updown-5m-1780990200,2026-06-09,120,1,0.975,3.6635616461296454,0.0005340301735106936,0.5216607292078991,0.98,0.03,0.97,1.01,0.99,True,False
btc-updown-5m-1780990200,2026-06-09,240,1,0.805,1.4178427188548168,0.0010423021700032573,0.9830509579468191,0.81,0.2,0.8,1.01,0.99,True,False
btc-updown-5m-1780990500,2026-06-09,180,1,0.385,-0.46837893351873355,0.00011569607446621706,-0.05660377358490569,0.39,0.62,0.38,1.01,0.99,True,True
btc-updown-5m-1780990500,2026-06-09,120,1,0.075,-2.512305623976115,-0.0007562288166482272,-0.09767647369583803,0.08,0.93,0.07,1.01,0.99,True,True
btc-updown-5m-1780990500,2026-06-09,240,1,0.355,-0.5971325273203567,-0.0004436929907497158,-0.8110659713218275,0.36,0.65,0.35,1.01,0.99,True,True
btc-updown-5m-1780990800,2026-06-09,180,1,0.725,0.9694005571881035,0.0003863125094551872,0.9409807919304647,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780990800,2026-06-09,120,1,0.745,1.0721206732211332,-0.00024538575951682973,-0.07259458984203279,0.75,0.26,0.74,1.01,0.99,True,False
btc-updown-5m-1780990800,2026-06-09,240,1,0.645,0.5971325273203568,0.0001171898508595528,0.9488079488079487,0.65,0.36,0.64,1.01,0.99,True,False
btc-updown-5m-1780991100,2026-06-09,180,0,0.365,-0.5537276453102001,-0.0001234921686953517,-0.8963272896327288,0.37,0.64,0.36,1.01,0.99,True,True
btc-updown-5m-1780991100,2026-06-09,120,0,0.425,-0.3022808718729335,-0.0001725979398624054,0.3243391944247037,0.43,0.58,0.42,1.01,0.99,True,True
btc-updown-5m-1780991100,2026-06-09,240,0,0.655,0.6410908186038923,0.0001234921686952802,0.30508474576271183,0.66,0.35,0.65,1.01,0.99,True,True
btc-updown-5m-1780991400,2026-06-09,180,1,0.655,0.6410908186038923,0.00033724864015000213,0.5756426464391066,0.66,0.35,0.65,1.01,0.99,True,True
btc-updown-5m-1780991400,2026-06-09,120,1,0.1149999999999999,-2.0406555166446805,-0.0011404532636569954,-0.6105167777388051,0.12,0.89,0.11,1.01,0.99,True,True
btc-updown-5m-1780991400,2026-06-09,240,1,0.615,0.4683789335187336,1.583597728055277e-06,0.8841027622175005,0.62,0.39,0.61,1.01,0.99,True,True
btc-updown-5m-1780991700,2026-06-09,180,0,0.445,-0.22089383158019413,-1.583249223287965e-06,0.9917067507049262,0.45,0.56,0.44,1.01,0.99,True,True
btc-updown-5m-1780991700,2026-06-09,120,0,0.355,-0.5971325273203567,1.5832492233824291e-06,-0.4017516881727619,0.36,0.65,0.35,1.01,0.99,True,True
btc-updown-5m-1780991700,2026-06-09,240,0,0.475,-0.10008345855698265,0.0,-0.05684107427070463,0.48,0.53,0.47,1.01,0.99,True,True
btc-updown-5m-1780992000,2026-06-09,180,0,0.105,-2.142863368117332,-0.0004990197929254871,0.48492116140225544,0.11,0.9,0.1,1.01,0.99,True,True
btc-updown-5m-1780992000,2026-06-09,120,0,0.045,-3.0550488507104103,-0.0002916061815817108,0.5245235215018872,0.05,0.96,0.04,1.01,0.99,True,True
btc-updown-5m-1780992000,2026-06-09,240,0,0.265,-1.0201406732266145,-0.0003008757089318102,-0.6914945993468978,0.27,0.74,0.26,1.01,0.99,False,True
btc-updown-5m-1780992300,2026-06-09,180,0,0.055,-2.843851742261272,-0.0006100612633503406,0.32284600157080323,0.06,0.95,0.05,1.01,0.99,False,True
btc-updown-5m-1780992300,2026-06-09,120,0,0.005,-5.293304824724492,-0.0013326253415310455,,0.01,1.0,0.0,1.01,0.99,False,True
btc-updown-5m-1780992300,2026-06-09,240,0,0.145,-1.774367726516186,-0.0011285849838958363,-0.666166724799442,0.15,0.86,0.14,1.01,0.99,False,True
btc-updown-5m-1780992600,2026-06-09,180,1,0.275,-0.9694005571881034,0.0004539340631221306,-0.8669669255633685,0.28,0.73,0.27,1.01,0.99,True,True
btc-updown-5m-1780992600,2026-06-09,120,1,0.595,0.38467433843909055,0.0009072504251302414,0.5670139889900196,0.6,0.41,0.59,1.01,0.99,True,False
btc-updown-5m-1780992600,2026-06-09,240,1,0.1699999999999999,-1.5856272637403825,-0.001326183072282371,0.4890583681447132,0.18,0.84,0.16,1.02,0.98,True,True
btc-updown-5m-1780992900,2026-06-09,180,1,0.715,0.919793362425357,0.00027972517184430363,0.9985507456413675,0.72,0.29,0.71,1.01,0.99,True,True
btc-updown-5m-1780992900,2026-06-09,120,1,0.335,-0.6856565088307877,-0.0007789747179440149,0.4414470173940882,0.34,0.67,0.33,1.01,0.99,True,True
btc-updown-5m-1780992900,2026-06-09,240,1,0.675,0.7308875085427926,0.0004213247625598832,-0.5704998285055034,0.68,0.33,0.67,1.01,0.99,True,True
btc-updown-5m-1780993200,2026-06-09,180,1,0.435,-0.2614797000577567,-0.00017490412118694042,-0.12358049432197732,0.44,0.57,0.43,1.01,0.99,True,True
btc-updown-5m-1780993200,2026-06-09,120,1,0.445,-0.22089383158019413,-0.0005058040324026904,0.7566008804471485,0.45,0.56,0.44,1.01,0.99,True,True
btc-updown-5m-1780993200,2026-06-09,240,1,0.605,0.42634269312971956,0.0003498388391770141,0.373276997864704,0.61,0.4,0.6,1.01,0.99,True,True
btc-updown-5m-1780993500,2026-06-09,180,0,0.575,0.3022808718729335,-0.00033855605373113933,0.726064820563765,0.58,0.43,0.57,1.01,0.99,True,True
btc-updown-5m-1780993500,2026-06-09,120,0,0.425,-0.3022808718729335,-6.677106271804921e-05,-0.4587323243270812,0.43,0.58,0.42,1.01,0.99,True,True
btc-updown-5m-1780993500,2026-06-09,240,0,0.695,0.8236000689573804,0.0002225121953809334,-0.876672752906372,0.7,0.31,0.69,1.01,0.99,False,True
btc-updown-5m-1780993800,2026-06-09,180,1,0.425,-0.3022808718729335,-0.00036460643209831103,-0.3155249644925161,0.43,0.58,0.42,1.01,0.99,True,False
btc-updown-5m-1780993800,2026-06-09,120,1,0.715,0.919793362425357,0.0014178767804340243,0.875622214976633,0.72,0.29,0.71,1.01,0.99,True,False
btc-updown-5m-1780993800,2026-06-09,240,1,0.385,-0.46837893351873355,-0.000189415494594604,0.9842829076620826,0.39,0.62,0.38,1.01,0.99,True,True
btc-updown-5m-1780994100,2026-06-09,180,1,0.605,0.42634269312971956,0.00027029218749851627,0.9569345186218117,0.61,0.4,0.6,1.01,0.99,True,True
btc-updown-5m-1780994100,2026-06-09,120,1,0.365,-0.5537276453102001,-0.0006138276800015698,0.040011841865549264,0.37,0.64,0.36,1.01,0.99,True,True
btc-updown-5m-1780994100,2026-06-09,240,1,0.515,0.06001800972625295,-0.00021941923949549673,0.8498959362583304,0.52,0.49,0.51,1.01,0.99,True,True
btc-updown-5m-1780994400,2026-06-09,180,1,0.615,0.4683789335187336,0.00012074781040112655,-0.0062887816924252,0.62,0.39,0.61,1.01,0.99,True,False
btc-updown-5m-1780994400,2026-06-09,120,1,0.815,1.4828322881625375,0.00035580349221633515,0.029455806240892363,0.82,0.19,0.81,1.01,0.99,True,False
btc-updown-5m-1780994400,2026-06-09,240,1,0.515,0.06001800972625295,1.4300048382131008e-05,0.8838278716297981,0.52,0.49,0.51,1.01,0.99,True,True
btc-updown-5m-1780994700,2026-06-09,180,0,0.645,0.5971325273203568,-3.176589803702527e-06,0.03764708164789648,0.65,0.36,0.64,1.01,0.99,True,True
btc-updown-5m-1780994700,2026-06-09,120,0,0.0849999999999999,-2.376272808785206,-0.0011203770723924947,0.1599285939304841,0.09,0.92,0.08,1.01,0.99,False,True
btc-updown-5m-1780994700,2026-06-09,240,0,0.515,0.06001800972625295,5.5591778466744e-05,-0.8399988008154455,0.52,0.49,0.51,1.01,0.99,True,True
btc-updown-5m-1780995000,2026-06-09,180,1,0.915,2.376272808785205,0.0009905595563010042,0.9609649357704108,0.92,0.09,0.91,1.01,0.99,True,False
btc-updown-5m-1780995000,2026-06-09,120,1,0.965,3.3167800398495713,0.0002669492955202026,-0.6923014552213845,0.97,0.04,0.96,1.01,0.99,True,False
btc-updown-5m-1780995000,2026-06-09,240,1,0.615,0.4683789335187336,-3.181491356156997e-05,0.9803858110957466,0.62,0.39,0.61,1.01,0.99,True,False
btc-updown-5m-1780995300,2026-06-09,180,0,0.075,-2.512305623976115,-0.0003882691836246641,-0.31250697311168135,0.08,0.93,0.07,1.01,0.99,False,True
btc-updown-5m-1780995300,2026-06-09,120,0,0.035,-3.316780039849572,-0.00033906318600103545,0.21693610304263553,0.04,0.97,0.03,1.01,0.99,False,True
btc-updown-5m-1780995300,2026-06-09,240,0,0.255,-1.0721206732211332,-0.0006822882845098741,0.07191081032481651,0.26,0.75,0.25,1.01,0.99,True,True
btc-updown-5m-1780995600,2026-06-09,180,0,0.535,0.1402293413086503,0.0,0.360115526480618,0.54,0.47,0.53,1.01,0.99,True,True
btc-updown-5m-1780995600,2026-06-09,120,0,0.895,2.1428633681173324,0.00038198617356213115,-0.6572028186354085,0.9,0.11,0.89,1.01,0.99,False,True
btc-updown-5m-1780995600,2026-06-09,240,0,0.475,-0.10008345855698265,0.0,-0.8618080491147786,0.48,0.53,0.47,1.01,0.99,True,True
btc-updown-5m-1780995900,2026-06-09,180,0,0.585,0.34333332700115804,-3.820834693638263e-05,-0.6160520607375272,0.59,0.42,0.58,1.01,0.99,False,True
btc-updown-5m-1780995900,2026-06-09,120,0,0.095,-2.2540580520993854,-0.0008744148229716435,-0.5012683797622961,0.1,0.91,0.09,1.01,0.99,False,True
btc-updown-5m-1780995900,2026-06-09,240,0,0.635,0.5537276453102001,0.00015443437644376056,0.10993206944012789,0.64,0.37,0.63,1.01,0.99,True,True
btc-updown-5m-1780996200,2026-06-09,180,1,0.535,0.1402293413086503,-0.0003362900860384683,0.8382189841573267,0.54,0.47,0.53,1.01,0.99,True,False
btc-updown-5m-1780996200,2026-06-09,120,1,0.745,1.0721206732211332,0.00031398050231835596,-0.5121341463414635,0.75,0.26,0.74,1.01,0.99,True,False
btc-updown-5m-1780996200,2026-06-09,240,1,0.585,0.34333332700115804,0.00038570716379347184,0.1073499588928473,0.59,0.42,0.58,1.01,0.99,True,True
btc-updown-5m-1780996500,2026-06-09,180,1,0.855,1.7743677265161857,0.0005504479289577363,0.7405956742973319,0.86,0.15,0.85,1.01,0.99,True,False
btc-updown-5m-1780996500,2026-06-09,120,1,0.845,1.695911510437927,-0.00027518609036395614,0.8520733338578959,0.85,0.16,0.84,1.01,0.99,True,False
btc-updown-5m-1780996500,2026-06-09,240,1,0.725,0.9694005571881035,0.000412238884739337,0.8245161290322581,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780996800,2026-06-09,180,0,0.405,-0.3846743384390906,0.0003832761249198439,-0.6114176185665813,0.41,0.6,0.4,1.01,0.99,False,True
btc-updown-5m-1780996800,2026-06-09,120,0,0.225,-1.2367626271489267,-3.498176973122926e-05,-0.3661465317566744,0.23,0.78,0.22,1.01,0.99,False,True
btc-updown-5m-1780996800,2026-06-09,240,0,0.205,-1.3553321355159238,-0.000486624205321194,-0.3500552903417213,0.21,0.8,0.2,1.01,0.99,True,True
btc-updown-5m-1780997100,2026-06-09,180,0,0.545,0.1804883757122938,1.5914633905685055e-06,-0.6536964980544748,0.55,0.46,0.54,1.01,0.99,True,True
btc-updown-5m-1780997100,2026-06-09,120,0,0.635,0.5537276453102001,-1.5914633904614207e-06,0.2341560894198252,0.64,0.37,0.63,1.01,0.99,False,True
btc-updown-5m-1780997100,2026-06-09,240,0,0.585,0.34333332700115804,0.0,0.5817515021920656,0.59,0.42,0.58,1.01,0.99,True,True
btc-updown-5m-1780997400,2026-06-09,180,0,0.375,-0.5108256237659907,-0.00014500293616517916,0.39676535802791185,0.38,0.63,0.37,1.01,0.99,True,True
btc-updown-5m-1780997400,2026-06-09,120,0,0.095,-2.2540580520993854,-0.00011155502941476876,-0.23978293129407172,0.1,0.91,0.09,1.01,0.99,False,True
btc-updown-5m-1780997400,2026-06-09,240,0,0.225,-1.2367626271489267,-0.0004189562634309196,-0.9415538347748645,0.23,0.78,0.22,1.01,0.99,True,True
btc-updown-5m-1780997700,2026-06-09,180,0,0.895,2.1428633681173324,0.00045312039577698323,-0.6968658644367395,0.9,0.11,0.89,1.01,0.99,False,True
btc-updown-5m-1780997700,2026-06-09,120,0,0.265,-1.0201406732266145,-0.0013551857073969295,-0.2102701438925375,0.27,0.74,0.26,1.01,0.99,True,True
btc-updown-5m-1780997700,2026-06-09,240,0,0.665,0.6856565088307879,0.0006417399353732482,0.7619172842457566,0.67,0.34,0.66,1.01,0.99,True,True
btc-updown-5m-1780998000,2026-06-09,180,1,0.865,1.8574547284934497,0.00046794236379001607,0.10274269216889208,0.87,0.14,0.86,1.01,0.99,True,False
btc-updown-5m-1780998000,2026-06-09,120,1,0.835,1.6214862509502748,0.00010218353448971893,-0.4698532547743536,0.84,0.17,0.83,1.01,0.99,True,False
btc-updown-5m-1780998000,2026-06-09,240,1,0.645,0.5971325273203568,0.00023485223189611886,-0.6335405829318108,0.65,0.36,0.64,1.01,0.99,True,False
btc-updown-5m-1780998300,2026-06-09,180,0,0.655,0.6410908186038923,0.00012770189287527554,0.5647509923200612,0.66,0.35,0.65,1.01,0.99,True,True
btc-updown-5m-1780998300,2026-06-09,120,0,0.695,0.8236000689573804,0.0001739675866066654,-0.19829741512903698,0.7,0.31,0.69,1.01,0.99,False,True
btc-updown-5m-1780998300,2026-06-09,240,0,0.525,0.10008345855698263,0.000151667181827491,0.7236143298570876,0.53,0.48,0.52,1.01,0.99,True,True
btc-updown-5m-1780998600,2026-06-09,180,1,0.575,0.3022808718729335,0.0001708155969967219,-0.42857142857142855,0.58,0.43,0.57,1.01,0.99,True,False
btc-updown-5m-1780998600,2026-06-09,120,1,0.505,0.020000666706669435,-1.5962723846686311e-06,-0.3197969543147208,0.51,0.5,0.5,1.01,0.99,True,False
btc-updown-5m-1780998600,2026-06-09,240,1,0.585,0.34333332700115804,-7.024546001684787e-05,-0.9178237803477988,0.59,0.42,0.58,1.01,0.99,True,False
btc-updown-5m-1780998900,2026-06-09,180,1,0.735,1.0201406732266143,0.0003670761468857701,0.759789459103816,0.74,0.27,0.73,1.01,0.99,True,False
btc-updown-5m-1780998900,2026-06-09,120,1,0.865,1.8574547284934497,0.0004004380941922258,0.4490810608453538,0.87,0.14,0.86,1.01,0.99,True,False
btc-updown-5m-1780998900,2026-06-09,240,1,0.545,0.1804883757122938,-3.830989513130253e-05,0.8984771573604061,0.55,0.46,0.54,1.01,0.99,True,False
btc-updown-5m-1780999200,2026-06-09,180,1,0.805,1.4178427188548168,0.00043692007130876975,0.4441306978620412,0.81,0.2,0.8,1.01,0.99,True,False
btc-updown-5m-1780999200,2026-06-09,120,1,0.845,1.695911510437927,-0.00038747793016678816,0.22223234439687023,0.85,0.16,0.84,1.01,0.99,True,False
btc-updown-5m-1780999200,2026-06-09,240,1,0.775,1.2367626271489272,0.000267987036135883,0.9277038750722961,0.78,0.23,0.77,1.01,0.99,True,False
btc-updown-5m-1780999500,2026-06-09,180,0,0.355,-0.5971325273203567,-0.001646020018608412,-0.9760429288558077,0.36,0.65,0.35,1.01,0.99,False,True
btc-updown-5m-1780999500,2026-06-09,120,0,0.065,-2.66615925939305,0.000266545578876764,-0.03987987773269221,0.07,0.94,0.06,1.01,0.99,True,True
btc-updown-5m-1780999500,2026-06-09,240,0,0.705,0.8712224464724486,3.665505126938602e-05,0.8876628386932452,0.71,0.3,0.7,1.01,0.99,False,True
btc-updown-5m-1780999800,2026-06-09,180,1,0.775,1.2367626271489272,0.00045972388644226854,0.9162475646776312,0.78,0.23,0.77,1.01,0.99,True,False
btc-updown-5m-1780999800,2026-06-09,120,1,0.905,2.2540580520993854,3.5109109540840136e-05,-0.24977654856063547,0.91,0.1,0.9,1.01,0.99,True,False
btc-updown-5m-1780999800,2026-06-09,240,1,0.665,0.6856565088307879,0.00039604277140766777,0.43705808243128585,0.67,0.34,0.66,1.01,0.99,True,False
btc-updown-5m-1781000100,2026-06-09,180,0,0.195,-1.4178427188548164,-0.0005294777272588007,0.7604216578821275,0.2,0.81,0.19,1.01,0.99,True,True
btc-updown-5m-1781000100,2026-06-09,120,0,0.285,-0.9197933624253573,0.0003923507602288366,0.02259531822047999,0.29,0.72,0.28,1.01,0.99,False,True
btc-updown-5m-1781000100,2026-06-09,240,0,0.295,-0.871222446472449,-0.0005755331612549083,0.13470703036354556,0.3,0.71,0.29,1.01,0.99,True,True
btc-updown-5m-1781000400,2026-06-09,180,0,0.535,0.1402293413086503,3.188897534316702e-06,-0.1288740348759845,0.54,0.47,0.53,1.01,0.99,False,True
btc-updown-5m-1781000400,2026-06-09,120,0,0.135,-1.85745472849345,-0.00025195424133987927,-0.272430043290917,0.14,0.87,0.13,1.01,0.99,True,True
btc-updown-5m-1781000400,2026-06-09,240,0,0.675,0.7308875085427926,0.00017699975888128502,-0.029240609820612697,0.68,0.33,0.67,1.01,0.99,True,True
btc-updown-5m-1781000700,2026-06-09,180,1,0.795,1.355332135515924,7.492875793142216e-05,0.8206522898402338,0.8,0.21,0.79,1.01,0.99,True,False
btc-updown-5m-1781000700,2026-06-09,120,1,0.785,1.2950456896547458,-1.5941704374743585e-06,0.9460179827594932,0.79,0.22,0.78,1.01,0.99,True,False
btc-updown-5m-1781000700,2026-06-09,240,1,0.715,0.919793362425357,0.0005788942961966005,0.8318447108840367,0.72,0.29,0.71,1.01,0.99,True,False
btc-updown-5m-1781001000,2026-06-09,180,0,0.175,-1.550597412411167,-0.0006938313885332926,-0.03429768854106527,0.18,0.83,0.17,1.01,0.99,True,True
btc-updown-5m-1781001000,2026-06-09,120,0,0.215,-1.2950456896547458,9.732492092049707e-05,0.8278355541111471,0.22,0.79,0.21,1.01,0.99,False,True
btc-updown-5m-1781001000,2026-06-09,240,0,0.625,0.5108256237659907,0.00014032245485250951,-0.011612021857923493,0.63,0.38,0.62,1.01,0.99,False,True
btc-updown-5m-1781001300,2026-06-09,180,1,0.735,1.0201406732266143,0.00021065768364021784,0.517583524973515,0.74,0.27,0.73,1.01,0.99,True,False
btc-updown-5m-1781001300,2026-06-09,120,1,0.705,0.8712224464724486,-0.0003383506078699116,-0.3160829251763546,0.71,0.3,0.7,1.01,0.99,True,False
btc-updown-5m-1781001300,2026-06-09,240,1,0.815,1.4828322881625375,0.0005923135124058498,0.44735157729736796,0.82,0.19,0.81,1.01,0.99,True,False
btc-updown-5m-1781001600,2026-06-09,180,1,0.565,0.26147970005775656,0.0,0.7384950248756219,0.57,0.44,0.56,1.01,0.99,True,False
btc-updown-5m-1781001600,2026-06-09,120,1,0.615,0.4683789335187336,1.596264740671624e-06,-0.20079229812520155,0.62,0.39,0.61,1.01,0.99,True,False
btc-updown-5m-1781001600,2026-06-09,240,1,0.505,0.020000666706669435,-1.5962647405488598e-06,0.41539421028013107,0.51,0.5,0.5,1.01,0.99,True,True
btc-updown-5m-1781001900,2026-06-09,180,0,0.615,0.4683789335187336,0.0007836784606211048,-0.7441841113607456,0.62,0.39,0.61,1.01,0.99,False,True
btc-updown-5m-1781001900,2026-06-09,120,0,0.495,-0.020000666706669543,-0.00020104832407790373,0.8583877785390992,0.5,0.51,0.49,1.01,0.99,False,True
btc-updown-5m-1781001900,2026-06-09,240,0,0.305,-0.8236000689573807,-0.0007757011226427877,-0.9346198690218043,0.31,0.7,0.3,1.01,0.99,True,True
btc-updown-5m-1781002200,2026-06-09,180,1,0.525,0.10008345855698263,5.906236109084e-05,-0.38699690402476783,0.53,0.48,0.52,1.01,0.99,True,True
btc-updown-5m-1781002200,2026-06-09,120,1,0.935,2.666159259393051,0.0012235051674838243,-0.4034683624588988,0.94,0.07,0.93,1.01,0.99,True,False
btc-updown-5m-1781002200,2026-06-09,240,1,0.355,-0.5971325273203567,-0.0002585715691025898,0.8311210186780154,0.36,0.65,0.35,1.01,0.99,True,True
btc-updown-5m-1781002500,2026-06-09,180,1,0.895,2.1428633681173324,0.0006039691633449566,0.7136283052317905,0.9,0.11,0.89,1.01,0.99,True,False
btc-updown-5m-1781002500,2026-06-09,120,1,0.855,1.7743677265161857,-0.00013223646129015366,0.323292080330024,0.86,0.15,0.85,1.01,0.99,True,False
btc-updown-5m-1781002500,2026-06-09,240,1,0.705,0.8712224464724486,0.00018811766017967182,0.029055898218392,0.71,0.3,0.7,1.01,0.99,True,False
btc-updown-5m-1781002800,2026-06-09,180,0,0.1149999999999999,-2.0406555166446805,-0.0007157585951507722,0.9333612455332365,0.12,0.89,0.11,1.01,0.99,False,True
btc-updown-5m-1781002800,2026-06-09,120,0,0.015,-4.1845914400698785,-0.0007896821660635944,0.8915569158752308,0.02,0.99,0.01,1.01,0.99,True,True
btc-updown-5m-1781002800,2026-06-09,240,0,0.445,-0.22089383158019413,-0.0001450022430085089,-0.500872974844669,0.45,0.56,0.44,1.01,0.99,False,True
btc-updown-5m-1781003100,2026-06-09,180,1,0.5700000000000001,0.281851152140988,0.00027326879991716274,0.8977162259259782,0.58,0.44,0.56,1.02,0.98,True,False
btc-updown-5m-1781003100,2026-06-09,120,1,0.915,2.376272808785205,0.0007267552456577055,0.8239430883271335,0.92,0.09,0.91,1.01,0.99,True,False
btc-updown-5m-1781003100,2026-06-09,240,1,0.475,-0.10008345855698265,-0.00020935296426777186,0.8955696202531646,0.48,0.53,0.47,1.01,0.99,True,True
