slug,close_date,horizon,label,up_mid,logit_mid,hf_ret_60s,obi_l1,up_ask,down_ask,up_bid,up_ask_plus_down_ask,up_bid_plus_down_bid,maker_yes_fills,maker_no_fills
btc-updown-5m-1780898100,2026-06-08,120,1,0.425,-0.3022808718729335,-0.0006107493669741339,-0.4793956626915078,0.43,0.58,0.42,1.01,0.99,True,True
btc-updown-5m-1780898100,2026-06-08,240,1,0.425,-0.3022808718729335,-1.5949433914087206e-06,-0.5096799408176653,0.43,0.58,0.42,1.01,0.99,True,True
btc-updown-5m-1780898400,2026-06-08,180,1,0.935,2.666159259393051,0.00012252825126923378,0.23741502801163017,0.94,0.07,0.93,1.01,0.99,True,False
btc-updown-5m-1780898400,2026-06-08,120,1,0.885,2.0406555166446796,-0.00043289423892203777,0.5453389720571828,0.89,0.12,0.88,1.01,0.99,True,False
btc-updown-5m-1780898400,2026-06-08,240,1,0.855,1.7743677265161857,0.00183653903134473,0.9745647110682226,0.86,0.15,0.85,1.01,0.99,True,False
btc-updown-5m-1780898700,2026-06-08,180,1,0.425,-0.3022808718729335,0.0005014250924253819,-0.7303557658869956,0.43,0.58,0.42,1.01,0.99,True,True
btc-updown-5m-1780898700,2026-06-08,120,1,0.265,-1.0201406732266145,-5.410997057093676e-05,-0.8808869127713099,0.27,0.74,0.26,1.01,0.99,True,True
btc-updown-5m-1780898700,2026-06-08,240,1,0.255,-1.0721206732211332,-0.0005825845588862498,-0.7386463461970622,0.26,0.75,0.25,1.01,0.99,True,True
btc-updown-5m-1780899000,2026-06-08,180,0,0.415,-0.34333332700115815,1.7483503917234646e-05,0.2381555042968829,0.42,0.59,0.41,1.01,0.99,True,True
btc-updown-5m-1780899000,2026-06-08,120,0,0.285,-0.9197933624253573,-0.00038629772270637843,0.831468685585387,0.29,0.72,0.28,1.01,0.99,True,True
btc-updown-5m-1780899000,2026-06-08,240,0,0.505,0.020000666706669435,0.00014464798507520877,0.38240534521158126,0.51,0.5,0.5,1.01,0.99,True,True
btc-updown-5m-1780899300,2026-06-08,180,1,0.285,-0.9197933624253573,0.00030540859771690534,0.98766863146472,0.29,0.72,0.28,1.01,0.99,True,True
btc-updown-5m-1780899300,2026-06-08,120,1,0.515,0.06001800972625295,0.000403886859927325,0.4402437137791106,0.52,0.49,0.51,1.01,0.99,True,False
btc-updown-5m-1780899300,2026-06-08,240,1,0.285,-0.9197933624253573,-0.0009429665023349342,-0.6951577640072962,0.29,0.72,0.28,1.01,0.99,True,True
btc-updown-5m-1780899600,2026-06-08,180,0,0.4649999999999999,-0.14022934130865064,0.00029836912926156845,0.9555411427495449,0.47,0.54,0.46,1.01,0.99,True,True
btc-updown-5m-1780899600,2026-06-08,120,0,0.655,0.6410908186038923,0.0011640577126469144,-0.6845067314058706,0.66,0.35,0.65,1.01,0.99,False,True
btc-updown-5m-1780899600,2026-06-08,240,0,0.305,-0.8236000689573807,-0.0006838952462913723,0.4484886763511684,0.31,0.7,0.3,1.01,0.99,True,True
btc-updown-5m-1780899900,2026-06-08,180,1,0.845,1.695911510437927,0.0005366195321739463,0.9917277844107114,0.85,0.16,0.84,1.01,0.99,True,False
btc-updown-5m-1780899900,2026-06-08,120,1,0.915,2.376272808785205,-0.00025547303510001993,-0.45285485979950607,0.92,0.09,0.91,1.01,0.99,True,False
btc-updown-5m-1780899900,2026-06-08,240,1,0.725,0.9694005571881035,0.000630657771519451,0.5363650937850692,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780900200,2026-06-08,180,0,0.495,-0.020000666706669543,1.4281531837329843e-05,0.7959478646794256,0.5,0.51,0.49,1.01,0.99,True,True
btc-updown-5m-1780900200,2026-06-08,120,0,0.445,-0.22089383158019413,0.00029034691900758143,-0.16235124694709593,0.45,0.56,0.44,1.01,0.99,True,True
btc-updown-5m-1780900200,2026-06-08,240,0,0.4649999999999999,-0.14022934130865064,-0.00028717828494899736,-0.20053814806871142,0.47,0.54,0.46,1.01,0.99,True,True
btc-updown-5m-1780900500,2026-06-08,180,0,0.455,-0.18048837571229354,-0.00013812823561557168,0.9094023314469275,0.46,0.55,0.45,1.01,0.99,True,True
btc-updown-5m-1780900500,2026-06-08,120,0,0.215,-1.2950456896547458,-0.00034619825436244683,-0.9954484007956196,0.22,0.79,0.21,1.01,0.99,False,True
btc-updown-5m-1780900500,2026-06-08,240,0,0.415,-0.34333332700115815,-0.0003079409095258329,0.984670218066148,0.42,0.59,0.41,1.01,0.99,True,True
btc-updown-5m-1780900800,2026-06-08,180,1,0.665,0.6856565088307879,-3.971554141144163e-05,-0.9275307718112146,0.67,0.34,0.66,1.01,0.99,True,False
btc-updown-5m-1780900800,2026-06-08,120,1,0.695,0.8236000689573804,-0.0004639943641192835,0.8324151343979791,0.7,0.31,0.69,1.01,0.99,True,False
btc-updown-5m-1780900800,2026-06-08,240,1,0.725,0.9694005571881035,0.00047832786393091754,-0.4064884230080276,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780901100,2026-06-08,180,0,0.265,-1.0201406732266145,-0.000387502109112412,0.7125405405405406,0.27,0.74,0.26,1.01,0.99,False,True
btc-updown-5m-1780901100,2026-06-08,120,0,0.235,-1.180290319682377,0.0001334193148673833,-0.8573489341240583,0.24,0.77,0.23,1.01,0.99,False,True
btc-updown-5m-1780901100,2026-06-08,240,0,0.385,-0.46837893351873355,-0.0003778287591679933,0.595102802712125,0.39,0.62,0.38,1.01,0.99,True,True
btc-updown-5m-1780901400,2026-06-08,180,1,0.4649999999999999,-0.14022934130865064,0.0002176781692487843,-0.18852049636943413,0.47,0.54,0.46,1.01,0.99,True,True
btc-updown-5m-1780901400,2026-06-08,120,1,0.575,0.3022808718729335,0.00027481059289782687,-0.9297854316566049,0.58,0.43,0.57,1.01,0.99,True,False
btc-updown-5m-1780901400,2026-06-08,240,1,0.405,-0.3846743384390906,-0.0002971109556496549,-0.30583983590723113,0.41,0.6,0.4,1.01,0.99,True,True
btc-updown-5m-1780901700,2026-06-08,180,0,0.395,-0.4263426931297195,0.0,-0.7078651685393258,0.4,0.61,0.39,1.01,0.99,True,True
btc-updown-5m-1780901700,2026-06-08,120,0,0.515,0.06001800972625295,-4.606117401209776e-05,0.05323216995447654,0.52,0.49,0.51,1.01,0.99,False,True
btc-updown-5m-1780901700,2026-06-08,240,0,0.355,-0.5971325273203567,-0.00013023046045354173,0.5092416029789342,0.36,0.65,0.35,1.01,0.99,True,True
btc-updown-5m-1780902000,2026-06-08,180,0,0.195,-1.4178427188548164,-0.0009992050083096086,0.5768961711256549,0.2,0.81,0.19,1.01,0.99,True,True
btc-updown-5m-1780902000,2026-06-08,120,0,0.1149999999999999,-2.0406555166446805,-0.00041490775256594153,-0.7843273788799915,0.12,0.89,0.11,1.01,0.99,True,True
btc-updown-5m-1780902000,2026-06-08,240,0,0.585,0.34333332700115804,0.0003144274587771708,-0.8232091844984638,0.59,0.42,0.58,1.01,0.99,True,True
btc-updown-5m-1780902300,2026-06-08,180,1,0.455,-0.18048837571229354,0.00021174685662899795,0.8750353540115019,0.46,0.55,0.45,1.01,0.99,True,True
btc-updown-5m-1780902300,2026-06-08,120,1,0.595,0.38467433843909055,0.00042335925051553605,0.6113376043486702,0.6,0.41,0.59,1.01,0.99,True,False
btc-updown-5m-1780902300,2026-06-08,240,1,0.455,-0.18048837571229354,-0.0005714545105024369,-0.9825641797786646,0.46,0.55,0.45,1.01,0.99,True,True
btc-updown-5m-1780902600,2026-06-08,180,1,0.945,2.843851742261271,0.0016187209605313304,-0.5750371100328064,0.95,0.06,0.94,1.01,0.99,True,False
btc-updown-5m-1780902600,2026-06-08,120,1,0.995,5.293304824724491,0.0014607931959374624,,1.0,0.01,0.99,1.01,0.99,False,False
btc-updown-5m-1780902600,2026-06-08,240,1,0.575,0.3022808718729335,0.0001367343079638123,-0.6119639292352173,0.58,0.43,0.57,1.01,0.99,True,False
btc-updown-5m-1780902900,2026-06-08,180,1,0.645,0.5971325273203568,0.0014900542841996339,-0.4401323058321578,0.65,0.36,0.64,1.01,0.99,True,True
btc-updown-5m-1780902900,2026-06-08,120,1,0.725,0.9694005571881035,0.00016331073709262005,-0.9907834101382489,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780902900,2026-06-08,240,1,0.255,-1.0721206732211332,-0.0011348009721668993,0.8641460609545717,0.26,0.75,0.25,1.01,0.99,True,True
btc-updown-5m-1780903200,2026-06-08,180,1,0.865,1.8574547284934497,0.0008234245741252252,-0.9832923180853118,0.87,0.14,0.86,1.01,0.99,True,False
btc-updown-5m-1780903200,2026-06-08,120,1,0.765,1.180290319682377,-0.0009026357575183293,-0.29302977505669814,0.77,0.24,0.76,1.01,0.99,True,False
btc-updown-5m-1780903200,2026-06-08,240,1,0.725,0.9694005571881035,0.0009176500878907687,-0.4466748123581777,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780903500,2026-06-08,180,0,0.495,-0.020000666706669543,4.5914009401478444e-05,-0.0786121924486942,0.5,0.51,0.49,1.01,0.99,True,True
btc-updown-5m-1780903500,2026-06-08,120,0,0.805,1.4178427188548168,0.0005856144766650134,-0.7783995655356426,0.81,0.2,0.8,1.01,0.99,True,True
btc-updown-5m-1780903500,2026-06-08,240,0,0.505,0.020000666706669435,0.0001425051779292839,0.44784034149668844,0.51,0.5,0.5,1.01,0.99,True,True
btc-updown-5m-1780903800,2026-06-08,180,1,0.685,0.7768461994365925,-8.386427600382778e-05,-0.2217049285599615,0.69,0.32,0.68,1.01,0.99,True,False
btc-updown-5m-1780903800,2026-06-08,120,1,0.435,-0.2614797000577567,-0.0007962697637976662,0.356084996780425,0.44,0.57,0.43,1.01,0.99,True,True
btc-updown-5m-1780903800,2026-06-08,240,1,0.705,0.8712224464724486,0.00056661619284283,0.9841411520498183,0.71,0.3,0.7,1.01,0.99,True,False
btc-updown-5m-1780904100,2026-06-08,180,1,0.375,-0.5108256237659907,-0.00013615760105005142,-0.9456526082751896,0.38,0.63,0.37,1.01,0.99,True,True
btc-updown-5m-1780904100,2026-06-08,120,1,0.665,0.6856565088307879,0.00041949596197330324,0.23092558983666064,0.67,0.34,0.66,1.01,0.99,True,True
btc-updown-5m-1780904100,2026-06-08,240,1,0.445,-0.22089383158019413,-1.108177957557086e-05,0.0607157856502344,0.45,0.56,0.44,1.01,0.99,True,True
btc-updown-5m-1780904400,2026-06-08,180,0,0.075,-2.512305623976115,-0.0006506886684413086,-0.34738317558527243,0.08,0.93,0.07,1.01,0.99,False,True
btc-updown-5m-1780904400,2026-06-08,120,0,0.015,-4.1845914400698785,-0.001034690750701666,0.30967517439837394,0.02,0.99,0.01,1.01,0.99,False,True
btc-updown-5m-1780904400,2026-06-08,240,0,0.285,-0.9197933624253573,-0.000640775661058988,0.07229767578537519,0.29,0.72,0.28,1.01,0.99,False,True
btc-updown-5m-1780904700,2026-06-08,180,1,0.865,1.8574547284934497,0.0010706690010892884,-0.20213441244148214,0.87,0.14,0.86,1.01,0.99,True,False
btc-updown-5m-1780904700,2026-06-08,120,1,0.965,3.3167800398495713,-6.015513695026155e-05,0.7548323640095793,0.97,0.04,0.96,1.01,0.99,True,False
btc-updown-5m-1780904700,2026-06-08,240,1,0.755,1.1254595387042978,0.0006166298442904206,-0.9672296885077307,0.76,0.25,0.75,1.01,0.99,True,False
btc-updown-5m-1780905000,2026-06-08,180,0,0.075,-2.512305623976115,-0.001137007989037104,0.03520226043486622,0.08,0.93,0.07,1.01,0.99,True,True
btc-updown-5m-1780905000,2026-06-08,120,0,0.055,-2.843851742261272,0.0002926777583424966,0.25326287792305613,0.06,0.95,0.05,1.01,0.99,True,True
btc-updown-5m-1780905000,2026-06-08,240,0,0.285,-0.9197933624253573,-0.0004187383081110175,-0.2516614975631369,0.29,0.72,0.28,1.01,0.99,False,True
btc-updown-5m-1780905300,2026-06-08,180,1,0.795,1.355332135515924,-1.58049292416132e-05,-0.32526011686252365,0.8,0.21,0.79,1.01,0.99,True,False
btc-updown-5m-1780905300,2026-06-08,120,1,0.935,2.666159259393051,0.0,0.9814730757473298,0.94,0.07,0.93,1.01,0.99,True,False
btc-updown-5m-1780905300,2026-06-08,240,1,0.725,0.9694005571881035,0.0010768868103708778,-0.5631183288363965,0.73,0.28,0.72,1.01,0.99,True,False
btc-updown-5m-1780905600,2026-06-08,180,0,0.035,-3.316780039849572,-0.0015155609168742402,-0.5232548458907209,0.04,0.97,0.03,1.01,0.99,True,True
btc-updown-5m-1780905600,2026-06-08,120,0,0.0849999999999999,-2.376272808785206,0.0005988972864225395,0.6623568526043591,0.09,0.92,0.08,1.01,0.99,False,True
btc-updown-5m-1780905600,2026-06-08,240,0,0.275,-0.9694005571881034,-0.0005964090656943509,-0.12596748640221195,0.28,0.73,0.27,1.01,0.99,False,True
btc-updown-5m-1780905900,2026-06-08,180,1,0.875,1.9459101490553132,0.0008678081738516071,-0.3958617177054816,0.88,0.13,0.87,1.01,0.99,True,False
btc-updown-5m-1780905900,2026-06-08,120,1,0.555,0.22089383158019443,-0.0012322587211547227,0.5345831128581147,0.56,0.45,0.55,1.01,0.99,True,True
btc-updown-5m-1780905900,2026-06-08,240,1,0.625,0.5108256237659907,0.0003993179955322976,-0.9262046596425769,0.63,0.38,0.62,1.01,0.99,True,True
btc-updown-5m-1780906200,2026-06-08,180,0,0.205,-1.3553321355159238,0.00039147659287705244,0.6420661331790004,0.21,0.8,0.2,1.01,0.99,True,True
btc-updown-5m-1780906200,2026-06-08,120,0,0.075,-2.512305623976115,-0.00014104070632476971,0.6635400448106938,0.08,0.93,0.07,1.01,0.99,True,True
btc-updown-5m-1780906200,2026-06-08,240,0,0.195,-1.4178427188548164,-0.0016043728531452022,0.7428886034134703,0.2,0.81,0.19,1.01,0.99,True,True
btc-updown-5m-1780906500,2026-06-08,180,0,0.135,-1.85745472849345,-0.001598726429938054,0.889625688115569,0.14,0.87,0.13,1.01,0.99,False,True
btc-updown-5m-1780906500,2026-06-08,120,0,0.055,-2.843851742261272,-0.00036478522485114564,0.5318159622770768,0.06,0.95,0.05,1.01,0.99,True,True
btc-updown-5m-1780906500,2026-06-08,240,0,0.575,0.3022808718729335,0.0004782408429642855,-0.9889973868793839,0.58,0.43,0.57,1.01,0.99,False,True
btc-updown-5m-1780906800,2026-06-08,180,0,0.095,-2.2540580520993854,-0.0005872829602782299,0.5032303512126396,0.1,0.91,0.09,1.01,0.99,False,True
btc-updown-5m-1780906800,2026-06-08,120,0,0.015,-4.1845914400698785,-0.0005860394148195441,0.7721599674322935,0.02,0.99,0.01,1.01,0.99,True,True
btc-updown-5m-1780906800,2026-06-08,240,0,0.185,-1.4828322881625378,-0.0010657515746101758,-0.5035928671205466,0.19,0.82,0.18,1.01,0.99,False,True
btc-updown-5m-1780907100,2026-06-08,180,1,0.785,1.2950456896547458,4.7581397893757765e-06,0.7162129764836649,0.79,0.22,0.78,1.01,0.99,True,False
btc-updown-5m-1780907100,2026-06-08,120,1,0.425,-0.3022808718729335,-0.0004870337283833735,-0.4709504746135614,0.43,0.58,0.42,1.01,0.99,True,True
btc-updown-5m-1780907100,2026-06-08,240,1,0.685,0.7768461994365925,0.00044736625764349935,0.7524169292466342,0.69,0.32,0.68,1.01,0.99,True,True
btc-updown-5m-1780907400,2026-06-08,180,1,0.215,-1.2950456896547458,-0.0007377820069930639,-0.8889135747611642,0.22,0.79,0.21,1.01,0.99,True,True
btc-updown-5m-1780907400,2026-06-08,120,1,0.655,0.6410908186038923,0.0007377820069929748,0.6977938831321294,0.66,0.35,0.65,1.01,0.99,True,False
btc-updown-5m-1780907400,2026-06-08,240,1,0.555,0.22089383158019443,0.0,0.04535961230407358,0.56,0.45,0.55,1.01,0.99,True,True
btc-updown-5m-1780907700,2026-06-08,180,0,0.225,-1.2367626271489267,-5.230171114948799e-05,-0.5287489683384567,0.23,0.78,0.22,1.01,0.99,True,True
btc-updown-5m-1780907700,2026-06-08,120,0,0.325,-0.7308875085427924,0.00029950914004080745,0.7672508852929311,0.33,0.68,0.32,1.01,0.99,True,True
btc-updown-5m-1780907700,2026-06-08,240,0,0.265,-1.0201406732266145,-0.0008728761822591497,-0.7123287671232876,0.27,0.74,0.26,1.01,0.99,True,True
btc-updown-5m-1780908000,2026-06-08,180,1,0.305,-0.8236000689573807,-0.0001822935867031188,0.2077935498417053,0.31,0.7,0.3,1.01,0.99,True,True
btc-updown-5m-1780908000,2026-06-08,120,1,0.445,-0.22089383158019413,0.0005071693245918338,0.9551194478432864,0.45,0.56,0.44,1.01,0.99,True,True
btc-updown-5m-1780908000,2026-06-08,240,1,0.355,-0.5971325273203567,-0.0003613936519645334,0.6857101637452211,0.36,0.65,0.35,1.01,0.99,True,True
btc-updown-5m-1780908300,2026-06-08,180,0,0.155,-1.6959115104379272,-0.0008702993094706088,-0.8666198567616907,0.16,0.85,0.15,1.01,0.99,True,True
btc-updown-5m-1780908300,2026-06-08,120,0,0.045,-3.0550488507104103,-0.0004838270975685008,0.7380515243296341,0.05,0.96,0.04,1.01,0.99,True,True
btc-updown-5m-1780908300,2026-06-08,240,0,0.525,0.10008345855698263,-0.00012358765470138223,-0.03146619058245929,0.53,0.48,0.52,1.01,0.99,False,True
btc-updown-5m-1780908600,2026-06-08,180,0,0.195,-1.4178427188548164,-0.0007948110838454411,0.3316268624278573,0.2,0.81,0.19,1.01,0.99,True,True
btc-updown-5m-1780908600,2026-06-08,120,0,0.135,-1.85745472849345,0.0001380664196888859,-0.8789346246973365,0.14,0.87,0.13,1.01,0.99,True,True
btc-updown-5m-1780908600,2026-06-08,240,0,0.485,-0.06001800972625304,-0.00013002787689132592,-0.6882707030565133,0.49,0.52,0.48,1.01,0.99,False,True
btc-updown-5m-1780908900,2026-06-08,180,1,0.505,0.020000666706669435,0.0,-0.6590010891551268,0.51,0.5,0.5,1.01,0.99,True,True
btc-updown-5m-1780908900,2026-06-08,120,1,0.505,0.020000666706669435,0.000358494580419337,-0.5425311322159723,0.51,0.5,0.5,1.01,0.99,True,False
btc-updown-5m-1780908900,2026-06-08,240,1,0.375,-0.5108256237659907,-0.00026650380480871036,0.9052687382758339,0.38,0.63,0.37,1.01,0.99,True,True
btc-updown-5m-1780909200,2026-06-08,180,1,0.805,1.4178427188548168,0.0008207033158869232,-0.5816951711722176,0.81,0.2,0.8,1.01,0.99,True,False
btc-updown-5m-1780909200,2026-06-08,120,1,0.965,3.3167800398495713,0.0007567314629458436,0.21268703792485685,0.97,0.04,0.96,1.01,0.99,True,False
btc-updown-5m-1780909200,2026-06-08,240,1,0.535,0.1402293413086503,-7.132334122763927e-05,-0.857716757902172,0.54,0.47,0.53,1.01,0.99,True,False
btc-updown-5m-1780909500,2026-06-08,180,0,0.435,-0.2614797000577567,-0.0005535242237002028,0.7713125845737483,0.44,0.57,0.43,1.01,0.99,True,True
btc-updown-5m-1780909500,2026-06-08,120,0,0.165,-1.6214862509502748,-0.0006662167444655817,-0.6485395912386409,0.17,0.84,0.16,1.01,0.99,True,True
btc-updown-5m-1780909500,2026-06-08,240,0,0.715,0.919793362425357,0.0006547732251392052,0.9666635296085996,0.72,0.29,0.71,1.01,0.99,True,True
btc-updown-5m-1780909800,2026-06-08,180,1,0.935,2.666159259393051,0.000414512368529141,0.38187104912448233,0.94,0.07,0.93,1.01,0.99,True,False
btc-updown-5m-1780909800,2026-06-08,120,1,0.975,3.6635616461296454,0.00015342093118632087,-0.45554920997525217,0.98,0.03,0.97,1.01,0.99,True,False
btc-updown-5m-1780909800,2026-06-08,240,1,0.885,2.0406555166446796,0.0010607947138047311,0.5402686367345343,0.89,0.12,0.88,1.01,0.99,True,False
btc-updown-5m-1780910100,2026-06-08,180,1,0.975,3.6635616461296454,0.004270572387762963,0.8633478217360848,0.98,0.03,0.97,1.01,0.99,True,False
