timestamp_utc,kalshi_timestamp_utc,kalshi_ticker,kalshi_title,kalshi_event_ticker,kalshi_close_time,kalshi_status,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,kalshi_yes_mid,kalshi_last_price,kalshi_volume,kalshi_open_interest,kalshi_best_yes_bid_qty,kalshi_best_no_bid_qty,polymarket_timestamp_utc,polymarket_ticker,polymarket_title,polymarket_event_ticker,polymarket_close_time,polymarket_status,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,polymarket_yes_mid,polymarket_last_price,polymarket_volume,polymarket_open_interest,polymarket_best_yes_bid_qty,polymarket_best_no_bid_qty,source_timestamp_utc,kalshi_btc_source,kalshi_btc_price,kalshi_btc_target,kalshi_btc_60_sma,kalshi_btc_60_sma_sample_count,polymarket_btc_source,polymarket_btc_price,polymarket_btc_target,k_plus_np,nk_plus_p,polymarket_error
2026-05-17T11:00:06.265Z,2026-05-17T11:00:05.505Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.62,0.64,0.36,0.38,0.63,0.51,165.00,165.00,1010.0,545.45,2026-05-17T11:00:05.569Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.5,0.51,0.49,0.5,0.505,0.51,49.36,,1056.94,13.03,2026-05-17T11:00:05.569Z,BRTI,78412.27,,78416.462,60,Polymarket RTDS,78432.17099106555,78431.7115082606,1.1400000000000001,0.89,
2026-05-17T11:00:08.677Z,2026-05-17T11:00:07.498Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.62,0.63,0.37,0.38,0.625,0.51,165.00,165.00,821.78,5.8,2026-05-17T11:00:07.555Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.52,0.53,0.47,0.48,0.525,0.51,49.36,,98.35,126.12,2026-05-17T11:00:07.555Z,BRTI,78410.18,,78411.225,2,Polymarket RTDS,78434.77053910463,78431.7115082606,1.1099999999999999,0.91,
2026-05-17T11:00:09.972Z,2026-05-17T11:00:09.477Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.62,0.63,0.37,0.38,0.625,0.51,165.00,165.00,666.52,19.8,2026-05-17T11:00:09.529Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.52,0.53,0.47,0.48,0.525,0.51,49.36,,89.76,134.11,2026-05-17T11:00:09.529Z,BRTI,78411.61,,78411.35333333333,3,Polymarket RTDS,78434.490635,78431.7115082606,1.1099999999999999,0.91,
2026-05-17T11:00:12.182Z,2026-05-17T11:00:11.489Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.63,0.64,0.36,0.37,0.635,0.51,165.00,165.00,10.0,452.1,2026-05-17T11:00:11.552Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.52,0.53,0.47,0.48,0.525,0.51,49.36,,57.81,129.12,2026-05-17T11:00:11.552Z,BRTI,78429.39,,78415.8625,4,Polymarket RTDS,78434.69595,78431.7115082606,1.12,0.9,
2026-05-17T11:00:14.063Z,2026-05-17T11:00:13.504Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.64,0.65,0.35,0.36,0.645,0.51,165.00,165.00,137.35,238.41,2026-05-17T11:00:13.559Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.54,0.55,0.45,0.46,0.545,0.51,49.36,,24.8,10.0,2026-05-17T11:00:13.559Z,BRTI,78410.18,,78414.726,5,Polymarket RTDS,78435.11594001797,78431.7115082606,1.11,0.91,
2026-05-17T11:00:16.020Z,2026-05-17T11:00:15.490Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.64,0.65,0.35,0.36,0.645,0.51,165.00,165.00,121.56,70.74,2026-05-17T11:00:15.541Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.54,0.55,0.45,0.46,0.545,0.51,49.36,,142.22,35.25,2026-05-17T11:00:15.541Z,BRTI,78411.61,,78414.20666666667,6,Polymarket RTDS,78435.50929438499,78431.7115082606,1.11,0.91,
2026-05-17T11:00:18.031Z,2026-05-17T11:00:17.492Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.64,0.65,0.35,0.36,0.645,0.51,165.00,165.00,960.0,208.34,2026-05-17T11:00:17.550Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.54,0.55,0.45,0.46,0.545,0.51,49.36,,76.4,36.61,2026-05-17T11:00:17.550Z,BRTI,78412.5,,78413.96285714286,7,Polymarket RTDS,78436.25035,78431.7115082606,1.11,0.91,
2026-05-17T11:00:20.026Z,2026-05-17T11:00:19.493Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.64,0.65,0.35,0.36,0.645,0.51,165.00,165.00,1539.89,140.0,2026-05-17T11:00:19.567Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.54,0.56,0.45,0.46,0.55,0.51,49.36,,85.87,5.0,2026-05-17T11:00:19.567Z,BRTI,78429.39,,78415.89125,8,Polymarket RTDS,78436.31581020236,78431.7115082606,1.11,0.92,
2026-05-17T11:00:22.022Z,2026-05-17T11:00:21.489Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.64,0.65,0.35,0.36,0.645,0.51,165.00,165.00,1195.72,12.0,2026-05-17T11:00:21.539Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.57,0.58,0.42,0.43,0.575,0.51,49.36,,5.0,16.04,2026-05-17T11:00:21.539Z,BRTI,78449.28,,78419.60111111111,9,Polymarket RTDS,78436.54006666804,78431.7115082606,1.08,0.94,
2026-05-17T11:00:23.972Z,2026-05-17T11:00:23.480Z,KXBTC15M-26MAY170715-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170715,2026-05-17T11:15:00Z,active,0.64,0.66,0.34,0.36,0.65,0.51,165.00,165.00,1123.48,1849.5,2026-05-17T11:00:23.540Z,btc-updown-15m-1779015600,"Bitcoin Up or Down - May 17, 7:00AM-7:15AM ET",btc-updown-15m-1779015600,2026-05-17T11:15:00Z,,0.56,0.57,0.43,0.44,0.565,0.51,49.36,,44.72,12.0,2026-05-17T11:00:23.540Z,BRTI,78429.39,,78420.58,10,Polymarket RTDS,78439.38085162207,78431.7115082606,1.1,0.9299999999999999,
