timestamp_utc,kalshi_timestamp_utc,kalshi_ticker,kalshi_title,kalshi_event_ticker,kalshi_close_time,kalshi_status,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,kalshi_yes_mid,kalshi_last_price,kalshi_volume,kalshi_open_interest,kalshi_best_yes_bid_qty,kalshi_best_no_bid_qty,polymarket_timestamp_utc,polymarket_ticker,polymarket_title,polymarket_event_ticker,polymarket_close_time,polymarket_status,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,polymarket_yes_mid,polymarket_last_price,polymarket_volume,polymarket_open_interest,polymarket_best_yes_bid_qty,polymarket_best_no_bid_qty,source_timestamp_utc,kalshi_btc_source,kalshi_btc_price,kalshi_btc_target,kalshi_btc_60_sma,kalshi_btc_60_sma_sample_count,polymarket_btc_source,polymarket_btc_price,polymarket_btc_target,k_plus_np,nk_plus_p,polymarket_error
2026-05-17T17:00:06.439Z,2026-05-17T17:00:05.892Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.54,0.56,0.44,0.46,0.55,0.53,180.17,180.17,21.8,23.0,2026-05-17T17:00:05.954Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.59,0.6,0.4,0.41,0.595,,317.34826799999996,,168.98,123.38,2026-05-17T17:00:05.954Z,BRTI,78006.19,78008.4,78028.152,60,Polymarket RTDS,78012.16052175939,78001.95635266355,0.97,1.06,
2026-05-17T17:00:08.479Z,2026-05-17T17:00:07.895Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.56,0.57,0.43,0.44,0.565,0.53,180.17,180.17,155.0,325.76,2026-05-17T17:00:07.955Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.59,0.6,0.4,0.41,0.595,,317.34826799999996,,113.07,197.81,2026-05-17T17:00:07.955Z,BRTI,78009.61,78008.4,78007.9,2,Polymarket RTDS,78012.20438581337,78001.95635266355,0.98,1.04,
2026-05-17T17:00:10.875Z,2026-05-17T17:00:09.885Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.57,0.59,0.41,0.43,0.58,0.53,180.17,180.17,110.0,432.1,2026-05-17T17:00:09.931Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.59,0.6,0.4,0.41,0.595,,317.34826799999996,,34.98,192.22,2026-05-17T17:00:09.931Z,BRTI,78021.52,78008.4,78012.44,3,Polymarket RTDS,78012.68389412183,78001.95635266355,1.0,1.03,
2026-05-17T17:00:12.432Z,2026-05-17T17:00:11.891Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.57,0.58,0.42,0.43,0.575,0.53,180.17,180.17,37.0,122.16,2026-05-17T17:00:11.946Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.58,0.59,0.41,0.42,0.585,,317.34826799999996,,68.79,210.63,2026-05-17T17:00:11.946Z,BRTI,78004.61,78008.4,78010.4825,4,Polymarket RTDS,78010.88150893866,78001.95635266355,1.0,1.02,
2026-05-17T17:00:14.391Z,2026-05-17T17:00:13.896Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.58,0.59,0.41,0.42,0.585,0.53,180.17,180.17,12.0,377.86,2026-05-17T17:00:13.945Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.57,0.58,0.42,0.43,0.575,,317.34826799999996,,0.41,217.73,2026-05-17T17:00:13.946Z,BRTI,78004.61,78008.4,78009.308,5,Polymarket RTDS,78013.36474964564,78001.95635266355,1.02,1.0,
2026-05-17T17:00:16.496Z,2026-05-17T17:00:15.897Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.58,0.59,0.41,0.42,0.585,0.53,180.17,180.17,124.07,231.43,2026-05-17T17:00:15.963Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.56,0.57,0.43,0.44,0.565,,317.34826799999996,,86.43,69.27,2026-05-17T17:00:15.963Z,BRTI,78028.13,78008.4,78012.445,6,Polymarket RTDS,78013.12173963887,78001.95635266355,1.03,0.99,
2026-05-17T17:00:18.467Z,2026-05-17T17:00:17.894Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.57,0.58,0.42,0.43,0.575,0.53,180.17,180.17,1975.93,145.68,2026-05-17T17:00:17.941Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.55,0.56,0.44,0.45,0.555,,317.34826799999996,,57.8,72.97,2026-05-17T17:00:17.941Z,BRTI,78011.89,78008.4,78012.36571428573,7,Polymarket RTDS,78013.04701498593,78001.95635266355,1.03,0.99,
2026-05-17T17:00:20.637Z,2026-05-17T17:00:19.888Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.58,0.59,0.41,0.42,0.585,0.53,180.17,180.17,15.0,532.6,2026-05-17T17:00:19.939Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.57,0.58,0.42,0.43,0.575,,317.34826799999996,,19.48,260.95,2026-05-17T17:00:19.939Z,BRTI,78009.61,78008.4,78012.02125,8,Polymarket RTDS,78012.04499546907,78001.95635266355,1.02,1.0,
2026-05-17T17:00:22.827Z,2026-05-17T17:00:21.887Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.59,0.6,0.4,0.41,0.595,0.53,180.17,180.17,25.0,1092.84,2026-05-17T17:00:21.942Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.57,0.58,0.42,0.43,0.575,,317.34826799999996,,12.82,95.46,2026-05-17T17:00:21.942Z,BRTI,78021.52,78008.4,78013.07666666668,9,Polymarket RTDS,78013.26874908096,78001.95635266355,1.03,0.99,
2026-05-17T17:00:24.466Z,2026-05-17T17:00:23.882Z,KXBTC15M-26MAY171315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY171315,2026-05-17T17:15:00Z,active,0.58,0.6,0.4,0.42,0.59,0.53,180.17,180.17,2121.12,129.52,2026-05-17T17:00:23.931Z,btc-updown-15m-1779037200,"Bitcoin Up or Down - May 17, 1:00PM-1:15PM ET",btc-updown-15m-1779037200,2026-05-17T17:15:00Z,,0.57,0.58,0.42,0.43,0.575,,317.34826799999996,,94.05,69.04,2026-05-17T17:00:23.931Z,BRTI,78019.6,78008.4,78013.729,10,Polymarket RTDS,78013.26857158016,78001.95635266355,1.03,1.0,
