config,changed,trades,ev_avail,ev_trig,win_rate,win_capped,trim10,true_ev_ci_lo,GATE
baseline,(baseline),940,0.013558044126167568,0.025385274108569063,0.6510638297872341,-0.03326912680566272,-0.04158640850707841,-0.016961500086312628,False
core,"min_child_samples=50,lambda_l2=20,huber_alpha=0.5",1251,0.024144383571988465,0.03396811757529952,0.7018385291766587,0.02078376132435783,0.031724999204882136,-0.013080732893937455,False
l2_huber,"lambda_l2=20,huber_alpha=0.5",1245,0.025464333705080774,0.03599777294854792,0.6947791164658634,0.013741201681886509,0.022415220947024493,-0.004208983736672125,False
mc_huber,"min_child_samples=50,huber_alpha=0.5",1258,0.01703064517501448,0.02382665779652264,0.6955484896661367,0.010046038221026286,0.0188656076306985,-0.032075012159917815,False
l2_mc,"min_child_samples=50,lambda_l2=20",924,0.018110786198081107,0.034496735615392585,0.6655844155844156,-0.00995129615426904,-0.012266689983406853,-0.024952433161593734,False
reg_extreme,"min_child_samples=80,lambda_l2=40",890,0.012925317763006277,0.02556017894706859,0.6808988764044944,0.0053189382714642075,0.007739645096859037,-0.033536640778018434,False
core_d0.7,"min_child_samples=50,lambda_l2=20,huber_alpha=0.7",1045,0.020148107863842416,0.03393365534962933,0.69377990430622,0.013659126436846858,0.020947309163241775,-0.010366489091603696,False
core_fine,"min_child_samples=50,lambda_l2=20,learning_rate=0.03,n_rounds=500,huber_alpha=0.5",1249,0.022739460442229763,0.032042794538290134,0.699759807846277,0.018976568256104547,0.029323753680614288,-0.014003979434354333,False
