label,t_seconds,t_minutes,band_low,band_high,band_center,band_width,n_contracts,n_traded,trade_rate,total_net_pnl_after_fee,ev_per_available_contract_after_fee,ev_per_traded_contract_after_fee,se_ev_all,ci95_low_ev_all,ci95_high_ev_all,success_rate_traded,avg_mid_p_traded,avg_cost_traded,avg_fee_traded,local_mean_ev_all,local_std_ev_all,local_min_ev_all,local_positive_fraction,stability_score,bootstrap_raw_winner_frequency,bootstrap_prob_ev_positive,bootstrap_mean_ev_all
"T=180s [0.60,0.85)",180,3.0,0.6,0.85,0.725,0.25,186,26,0.13978494623655913,1.6808469999999998,0.009036811827956988,0.06464796153846153,0.01146277618937725,-0.013430229503222419,0.0315038531591364,0.8076923076923077,0.724423076923077,0.7296153846153844,0.013428961538461539,-0.006601713164874553,0.009984651420106065,-0.029481021505376338,0.2,-0.023414880923328482,0.0,0.786,0.008980471096774198
"T=180s [0.60,0.90)",180,3.0,0.6,0.9,0.75,0.30000000000000004,186,35,0.1881720430107527,-0.27238724999999997,-0.001464447580645161,-0.007782492857142856,0.01422722742984401,-0.02934981334313942,0.026420918181849096,0.7714285714285715,0.7620714285714286,0.7672857142857142,0.011925350000000001,-0.00961644723655914,0.009124796264355224,-0.029481021505376338,0.08888888888888889,-0.038474609607494645,0.0,0.467,-0.001682434534946239
"T=180s [0.60,0.95)",180,3.0,0.6,0.95,0.7749999999999999,0.35,186,64,0.34408602150537637,-1.3327728300000004,-0.007165445322580647,-0.020824575468750016,0.01673431049538487,-0.039964693893535,0.0256338032483737,0.828125,0.8365624999999999,0.8403281250000001,0.008621450468750002,-0.011298084057347668,0.007366974007355432,-0.02570490709677418,0.022222222222222223,-0.04733166790089043,0.0,0.333,-0.007383251834677438
"T=180s [0.60,1.00)",180,3.0,0.6,1.0,0.8,0.4,186,170,0.9139784946236559,-1.1589096499999998,-0.0062306970430107515,-0.006817115588235294,0.01754102039907464,-0.04061109702519704,0.028149702939175538,0.9294117647058824,0.9302617647058825,0.9324764705882354,0.0037524097058823534,-0.01218352139247312,0.006417737396217443,-0.02570490709677418,0.0,-0.04702883442141448,0.0,0.365,-0.00655511163973119
"T=180s [0.65,0.70)",180,3.0,0.65,0.7,0.675,0.04999999999999993,186,5,0.026881720430107527,0.4751490000000001,0.002554564516129033,0.09502980000000003,0.004952945155611318,-0.0071532079888691515,0.012262337021127216,0.8,0.6850000000000002,0.6900000000000001,0.0149702,0.0010168204301075272,0.007304803983722973,-0.014136618279569893,0.6,-0.014458011972592125,0.0,0.704,0.0025540835000000036
"T=180s [0.65,0.75)",180,3.0,0.65,0.75,0.7,0.09999999999999998,186,11,0.05913978494623656,1.0705050000000003,0.005755403225806453,0.09731863636363638,0.007054778871972203,-0.008071963363259065,0.01958276981487197,0.8181818181818182,0.7013636363636363,0.7063636363636363,0.014499545454545458,0.0008360681451612905,0.006792682637264744,-0.014136618279569893,0.55,-0.014864646000523809,0.0,0.796,0.005737152344086021
"T=180s [0.65,0.80)",180,3.0,0.65,0.8,0.7250000000000001,0.15000000000000002,186,14,0.07526881720430108,0.7041120000000002,0.0037855483870967753,0.050293714285714296,0.008344279283148985,-0.012569239007875235,0.020140335782068784,0.7857142857142857,0.7164285714285715,0.7214285714285714,0.013992000000000004,-0.0009724175627240141,0.008774564708327227,-0.02627106451612903,0.4666666666666667,-0.02134380371620246,0.0,0.699,0.003837393860215055
"T=180s [0.65,0.85)",180,3.0,0.65,0.85,0.75,0.19999999999999996,186,21,0.11290322580645161,-0.136749,-0.0007352096774193549,-0.006511857142857133,0.010611765954379446,-0.021534270948003066,0.02006385159316436,0.7619047619047619,0.7504761904761905,0.7557142857142857,0.012702333333333336,-0.004763530369175627,0.009382444647515354,-0.02627106451612903,0.24444444444444444,-0.03091671559551842,0.0,0.511,-0.0006498303817204295
"T=180s [0.65,0.90)",180,3.0,0.65,0.9,0.775,0.25,186,30,0.16129032258064516,-2.0899832500000004,-0.011236469086021508,-0.06966610833333335,0.013509957420353753,-0.037715985629914864,0.015243047457871847,0.7333333333333333,0.7865833333333333,0.7918333333333334,0.011166108333333336,-0.0077782644408602155,0.009061711706096638,-0.02627106451612903,0.13333333333333333,-0.0467776973360115,0.0,0.205,-0.01131273601344087
"T=180s [0.65,0.95)",180,3.0,0.65,0.95,0.8,0.29999999999999993,186,59,0.3172043010752688,-3.1503688299999997,-0.016937466827956986,-0.053396081864406794,0.016110239715739966,-0.048513536670807315,0.014638603014893344,0.8135593220338984,0.8553389830508474,0.8590000000000001,0.007955403898305086,-0.009459901261648744,0.0074631954639311675,-0.022494950107526876,0.06666666666666667,-0.055976732134738486,0.0,0.146,-0.017013553313172062
"T=180s [0.65,1.00)",180,3.0,0.65,1.0,0.825,0.35,186,165,0.8870967741935484,-2.976505649999999,-0.016002718548387092,-0.01803942818181818,0.016949596533268857,-0.04922392775359405,0.017218490656819865,0.9272727272727272,0.9398151515151515,0.9419454545454545,0.0033667009090909096,-0.010345338596774192,0.00616925083268589,-0.022494950107526876,0.03333333333333333,-0.05539317858627994,0.0,0.173,-0.016185413118225807
"T=180s [0.70,0.75)",180,3.0,0.7,0.75,0.725,0.050000000000000044,186,6,0.03225806451612903,0.5953560000000002,0.0032008387096774207,0.09922600000000002,0.005032557650370809,-0.006662974285049366,0.013064651704404207,0.8333333333333334,0.7149999999999999,0.7200000000000001,0.014107333333333335,0.0009519363799283154,0.005388006496188587,-0.01362587634408602,0.6333333333333333,-0.012050980781237952,0.0,0.77,0.0031830688440860184
"T=180s [0.70,0.80)",180,3.0,0.7,0.8,0.75,0.10000000000000009,186,9,0.04838709677419355,0.22896300000000017,0.0012309838709677428,0.02544033333333335,0.0067178364832743125,-0.01193597563624991,0.014397943378185394,0.7777777777777778,0.7338888888888888,0.7388888888888889,0.013448555555555556,-0.0017413947580645155,0.008600783171699076,-0.02597412903225806,0.475,-0.020536758807948988,0.0,0.606,0.0012833103602150537
"T=180s [0.70,0.85)",180,3.0,0.7,0.85,0.7749999999999999,0.15000000000000002,186,16,0.08602150537634409,-0.6118979999999999,-0.0032897741935483866,-0.038243625,0.009380141659168973,-0.021674851845519573,0.015095303458422799,0.75,0.7709374999999999,0.77625,0.011993625,-0.0053390192580645155,0.009450448291304347,-0.02597412903225806,0.26666666666666666,-0.031125300136823922,0.0,0.406,-0.0032039138817204315
"T=180s [0.70,0.90)",180,3.0,0.7,0.9,0.8,0.20000000000000007,186,25,0.13440860215053763,-2.5651322499999996,-0.013791033602150535,-0.10260529,0.012554139476707296,-0.038397146976496835,0.010815079772195764,0.72,0.8069000000000002,0.8122,0.010405290000000001,-0.008353753329749103,0.00957475983374113,-0.02597412903225806,0.15555555555555556,-0.04797190681023797,0.0,0.125,-0.01386681951344087
"T=180s [0.70,0.95)",180,3.0,0.7,0.95,0.825,0.25,186,54,0.2903225806451613,-3.6255178300000006,-0.019492031344086024,-0.06713921907407408,0.015312408309501176,-0.04950435163070833,0.01052028894253628,0.8148148148148148,0.871111111111111,0.8746481481481482,0.007305885740740741,-0.010035390150537633,0.008247990385080261,-0.022692870053763442,0.08888888888888889,-0.05775234201578859,0.0,0.091,-0.019567636813172043
"T=180s [0.70,1.00)",180,3.0,0.7,1.0,0.85,0.30000000000000004,186,160,0.8602150537634409,-3.4516546499999996,-0.018557283064516126,-0.021572841562499993,0.016193969928384816,-0.05029746412415037,0.013182897995118115,0.93125,0.9477781249999999,0.94981875,0.0030040915625000005,-0.010920827485663078,0.006982278491579068,-0.022692870053763442,0.03333333333333333,-0.05727974261572944,0.0,0.124,-0.018739496618225843
"T=180s [0.75,0.80)",180,3.0,0.75,0.8,0.775,0.050000000000000044,186,3,0.016129032258064516,-0.3663930000000001,-0.0019698548387096777,-0.12213100000000003,0.004442355942652178,-0.010676872486307947,0.006737162808888591,0.6666666666666666,0.7716666666666666,0.7766666666666667,0.012131000000000001,-0.0033435417562724004,0.00883356218639326,-0.02597412903225806,0.36666666666666664,-0.019510434672701207,0.0,0.383,-0.0018997584838709712
"T=180s [0.75,0.85)",180,3.0,0.75,0.85,0.8,0.09999999999999998,186,10,0.053763440860215055,-1.207254,-0.006490612903225806,-0.12072540000000002,0.007901634139117823,-0.021977815815896737,0.008996590009445126,0.7,0.8045,0.8099999999999999,0.010725400000000001,-0.00619503981048387,0.009537931907906298,-0.02597412903225806,0.225,-0.031515747723803035,0.0,0.24,-0.006386982725806458
"T=180s [0.75,0.90)",180,3.0,0.75,0.9,0.825,0.15000000000000002,186,19,0.10215053763440861,-3.16048825,-0.016991872311827957,-0.16634148684210529,0.011475704792941514,-0.03948425370599333,0.005500509082337412,0.6842105263157895,0.8359210526315789,0.8413157894736841,0.009236223684210529,-0.008521436125448027,0.009543382246328856,-0.02597412903225806,0.15555555555555556,-0.049027635952322186,0.0,0.053,-0.017049888357526875
"T=180s [0.75,0.95)",180,3.0,0.75,0.95,0.85,0.19999999999999996,186,48,0.25806451612903225,-4.22087383,-0.022692870053763442,-0.08793487145833334,0.014434609635651284,-0.050984704939639955,0.005598964832113074,0.8125,0.890625,0.8939791666666667,0.006455704791666667,-0.010203072946236557,0.008413877893394449,-0.022692870053763442,0.08888888888888889,-0.059398582833034404,0.0,0.039,-0.022750705657258067
"T=180s [0.75,1.00)",180,3.0,0.75,1.0,0.875,0.25,186,154,0.8279569892473119,-4.047010649999999,-0.02175812177419354,-0.02627928993506493,0.015367664586769629,-0.051878744364262014,0.008362500815874932,0.935064935064935,0.9568474025974028,0.9587727272727273,0.0025714977272727276,-0.011088510281362004,0.007196555653179708,-0.022692870053763442,0.03333333333333333,-0.05907530001744172,0.0,0.07,-0.02192256546231185
"T=180s [0.80,0.85)",180,3.0,0.8,0.85,0.825,0.04999999999999993,186,7,0.03763440860215054,-0.8408610000000003,-0.004520758064516131,-0.12012300000000002,0.006541985064281925,-0.017343048790508703,0.008301532661476443,0.7142857142857143,0.8185714285714284,0.8242857142857145,0.010123000000000002,-0.006474718134408602,0.009175308504852668,-0.02597412903225806,0.23333333333333334,-0.026518357295361374,0.0,0.266,-0.004487224241935485
"T=180s [0.80,0.90)",180,3.0,0.8,0.9,0.8500000000000001,0.09999999999999998,186,16,0.08602150537634409,-2.79409525,-0.01502201747311828,-0.17463095312500002,0.010596092627541197,-0.03579035902309903,0.005746324076862468,0.6875,0.8479687499999999,0.8534375,0.008693453125,-0.007656577737903225,0.009262439655389828,-0.02597412903225806,0.2,-0.04505279867848886,0.0,0.059,-0.015150129873655913
"T=180s [0.80,0.95)",180,3.0,0.8,0.95,0.875,0.1499999999999999,186,45,0.24193548387096775,-3.8544808300000004,-0.020723015215053767,-0.08565512955555557,0.013750081480030957,-0.04767317491591444,0.006227144485806909,0.8222222222222222,0.8985555555555554,0.9018,0.00607735177777778,-0.00848748369892473,0.008890115496053758,-0.022692870053763442,0.17777777777777778,-0.0565632904119682,0.0,0.049,-0.020850947173387098
"T=180s [0.80,1.00)",180,3.0,0.8,1.0,0.9,0.19999999999999996,186,151,0.8118279569892473,-3.680617649999999,-0.019788266935483866,-0.024374951324503312,0.014725895357505757,-0.04865102183619515,0.009074487965227418,0.9403973509933775,0.9605264900662254,0.9623907284768214,0.0023815738410596027,-0.009372921034050177,0.008458362370790945,-0.022692870053763442,0.13333333333333333,-0.057109384206986094,0.0,0.068,-0.020022806978440888
"T=180s [0.85,0.90)",180,3.0,0.85,0.9,0.875,0.050000000000000044,186,9,0.04838709677419355,-1.95323425,-0.010501259408602151,-0.21702602777777777,0.008366172307151296,-0.02689895713061869,0.0058964383134143886,0.6666666666666666,0.8708333333333333,0.8761111111111111,0.0075815833333333325,-0.004859450700716847,0.007539874424296813,-0.020723015215053767,0.26666666666666666,-0.034438831554915506,0.0,0.079,-0.01066290563172043
"T=180s [0.85,0.95)",180,3.0,0.85,0.95,0.8999999999999999,0.09999999999999998,186,38,0.20430107526881722,-3.01361983,-0.016202257150537636,-0.07930578500000002,0.012126789600491912,-0.03997076476750178,0.007566250466426512,0.8421052631578947,0.9132894736842104,0.9160789473684211,0.005332100789473684,-0.0052834172540322565,0.008019232323216963,-0.020723015215053767,0.25,-0.047989997090718745,0.0,0.075,-0.0163637229314516
