label,t_seconds,t_minutes,band_low,band_high,band_center,band_width,n_contracts,n_traded,trade_rate,total_net_pnl_after_fee,ev_per_available_contract_after_fee,ev_per_traded_contract_after_fee,se_ev_all,ci95_low_ev_all,ci95_high_ev_all,success_rate_traded,avg_mid_p_traded,avg_cost_traded,avg_fee_traded,local_mean_ev_all,local_std_ev_all,local_min_ev_all,local_positive_fraction,stability_score,bootstrap_raw_winner_frequency,bootstrap_prob_ev_positive,bootstrap_mean_ev_all
"T=0s [0.80,0.85)",0,0.0,0.8,0.85,0.825,0.04999999999999993,186,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,-0.00025640805256869805,0.003074074515431472,-0.007015944731182797,0.2777777777777778,-0.003074074515431472,0.0,0.0,0.0
"T=0s [0.80,0.90)",0,0.0,0.8,0.9,0.8500000000000001,0.09999999999999998,186,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,-0.0004212915255376348,0.0029449478884003284,-0.007015944731182797,0.4166666666666667,-0.0029449478884003284,0.0,0.0,0.0
"T=0s [0.80,0.95)",0,0.0,0.8,0.95,0.875,0.1499999999999999,186,1,0.005376344086021506,0.07296587999999996,0.0003922896774193546,0.07296587999999996,0.0003922896774193546,-0.00037659809032258043,0.0011611774451612896,1.0,0.9155,0.922,0.005034119999999999,-0.009745661774193549,0.014733349289760302,-0.04216801666666667,0.2962962962962963,-0.015109947380082882,0.0,0.62,0.0003891513599999995
"T=0s [0.80,1.00)",0,0.0,0.8,1.0,0.9,0.19999999999999996,186,21,0.11290322580645161,-7.8432511,-0.04216801666666667,-0.37348814761904764,0.014815248929989516,-0.07120590456944612,-0.013130128763887219,0.6190476190476191,0.9905714285714285,0.9919999999999999,0.0005357666666666669,-0.01450827935185185,0.01587639489549179,-0.04216801666666667,0.2777777777777778,-0.08708229946493791,0.0,0.0,-0.042262062598387065
"T=0s [0.85,0.90)",0,0.0,0.85,0.9,0.875,0.050000000000000044,186,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,-0.00024821264336917596,0.002378988208090346,-0.00382441247311828,0.4444444444444444,-0.002378988208090346,0.0,0.0,0.0
"T=0s [0.85,0.95)",0,0.0,0.85,0.95,0.8999999999999999,0.09999999999999998,186,1,0.005376344086021506,0.07296587999999996,0.0003922896774193546,0.07296587999999996,0.0003922896774193546,-0.00037659809032258043,0.0011611774451612896,1.0,0.9155,0.922,0.005034119999999999,-0.010693405974462366,0.01528520217780852,-0.04216801666666667,0.2916666666666667,-0.0156618002681311,0.0,0.62,0.0003891513599999995
"T=0s [0.85,1.00)",0,0.0,0.85,1.0,0.925,0.15000000000000002,186,21,0.11290322580645161,-7.8432511,-0.04216801666666667,-0.37348814761904764,0.014815248929989516,-0.07120590456944612,-0.013130128763887219,0.6190476190476191,0.9905714285714285,0.9919999999999999,0.0005357666666666669,-0.01426786733273596,0.01607351170643136,-0.04216801666666667,0.2777777777777778,-0.08727941627587747,0.0,0.0,-0.042262062598387065
"T=0s [0.90,0.95)",0,0.0,0.9,0.95,0.925,0.04999999999999993,186,1,0.005376344086021506,0.07296587999999996,0.0003922896774193546,0.07296587999999996,0.0003922896774193546,-0.00037659809032258043,0.0011611774451612896,1.0,0.9155,0.922,0.005034119999999999,-0.014180906633811231,0.016175912092807786,-0.04256030634408602,0.2222222222222222,-0.016552510183130368,0.0,0.62,0.0003891513599999995
"T=0s [0.90,1.00)",0,0.0,0.9,1.0,0.95,0.09999999999999998,186,21,0.11290322580645161,-7.8432511,-0.04216801666666667,-0.37348814761904764,0.014815248929989516,-0.07120590456944612,-0.013130128763887219,0.6190476190476191,0.9905714285714285,0.9919999999999999,0.0005357666666666669,-0.016960557594982082,0.016321753980155066,-0.04256030634408602,0.2,-0.08752765854960118,0.0,0.0,-0.042262062598387065
"T=0s [0.95,1.00)",0,0.0,0.95,1.0,0.975,0.050000000000000044,186,20,0.10752688172043011,-7.91621698,-0.04256030634408602,-0.395810849,0.014803959359105317,-0.07157606668793244,-0.013544546000239601,0.6,0.9943250000000001,0.9955,0.0003108490000000003,-0.018553926284348866,0.01675525754209602,-0.04256030634408602,0.2222222222222222,-0.08833132423002846,0.0,0.0,-0.042651213958387064
"T=30s [0.50,0.55)",30,0.5,0.5,0.55,0.525,0.050000000000000044,186,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,-0.0015609668458781362,0.0033428649386758108,-0.008775903225806453,0.08333333333333333,-0.0033428649386758108,0.0,0.0,0.0
"T=30s [0.50,0.60)",30,0.5,0.5,0.6,0.55,0.09999999999999998,186,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,-0.0010695540322580646,0.003479000114656292,-0.008775903225806453,0.1,-0.003479000114656292,0.0,0.0,0.0
"T=30s [0.50,0.65)",30,0.5,0.5,0.65,0.575,0.15000000000000002,186,1,0.005376344086021506,-0.636492,-0.0034219999999999997,-0.636492,0.003422,-0.01012912,0.0032851200000000007,0.0,0.61,0.62,0.016492,-0.0010308676075268819,0.0039599894780487106,-0.009277720430107527,0.125,-0.01408910947804871,0.0,0.0,-0.0034870180000000253
"T=30s [0.50,0.70)",30,0.5,0.5,0.7,0.6,0.19999999999999996,186,1,0.005376344086021506,-0.636492,-0.0034219999999999997,-0.636492,0.003422,-0.01012912,0.0032851200000000007,0.0,0.61,0.62,0.016492,-0.0028959970878136196,0.005405215872303763,-0.011899118279569893,0.125,-0.015534335872303764,0.0,0.0,-0.0034870180000000253
"T=30s [0.50,0.75)",30,0.5,0.5,0.75,0.625,0.25,186,3,0.016129032258064516,-2.1143729999999996,-0.011367596774193547,-0.7047909999999998,0.006544007350153236,-0.02419385118049389,0.001458657632106796,0.0,0.6816666666666666,0.6900000000000001,0.014791,-0.00545734655017921,0.0063164274588997735,-0.014832107526881721,0.125,-0.030510278639393665,0.0,0.0,-0.01159837883870971
"T=30s [0.50,0.80)",30,0.5,0.5,0.8,0.65,0.30000000000000004,186,5,0.026881720430107527,-2.707998,-0.014559129032258065,-0.5415996,0.007893556989298205,-0.030030500731282547,0.000912242666766417,0.2,0.72,0.7280000000000001,0.0135996,-0.007071366711469534,0.0062315854605367715,-0.014832107526881721,0.125,-0.036262086191819316,0.0,0.012,-0.014675597661290337
"T=30s [0.50,0.85)",30,0.5,0.5,0.85,0.675,0.35,186,5,0.026881720430107527,-2.707998,-0.014559129032258065,-0.5415996,0.007893556989298205,-0.030030500731282547,0.000912242666766417,0.2,0.72,0.7280000000000001,0.0135996,-0.00742188361111111,0.007373042799179117,-0.018383541505376345,0.125,-0.037403543530461665,0.0,0.012,-0.014675597661290337
"T=30s [0.50,0.90)",30,0.5,0.5,0.9,0.7,0.4,186,8,0.043010752688172046,-3.41933872,-0.018383541505376345,-0.42741734,0.009246766568326967,-0.0365072039792972,-0.0002598790314554886,0.375,0.783875,0.7915000000000001,0.010917340000000001,-0.007463085094086022,0.007670865184110926,-0.018383541505376345,0.20833333333333334,-0.04417806916340813,0.0,0.01,-0.018422276533548422
"T=30s [0.50,0.95)",30,0.5,0.5,0.95,0.725,0.44999999999999996,186,11,0.05913978494623656,-3.20511285,-0.017231789516129033,-0.29137389545454545,0.009283363036913607,-0.0354271810684797,0.0009636020362216377,0.5454545454545454,0.8209545454545455,0.8275454545454547,0.009282986363636364,-0.01522131966845878,0.01361123234637891,-0.04216801666666667,0.16666666666666666,-0.049038413414858616,0.0,0.019,-0.017274557293548383
"T=30s [0.50,1.00)",30,0.5,0.5,1.0,0.75,0.5,186,46,0.24731182795698925,-5.97226103,-0.032108930268817205,-0.12983176152173914,0.012930345189204656,-0.057452406839658327,-0.006765453697976081,0.8260869565217391,0.950195652173913,0.9533260869565219,0.002592631086956522,-0.019063527741935482,0.014079941590040662,-0.04216801666666667,0.1875,-0.071532348429699,0.0,0.0,-0.03227077669311832
"T=30s [0.55,0.60)",30,0.5,0.55,0.6,0.575,0.04999999999999993,186,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,-0.0007983734318996416,0.0034093964450974176,-0.008775903225806453,0.16666666666666666,-0.0034093964450974176,0.0,0.0,0.0
"T=30s [0.55,0.65)",30,0.5,0.55,0.65,0.6000000000000001,0.09999999999999998,186,1,0.005376344086021506,-0.636492,-0.0034219999999999997,-0.636492,0.003422,-0.01012912,0.0032851200000000007,0.0,0.61,0.62,0.016492,-0.0008259894153225806,0.0037661342635407122,-0.009277720430107527,0.1875,-0.013895254263540713,0.0,0.0,-0.0034870180000000253
"T=30s [0.55,0.70)",30,0.5,0.55,0.7,0.625,0.1499999999999999,186,1,0.005376344086021506,-0.636492,-0.0034219999999999997,-0.636492,0.003422,-0.01012912,0.0032851200000000007,0.0,0.61,0.62,0.016492,-0.00259934229390681,0.005069703587688187,-0.011899118279569893,0.16666666666666666,-0.015198823587688187,0.0,0.0,-0.0034870180000000253
