contract_id,file,t_seconds,timestamp_utc,close_time,remaining_seconds,yes_mid,selected_side,selected_label,selected_mid,selected_ask,selected_ask_qty,entry_spot,entry_target,entry_delta,spot_agrees,actual_label,actual_side,success,fee,net_pnl,final_price,final_target
KXBTC15M-26JUN031330-30,cli_predictor_polymarket_KXBTC15M-26JUN031330-30.csv,630,2026-06-03T17:19:31.528Z,2026-06-03T17:30:00+00:00,628.472,0.85,YES,1,0.85,0.86,2527.8,65710.85,65645.03,65.82000000000698,True,1,YES,True,0.008428000000000001,0.13157200000000002,65851.66,65645.03
KXBTC15M-26JUN031345-45,cli_predictor_polymarket_KXBTC15M-26JUN031345-45.csv,600,2026-06-03T17:34:57.773Z,2026-06-03T17:45:00+00:00,602.227,0.885,YES,1,0.885,0.89,428.17,66011.6,65854.77,156.83000000000175,True,1,YES,True,0.006853,0.10314699999999999,66016.54,65854.77
KXBTC15M-26JUN031345-45,cli_predictor_polymarket_KXBTC15M-26JUN031345-45.csv,630,2026-06-03T17:34:30.734Z,2026-06-03T17:45:00+00:00,629.266,0.825,YES,1,0.825,0.83,315.0,65981.09,65854.77,126.31999999999243,True,1,YES,True,0.009877000000000004,0.16012300000000004,66016.54,65854.77
KXBTC15M-26JUN031400-00,cli_predictor_polymarket_KXBTC15M-26JUN031400-00.csv,600,2026-06-03T17:50:00.341Z,2026-06-03T18:00:00+00:00,599.659,0.105,NO,0,0.895,0.9,2136.69,65965.45,66026.14,-60.69000000000233,True,0,NO,True,0.0063,0.09369999999999998,65882.21,66026.14
KXBTC15M-26JUN031400-00,cli_predictor_polymarket_KXBTC15M-26JUN031400-00.csv,630,2026-06-03T17:49:31.054Z,2026-06-03T18:00:00+00:00,628.946,0.1149999999999999,NO,0,0.8850000000000001,0.89,3085.0,65904.35,66026.14,-121.7899999999936,True,0,NO,True,0.006853,0.10314699999999999,65882.21,66026.14
KXBTC15M-26JUN031415-15,cli_predictor_polymarket_KXBTC15M-26JUN031415-15.csv,600,2026-06-03T18:04:58.980Z,2026-06-03T18:15:00+00:00,601.02,0.615,YES,1,0.615,0.62,1620.21,65944.94,65884.97,59.970000000001164,True,1,YES,True,0.016492,0.363508,65886.12,65884.97
KXBTC15M-26JUN031415-15,cli_predictor_polymarket_KXBTC15M-26JUN031415-15.csv,630,2026-06-03T18:04:29.457Z,2026-06-03T18:15:00+00:00,630.543,0.765,YES,1,0.765,0.77,225.0,65969.75,65884.97,84.77999999999884,True,1,YES,True,0.012397,0.217603,65886.12,65884.97
KXBTC15M-26JUN031430-30,cli_predictor_polymarket_KXBTC15M-26JUN031430-30.csv,600,2026-06-03T18:19:59.456Z,2026-06-03T18:30:00+00:00,600.544,0.165,NO,0,0.835,0.84,1023.42,65731.59,65882.78,-151.19000000000233,True,0,NO,True,0.009408000000000003,0.15059200000000003,65800.39,65882.78
KXBTC15M-26JUN031430-30,cli_predictor_polymarket_KXBTC15M-26JUN031430-30.csv,630,2026-06-03T18:19:28.415Z,2026-06-03T18:30:00+00:00,631.585,0.175,NO,0,0.825,0.83,134.0,65677.31,65882.78,-205.47000000000116,True,0,NO,True,0.009877000000000004,0.16012300000000004,65800.39,65882.78
KXBTC15M-26JUN031445-45,cli_predictor_polymarket_KXBTC15M-26JUN031445-45.csv,600,2026-06-03T18:35:01.136Z,2026-06-03T18:45:00+00:00,598.864,0.425,NO,0,0.575,0.58,253.33,65869.57,65808.65,60.920000000012806,False,1,YES,False,0.017052000000000005,-0.5970519999999999,65964.6,65808.65
KXBTC15M-26JUN031445-45,cli_predictor_polymarket_KXBTC15M-26JUN031445-45.csv,630,2026-06-03T18:34:28.250Z,2026-06-03T18:45:00+00:00,631.75,0.425,NO,0,0.575,0.58,1958.76,65871.9,65808.65,63.25,False,1,YES,False,0.017052000000000005,-0.5970519999999999,65964.6,65808.65
KXBTC15M-26JUN031500-00,cli_predictor_polymarket_KXBTC15M-26JUN031500-00.csv,600,2026-06-03T18:49:58.580Z,2026-06-03T19:00:00+00:00,601.42,0.535,YES,1,0.535,0.54,42.3,66012.49,65960.97,51.520000000004075,True,1,YES,True,0.017388,0.44261199999999995,65966.08,65960.97
KXBTC15M-26JUN031500-00,cli_predictor_polymarket_KXBTC15M-26JUN031500-00.csv,630,2026-06-03T18:49:31.695Z,2026-06-03T19:00:00+00:00,628.305,0.495,NO,0,0.505,0.51,209.84,65963.66,65960.97,2.6900000000023283,False,1,YES,False,0.017493,-0.527493,65966.08,65960.97
KXBTC15M-26JUN031515-15,cli_predictor_polymarket_KXBTC15M-26JUN031515-15.csv,600,2026-06-03T19:05:02.352Z,2026-06-03T19:15:00+00:00,597.648,0.4649999999999999,NO,0,0.5350000000000001,0.54,310.4,65922.62,65957.33,-34.7100000000064,True,0,NO,True,0.017388,0.44261199999999995,65870.87,65957.33
KXBTC15M-26JUN031515-15,cli_predictor_polymarket_KXBTC15M-26JUN031515-15.csv,630,2026-06-03T19:04:32.098Z,2026-06-03T19:15:00+00:00,627.902,0.445,NO,0,0.5549999999999999,0.56,2323.81,65957.37,65957.33,0.03999999999359716,False,0,NO,True,0.017248,0.42275199999999996,65870.87,65957.33
KXBTC15M-26JUN031530-30,cli_predictor_polymarket_KXBTC15M-26JUN031530-30.csv,600,2026-06-03T19:20:07.928Z,2026-06-03T19:30:00+00:00,592.072,0.435,NO,0,0.565,0.57,50.0,65838.72,65861.21,-22.49000000000524,True,0,NO,True,0.017157000000000002,0.41284300000000007,65558.94,65861.21
KXBTC15M-26JUN031530-30,cli_predictor_polymarket_KXBTC15M-26JUN031530-30.csv,630,2026-06-03T19:19:30.734Z,2026-06-03T19:30:00+00:00,629.266,0.515,YES,1,0.515,0.52,70.66,65890.67,65861.21,29.45999999999185,True,0,NO,False,0.017472,-0.5374720000000001,65558.94,65861.21
KXBTC15M-26JUN031545-45,cli_predictor_polymarket_KXBTC15M-26JUN031545-45.csv,600,2026-06-03T19:35:03.290Z,2026-06-03T19:45:00+00:00,596.71,0.78,YES,1,0.78,0.79,2377.45,65565.16,65546.59,18.570000000006985,True,1,YES,True,0.011613,0.19838699999999995,65684.52,65546.59
KXBTC15M-26JUN031545-45,cli_predictor_polymarket_KXBTC15M-26JUN031545-45.csv,630,2026-06-03T19:34:30.092Z,2026-06-03T19:45:00+00:00,629.908,0.695,YES,1,0.695,0.7,601.55,65579.23,65546.59,32.63999999999942,True,1,YES,True,0.014700000000000003,0.28530000000000005,65684.52,65546.59
KXBTC15M-26JUN031600-00,cli_predictor_polymarket_KXBTC15M-26JUN031600-00.csv,600,2026-06-03T19:50:00.659Z,2026-06-03T20:00:00+00:00,599.341,0.43,NO,0,0.5700000000000001,0.58,285.0,65688.76,65697.18,-8.419999999998254,True,0,NO,True,0.017052000000000005,0.40294800000000003,65394.93,65697.18
KXBTC15M-26JUN031600-00,cli_predictor_polymarket_KXBTC15M-26JUN031600-00.csv,630,2026-06-03T19:49:29.210Z,2026-06-03T20:00:00+00:00,630.79,0.445,NO,0,0.5549999999999999,0.56,3211.45,65744.86,65697.18,47.68000000000757,False,0,NO,True,0.017248,0.42275199999999996,65394.93,65697.18
KXBTC15M-26JUN031615-15,cli_predictor_polymarket_KXBTC15M-26JUN031615-15.csv,600,2026-06-03T20:05:01.637Z,2026-06-03T20:15:00+00:00,598.363,0.195,NO,0,0.8049999999999999,0.81,1657.2,65198.27,65380.34,-182.0699999999997,True,1,YES,False,0.010772999999999998,-0.8207730000000001,65512.33,65380.34
KXBTC15M-26JUN031615-15,cli_predictor_polymarket_KXBTC15M-26JUN031615-15.csv,630,2026-06-03T20:04:28.488Z,2026-06-03T20:15:00+00:00,631.512,0.195,NO,0,0.8049999999999999,0.81,3162.32,65271.58,65380.34,-108.75999999999476,True,1,YES,False,0.010772999999999998,-0.8207730000000001,65512.33,65380.34
KXBTC15M-26JUN031630-30,cli_predictor_polymarket_KXBTC15M-26JUN031630-30.csv,600,2026-06-03T20:20:00.825Z,2026-06-03T20:30:00+00:00,599.175,0.105,NO,0,0.895,0.9,19.0,65271.17,65494.46,-223.29000000000087,True,1,YES,False,0.0063,-0.9063,65502.75,65494.46
KXBTC15M-26JUN031630-30,cli_predictor_polymarket_KXBTC15M-26JUN031630-30.csv,630,2026-06-03T20:19:27.533Z,2026-06-03T20:30:00+00:00,632.467,0.1149999999999999,NO,0,0.8850000000000001,0.89,1886.93,65238.16,65494.46,-256.29999999999563,True,1,YES,False,0.006853,-0.896853,65502.75,65494.46
KXBTC15M-26JUN031645-45,cli_predictor_polymarket_KXBTC15M-26JUN031645-45.csv,600,2026-06-03T20:35:00.651Z,2026-06-03T20:45:00+00:00,599.349,0.335,NO,0,0.665,0.67,1519.24,65401.96,65453.27,-51.30999999999767,True,0,NO,True,0.015477,0.31452299999999994,65133.92,65453.27
KXBTC15M-26JUN031645-45,cli_predictor_polymarket_KXBTC15M-26JUN031645-45.csv,630,2026-06-03T20:34:28.335Z,2026-06-03T20:45:00+00:00,631.665,0.235,NO,0,0.765,0.77,120.0,65383.09,65453.27,-70.18000000000029,True,0,NO,True,0.012397,0.217603,65133.92,65453.27
KXBTC15M-26JUN031700-00,cli_predictor_polymarket_KXBTC15M-26JUN031700-00.csv,600,2026-06-03T20:49:57.526Z,2026-06-03T21:00:00+00:00,602.474,0.265,NO,0,0.735,0.74,943.97,65027.7,65122.87,-95.17000000000553,True,0,NO,True,0.013468000000000003,0.246532,64914.35,65122.87
KXBTC15M-26JUN031700-00,cli_predictor_polymarket_KXBTC15M-26JUN031700-00.csv,630,2026-06-03T20:49:28.090Z,2026-06-03T21:00:00+00:00,631.91,0.275,NO,0,0.725,0.73,577.78,65023.96,65122.87,-98.91000000000349,True,0,NO,True,0.013797000000000002,0.256203,64914.35,65122.87
KXBTC15M-26JUN031715-15,cli_predictor_polymarket_KXBTC15M-26JUN031715-15.csv,600,2026-06-03T21:05:01.403Z,2026-06-03T21:15:00+00:00,598.597,0.885,YES,1,0.885,0.9,2662.44,65189.08,64912.23,276.84999999999854,True,1,YES,True,0.0063,0.09369999999999998,65402.91,64912.23
KXBTC15M-26JUN031715-15,cli_predictor_polymarket_KXBTC15M-26JUN031715-15.csv,630,2026-06-03T21:04:29.294Z,2026-06-03T21:15:00+00:00,630.706,0.9285,YES,1,0.9285,0.929,1941.24,65141.92,64912.23,229.68999999999505,True,1,YES,True,0.004617129999999997,0.06638286999999995,65402.91,64912.23
KXBTC15M-26JUN031730-30,cli_predictor_polymarket_KXBTC15M-26JUN031730-30.csv,600,2026-06-03T21:20:01.722Z,2026-06-03T21:30:00+00:00,598.278,0.765,YES,1,0.765,0.77,2818.26,65455.48,65355.07,100.41000000000349,True,1,YES,True,0.012397,0.217603,65448.19,65355.07
KXBTC15M-26JUN031730-30,cli_predictor_polymarket_KXBTC15M-26JUN031730-30.csv,630,2026-06-03T21:19:30.101Z,2026-06-03T21:30:00+00:00,629.899,0.755,YES,1,0.755,0.76,73.11,65482.8,65355.07,127.7300000000032,True,1,YES,True,0.012768,0.227232,65448.19,65355.07
