sample,profit_margin,profit_margin_cents,universe_contracts,base_divergences,base_divergence_rate,occurrence_contracts,occurrence_rate,divergent_occurrence_contracts,p_diverge_given_margin_occurred,wilson_ci_low,wilson_ci_high
latch_2m_1m_window,0.73,73,1158,89,0.0768566493955095,26,0.022452504317789293,6,0.23076923076923078,0.11033699683676687,0.42051925751956787
latch_2m_1m_window,0.74,74,1158,89,0.0768566493955095,24,0.02072538860103627,5,0.20833333333333334,0.0924468910478809,0.40470844485235474
latch_2m_1m_window,0.75,75,1158,89,0.0768566493955095,23,0.019861830742659757,5,0.21739130434782608,0.09663835601719065,0.4190388018273492
latch_2m_1m_window,0.76,76,1158,89,0.0768566493955095,22,0.018998272884283247,5,0.22727272727272727,0.10122890794820358,0.4344035606295935
latch_2m_1m_window,0.77,77,1158,89,0.0768566493955095,20,0.017271157167530225,5,0.25,0.11186005278940309,0.4687050099580636
latch_2m_1m_window,0.78,78,1158,89,0.0768566493955095,19,0.016407599309153715,5,0.2631578947368421,0.11806238339540162,0.48791968441070643
latch_2m_1m_window,0.79,79,1158,89,0.0768566493955095,18,0.015544041450777202,5,0.2777777777777778,0.12499569146355474,0.5087307754619452
latch_2m_1m_window,0.8,80,1158,89,0.0768566493955095,18,0.015544041450777202,5,0.2777777777777778,0.12499569146355474,0.5087307754619452
latch_2m_1m_window,0.81,81,1158,89,0.0768566493955095,15,0.012953367875647668,5,0.3333333333333333,0.15176100694691236,0.5828687484878701
latch_2m_1m_window,0.82,82,1158,89,0.0768566493955095,14,0.012089810017271158,5,0.35714285714285715,0.16344490737202735,0.6123599531785959
latch_2m_1m_window,0.83,83,1158,89,0.0768566493955095,14,0.012089810017271158,5,0.35714285714285715,0.16344490737202735,0.6123599531785959
latch_2m_1m_window,0.84,84,1158,89,0.0768566493955095,12,0.010362694300518135,4,0.3333333333333333,0.13811783989736134,0.609382412602386
latch_2m_1m_window,0.85,85,1158,89,0.0768566493955095,9,0.007772020725388601,3,0.3333333333333333,0.12058159868274293,0.6458026525009102
latch_2m_1m_window,0.86,86,1158,89,0.0768566493955095,9,0.007772020725388601,3,0.3333333333333333,0.12058159868274293,0.6458026525009102
latch_2m_1m_window,0.87,87,1158,89,0.0768566493955095,9,0.007772020725388601,3,0.3333333333333333,0.12058159868274293,0.6458026525009102
latch_2m_1m_window,0.88,88,1158,89,0.0768566493955095,9,0.007772020725388601,3,0.3333333333333333,0.12058159868274293,0.6458026525009102
latch_2m_1m_window,0.89,89,1158,89,0.0768566493955095,9,0.007772020725388601,3,0.3333333333333333,0.12058159868274293,0.6458026525009102
latch_2m_1m_window,0.9,90,1158,89,0.0768566493955095,8,0.0069084628670120895,3,0.375,0.13684175946152105,0.6942621454161981
latch_2m_1m_window,0.91,91,1158,89,0.0768566493955095,8,0.0069084628670120895,3,0.375,0.13684175946152105,0.6942621454161981
latch_2m_1m_window,0.92,92,1158,89,0.0768566493955095,7,0.006044905008635579,3,0.42857142857142855,0.15821692226262685,0.7495457695909742
latch_2m_1m_window,0.93,93,1158,89,0.0768566493955095,7,0.006044905008635579,3,0.42857142857142855,0.15821692226262685,0.7495457695909742
latch_2m_1m_window,0.94,94,1158,89,0.0768566493955095,4,0.0034542314335060447,2,0.5,0.15003570882017148,0.8499642911798285
latch_2m_1m_window,0.95,95,1158,89,0.0768566493955095,4,0.0034542314335060447,2,0.5,0.15003570882017148,0.8499642911798285
latch_2m_1m_window,0.96,96,1158,89,0.0768566493955095,3,0.0025906735751295338,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
latch_2m_1m_window,0.97,97,1158,89,0.0768566493955095,3,0.0025906735751295338,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
latch_2m_1m_window,0.98,98,1158,89,0.0768566493955095,2,0.0017271157167530224,1,0.5,0.09452865480086614,0.9054713451991339
