horizon,contracts_test,test_divergences,test_base_rate,auc_roc,brier,log_loss,classification_threshold,precision,recall,f1,mean_predicted_prob,contracts_total,contracts_core_train,contracts_calibration,train_base_rate,calibration_base_rate,recommended_trade_threshold,tradable_test_contracts,nontradable_test_contracts,trade_threshold_pass_contracts,trade_threshold_fail_contracts,trade_threshold_pass_divergences,trade_threshold_fail_divergences,trade_threshold_pass_diverge_rate,trade_threshold_fail_diverge_rate,trade_threshold_pass_mean_arb_return,trade_threshold_fail_mean_arb_return,trade_threshold_pass_mean_entry_cost,trade_threshold_fail_mean_entry_cost,trade_threshold_pass_mean_predicted_diverge_prob,trade_threshold_fail_mean_predicted_diverge_prob,trade_threshold_pass_expected_return,trade_threshold_fail_expected_return,trade_threshold_pass_test_return,trade_threshold_fail_test_return
3m,232,18,0.07758620689655173,0.7590861889927311,0.06930964771175441,0.2620675208661419,0.09,0.208955223880597,0.7777777777777778,0.32941176470588235,0.0733893829996766,1157,693,232,0.07503607503607504,0.07758620689655173,0.07389830508474575,124,108,55,69,2,13,0.03636363636363636,0.18840579710144928,0.26072727272727275,0.10552173913043476,0.739272727272727,0.8944782608695653,0.04596203627138661,0.0970156918367739,0.2147652364558864,0.00850604729366082,0.22436363636363665,-0.08288405797101456
