feature,importance,importance_normalized,importance_type
implied_prob_spread_roll10_std_change,1.051928489388639,0.016150227029853814,abs_scaled_logit_coefficient
price_between_targets_mean,0.9952021742257544,0.015279309588517028,abs_scaled_logit_coefficient
price_between_targets_last,0.9579386998286332,0.0147072045666401,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_10_last,0.8224550768147222,0.01262712850389037,abs_scaled_logit_coefficient
k_no_p_yes_polymarket_fee_std,0.7523935353134081,0.011551475726423188,abs_scaled_logit_coefficient
k_yes_p_no_polymarket_fee_std,0.7451152048866446,0.01143973173433981,abs_scaled_logit_coefficient
spread_vs_distance_ratio_min,0.7275009400144571,0.011169300445978051,abs_scaled_logit_coefficient
kalshi_btc_price_roll10_std_last,0.7038648912558757,0.010806416887456276,abs_scaled_logit_coefficient
price_between_targets_min,0.6972918093079793,0.010705500554440087,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_min,0.6798896212120503,0.010438325274560737,abs_scaled_logit_coefficient
implied_prob_spread_roll10_std_last,0.6682598037135564,0.010259773029982207,abs_scaled_logit_coefficient
kalshi_order_book_imbalance_last,0.6603754891136189,0.010138725380785267,abs_scaled_logit_coefficient
price_between_targets_change,0.6550516796350571,0.010056989091094672,abs_scaled_logit_coefficient
window_rows,0.6468526268700825,0.009931109276145418,abs_scaled_logit_coefficient
kalshi_last_price_std,0.626020454974451,0.009611273556290618,abs_scaled_logit_coefficient
best_raw_entry_cost_std,0.612540478900648,0.00940431588174808,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_max,0.5879129456566277,0.009026210091203935,abs_scaled_logit_coefficient
price_spread_roll10_std_range,0.5842408758976447,0.008969832912645437,abs_scaled_logit_coefficient
kalshi_order_book_imbalance_std,0.5583921481949562,0.0085729781596442,abs_scaled_logit_coefficient
kalshi_order_book_imbalance_min,0.5543231079674524,0.008510506305206656,abs_scaled_logit_coefficient
kalshi_last_price_mean,0.5245459828163803,0.008053338982201954,abs_scaled_logit_coefficient
polymarket_order_book_imbalance_last,0.5142879005635236,0.007895846948336767,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_mean,0.5123192254806574,0.007865621937932511,abs_scaled_logit_coefficient
feeds_on_same_side_own_targets_mean,0.5006760530838449,0.007686864655994519,abs_scaled_logit_coefficient
kalshi_btc_price_roll10_std_min,0.49877276109842184,0.0076576434703542785,abs_scaled_logit_coefficient
polymarket_bid_ask_spread_yes_last,0.4814945373083848,0.007392371410802116,abs_scaled_logit_coefficient
kalshi_btc_price_roll10_std_std,0.4548951452325254,0.006983991729849762,abs_scaled_logit_coefficient
kalshi_btc_price_lag10_range,0.45362212260353907,0.006964447051024475,abs_scaled_logit_coefficient
k_yes_p_no_total_fee_std,0.433241844680366,0.0066515492459825595,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_last,0.4255137414924597,0.006532899905980977,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_std,0.41413841409031615,0.0063582548403355865,abs_scaled_logit_coefficient
price_spread_abs_min,0.40708973127647796,0.006250036621271023,abs_scaled_logit_coefficient
kalshi_last_price_change,0.4043980331044036,0.006208711058731968,abs_scaled_logit_coefficient
price_spread_roll10_std_max,0.40144210875633135,0.006163328839516492,abs_scaled_logit_coefficient
feeds_on_same_side_own_targets_change,0.39782313761705834,0.006107766882498182,abs_scaled_logit_coefficient
kalshi_order_book_imbalance_range,0.3948389547880912,0.006061950811660115,abs_scaled_logit_coefficient
k_yes_p_no_total_fee_range,0.39379670858548077,0.00604594923649321,abs_scaled_logit_coefficient
kalshi_distance_to_target_std,0.38877619519964657,0.005968869442756692,abs_scaled_logit_coefficient
kalshi_btc_price_roll10_std_change,0.388353054221981,0.005962372971823669,abs_scaled_logit_coefficient
kalshi_bid_ask_spread_yes_last,0.37779461430925143,0.005800269555677238,abs_scaled_logit_coefficient
k_yes_p_no_polymarket_fee_last,0.3772629776079508,0.005792107353103565,abs_scaled_logit_coefficient
