sample,profit_margin,contracts_evaluated,model_signal_contracts,model_signal_rate,approved_trades,approved_trade_rate,approved_trade_rate_ci_low,approved_trade_rate_ci_high,expected_minutes_between_trades,minutes_between_trades_ci_low,minutes_between_trades_ci_high,divergent_trades,divergence_rate,divergence_rate_ci_low,divergence_rate_ci_high,expected_entry_price,entry_price_ci_low,entry_price_ci_high,expected_profit_per_traded_contract,profit_per_traded_contract_ci_low,profit_per_traded_contract_ci_high,expected_profit_per_15m_contract,profit_per_15m_contract_ci_low,profit_per_15m_contract_ci_high,total_profit,total_profit_ci_low,total_profit_ci_high
all,0.32,1158,991,0.8557858376511226,455,0.39291882556131263,0.3644214162348877,0.4214162348877375,38.175824175824175,35.59426229508197,41.161137440758296,10,0.02197802197802198,0.009259259259259259,0.03648068669527897,0.526529605912088,0.5169173971365967,0.5359474240403767,0.4514923721098902,0.43370843055625197,0.46775679485560634,0.17739985259930918,0.16262511907253885,0.19178070174611395,205.42902931000003,188.319887886,222.08205262199996
all,0.33,1158,991,0.8557858376511226,452,0.3903281519861831,0.36183074265975823,0.41882556131260795,38.42920353982301,35.81443298969072,41.45584725536993,10,0.022123893805309734,0.009324009324009324,0.03669774307963619,0.5242336623893805,0.514592220019505,0.5335759153871575,0.45364244380530977,0.4359498994787008,0.47002580480512096,0.17706941675302246,0.1621447901144214,0.1916334245179188,205.0463846,187.7636669525,221.91150559174997
all,0.34,1158,991,0.8557858376511226,440,0.3799654576856649,0.35146804835924006,0.40846286701208984,39.47727272727273,36.723044397463,42.67813267813268,10,0.022727272727272728,0.00961480815347722,0.037694013303769404,0.5191775029090909,0.5095174587789973,0.5282267214267188,0.4580952243636363,0.440307435389066,0.47464691684838645,0.17406036158894644,0.15941323409736613,0.18864681464486183,201.56189872,184.60052508475,218.45301135875
all,0.35,1158,991,0.8557858376511226,427,0.3687392055267703,0.34024179620034545,0.39723661485319517,40.67915690866511,37.76086956521739,44.08629441624365,10,0.0234192037470726,0.009851611575749507,0.038724787239323356,0.5137711376580796,0.5044400594489968,0.5227410005799983,0.46280965859484785,0.4447984160955213,0.4796657466782706,0.17065606582037998,0.15608446046481003,0.18524959532297064,197.61972422000002,180.74580521825,214.519031384
all,0.36,1158,991,0.8557858376511226,416,0.3592400690846287,0.3316062176165803,0.38773747841105355,41.75480769230769,38.68596881959911,45.234375,10,0.02403846153846154,0.01017747122873639,0.0397196261682243,0.5099989772596154,0.500533294206451,0.5188454223361132,0.4659625612019231,0.44759923320619543,0.4832453583506661,0.16739242267702936,0.15265398019386872,0.1819406551595423,193.84042546,176.77330906449998,210.68727867475
all,0.37,1158,991,0.8557858376511226,402,0.3471502590673575,0.31951640759930916,0.3756476683937824,43.208955223880594,39.93103448275862,46.945945945945944,10,0.024875621890547265,0.010526315789473684,0.04116222760290557,0.5041656634577115,0.4946375710246731,0.513088358250636,0.4709587146517413,0.4525494949959204,0.4883445385008979,0.1634934398013817,0.14900520184715027,0.17810348319710706,189.32540329,172.548023739,206.24383354224997
all,0.38,1158,991,0.8557858376511226,391,0.3376511226252159,0.31001727115716754,0.36528497409326427,44.424552429667514,41.06382978723404,48.38440111420613,10,0.02557544757033248,0.010810082319516282,0.04228855721393035,0.4997589539641944,0.49035140652446857,0.5086074042268225,0.4746655984654731,0.4559499420918221,0.4922055005635949,0.16027137219343696,0.1456007444099741,0.17503281819537997,185.594249,168.60566202675,202.68800347025
all,0.39,1158,991,0.8557858376511226,385,0.3324697754749568,0.30483592400690845,0.3601036269430052,45.116883116883116,41.65467625899281,49.20679886685552,10,0.025974025974025976,0.010988258317025441,0.04289544235924933,0.4972213496363636,0.4878207244510581,0.5061405038093343,0.4768046243896104,0.4577167267433918,0.49463812828540044,0.1585231264162349,0.1439446439935233,0.17316819907102762,183.56978039,166.6878977445,200.52877452425
all,0.4,1158,991,0.8557858376511226,373,0.3221070811744387,0.29533678756476683,0.34974093264248707,46.56836461126005,42.888888888888886,50.78947368421053,10,0.02680965147453083,0.011362831573525625,0.044554800187539635,0.49242163975871317,0.48283478668563046,0.5013292351714521,0.4807687087667561,0.4612269049621516,0.4987973844643697,0.15485900550086357,0.140484349994171,0.16936770646934368,179.32672837,162.68087729325,196.12780409149997
all,0.41,1158,991,0.8557858376511226,367,0.3169257340241796,0.28929188255613125,0.344559585492228,47.32970027247956,43.53383458646616,51.850746268656714,10,0.027247956403269755,0.011494252873563218,0.04522862186285532,0.48975027539509536,0.48033719650371914,0.4986743952730089,0.4830017682016349,0.46352378567324476,0.5010941139594566,0.1530756899222798,0.1387860127163212,0.1677891366591105,177.26164893,160.71420272549997,194.29982025124997
