feature,importance,importance_normalized,importance_type
kalshi_distance_to_target_change,1.2810959622254143,0.019380865302169467,abs_scaled_logit_coefficient
polymarket_order_book_imbalance_last,0.7709738572608497,0.011663560669655302,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_max,0.7504297376720609,0.011352762082943404,abs_scaled_logit_coefficient
kalshi_btc_price_lag5_change,0.7406563683997677,0.011204907153258326,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_10_std,0.7383887576153279,0.011170601948600097,abs_scaled_logit_coefficient
polymarket_order_book_imbalance_std,0.6873232418632017,0.01039806506490049,abs_scaled_logit_coefficient
price_spread_roll10_std_mean,0.6694252234056541,0.010127297616458218,abs_scaled_logit_coefficient
implied_prob_spread_roll10_std_min,0.6629670793387166,0.010029596566768,abs_scaled_logit_coefficient
kalshi_order_book_imbalance_change,0.6076396654047405,0.009192584205017156,abs_scaled_logit_coefficient
implied_prob_spread_roll10_std_mean,0.5988770319371378,0.009060020038135481,abs_scaled_logit_coefficient
kalshi_bid_ask_spread_yes_std,0.5562853103526361,0.008415677659924561,abs_scaled_logit_coefficient
feeds_on_same_side_x_elapsed_fraction_last,0.5475093682316048,0.008282912155104856,abs_scaled_logit_coefficient
feeds_on_same_side_last,0.542643902746977,0.008209305700966854,abs_scaled_logit_coefficient
kalshi_order_book_imbalance_last,0.5271771351425294,0.007975319061058129,abs_scaled_logit_coefficient
kalshi_btc_price_lag10_change,0.5135213278659622,0.007768729258870487,abs_scaled_logit_coefficient
kalshi_bid_ask_spread_yes_change,0.49135129074532247,0.00743333322621668,abs_scaled_logit_coefficient
price_spread_roll10_std_min,0.48431206614048067,0.007326841388039963,abs_scaled_logit_coefficient
feeds_on_same_side_own_targets_mean,0.4820258143288427,0.007292254175438632,abs_scaled_logit_coefficient
implied_prob_spread_roll10_std_change,0.4811125410024945,0.0072784378589065965,abs_scaled_logit_coefficient
kalshi_btc_price_roll10_std_mean,0.467175830543857,0.0070675984556779845,abs_scaled_logit_coefficient
kalshi_btc_price_lag5_range,0.4540989314380809,0.0068697665776515735,abs_scaled_logit_coefficient
polymarket_order_book_imbalance_change,0.43364651006657595,0.00656035523346485,abs_scaled_logit_coefficient
kalshi_btc_price_momentum_5_mean,0.4209217808284681,0.006367851103686824,abs_scaled_logit_coefficient
k_yes_p_no_all_in_cost_last,0.41379130058918306,0.006259978718532082,abs_scaled_logit_coefficient
