strategy,contract_id,decision_horizon,nominal_horizon,entry_time,direction,all_in_cost,diverge,predicted_diverge_prob,hold_return,emergency_full_loss_return,expected_return_at_entry,would_emergency_exit_if_current_logic
single_3m_hold,KXBTC15M-26MAY230815-15,3m,3m,2026-05-23 12:12:11.281000+00:00,K+NP,0.523193,0,0.06770982654678555,0.476807,0.476807,0.40909717345321445,False
single_3m_hold,KXBTC15M-26MAY230915-15,3m,3m,2026-05-23 13:13:06.015000+00:00,NK+P,0.5278432500000001,0,0.019995057181778932,0.4721567499999999,0.4721567499999999,0.452161692818221,False
single_3m_hold,KXBTC15M-26MAY231045-45,3m,3m,2026-05-23 14:43:02.509000+00:00,NK+P,0.45552937,0,0.07032064268060174,0.54447063,0.54447063,0.4741499873193982,False
single_3m_hold,KXBTC15M-26MAY231515-15,3m,3m,2026-05-23 19:12:35.020000+00:00,K+NP,0.9482200000000001,0,0.07593184264922337,0.05177999999999994,-0.9482200000000001,-0.02415184264922343,True
single_3m_hold,KXBTC15M-26MAY231530-30,3m,3m,2026-05-23 19:27:00.405000+00:00,NK+P,0.523193,0,0.027611301805291474,0.476807,0.476807,0.4491956981947085,False
single_3m_hold,KXBTC15M-26MAY231715-15,3m,3m,2026-05-23 21:12:09.375000+00:00,K+NP,0.5826797300000001,0,0.0633174141266138,0.41732026999999994,0.41732026999999994,0.35400285587338615,False
single_3m_hold,KXBTC15M-26MAY231930-30,3m,3m,2026-05-23 23:27:00.829000+00:00,K+NP,0.9682151699999999,0,0.07489408500063256,0.0317848300000001,-0.9682151699999999,-0.043109255000632465,True
single_3m_hold,KXBTC15M-26MAY232115-15,3m,3m,2026-05-24 01:12:28.193000+00:00,K+NP,0.9579880000000001,0,0.07177259126446459,0.04201199999999994,-0.9579880000000001,-0.029760591264464648,True
single_3m_hold,KXBTC15M-26MAY232215-15,3m,3m,2026-05-24 02:13:01.629000+00:00,NK+P,0.966925,0,0.0782260323260318,0.033074999999999966,-0.966925,-0.045151032326031834,True
single_3m_hold,KXBTC15M-26MAY240315-15,3m,3m,2026-05-24 07:12:02.610000+00:00,K+NP,0.5816123200000001,0,0.05081196349018696,0.41838767999999993,0.41838767999999993,0.36757571650981297,False
single_3m_hold,KXBTC15M-26MAY241030-30,3m,3m,2026-05-24 14:28:16.148000+00:00,NK+P,0.826012,0,0.07742025731910908,0.17398800000000003,0.17398800000000003,0.09656774268089095,False
single_3m_hold,KXBTC15M-26MAY241300-00,3m,3m,2026-05-24 16:57:00.312000+00:00,NK+P,0.6437947199999999,0,0.034311169522597565,0.35620528000000007,0.35620528000000007,0.3218941104774025,False
single_3m_hold,KXBTC15M-26MAY241615-15,3m,3m,2026-05-24 20:14:04.470000+00:00,K+NP,0.92581972,0,0.06457056636223872,0.07418027999999999,0.07418027999999999,0.009609713637761266,False
single_3m_hold,KXBTC15M-26MAY250245-45,3m,3m,2026-05-25 06:42:00.407000+00:00,NK+P,0.6437947199999999,0,0.07084080302345838,0.35620528000000007,0.35620528000000007,0.28536447697654166,False
single_3m_hold,KXBTC15M-26MAY250315-15,3m,3m,2026-05-25 07:13:24.991000+00:00,K+NP,0.37740925000000003,0,0.07723510535649308,0.62259075,0.62259075,0.5453556446435068,False
single_3m_hold,KXBTC15M-26MAY250730-30,3m,3m,2026-05-25 11:27:31.967000+00:00,K+NP,0.9663680000000001,0,0.07720494498893488,0.033631999999999884,-0.9663680000000001,-0.04357294498893499,True
single_3m_hold,KXBTC15M-26MAY250945-45,3m,3m,2026-05-25 13:42:00.095000+00:00,K+NP,0.816913,1,0.06802926106368944,-0.816913,-0.816913,0.11505773893631056,True
single_3m_hold,KXBTC15M-26MAY251215-15,3m,3m,2026-05-25 16:12:01.027000+00:00,K+NP,0.92114813,0,0.06399263203622346,0.07885187000000005,0.07885187000000005,0.014859237963776584,False
single_3m_hold,KXBTC15M-26MAY251500-00,3m,3m,2026-05-25 18:57:55.361000+00:00,K+NP,0.48204433,0,0.07559205178326235,0.51795567,0.51795567,0.44236361821673764,False
single_3m_hold,KXBTC15M-26MAY251845-45,3m,3m,2026-05-25 22:42:11.694000+00:00,K+NP,0.50998157,0,0.056115115844355565,0.49001843,0.49001843,0.4339033141556444,False
single_3m_hold,KXBTC15M-26MAY251945-45,3m,3m,2026-05-25 23:42:29.911000+00:00,NK+P,0.5199865699999999,0,0.07440131208353522,0.4800134300000001,0.4800134300000001,0.40561211791646484,False
single_3m_hold,KXBTC15M-26MAY252015-15,3m,3m,2026-05-26 00:13:04.118000+00:00,K+NP,0.8852793299999999,0,0.06730151970018333,0.11472067000000008,0.11472067000000008,0.04741915029981675,False
single_3m_hold,KXBTC15M-26MAY252345-45,3m,3m,2026-05-26 03:42:00.085000+00:00,NK+P,0.96840925,0,0.07610596564453982,0.03159075,0.03159075,-0.04451521564453982,False
single_3m_hold,KXBTC15M-26MAY260045-45,3m,3m,2026-05-26 04:42:02.120000+00:00,NK+P,0.8469329999999999,0,0.07863996024566541,0.15306700000000006,-0.8469329999999999,0.07442703975433465,True
single_3m_hold,KXBTC15M-26MAY260515-15,3m,3m,2026-05-26 09:12:00.350000+00:00,K+NP,0.93051137,0,0.07186908796288592,0.06948863000000005,-0.93051137,-0.0023804579628858707,True
single_3m_hold,KXBTC15M-26MAY260630-30,3m,3m,2026-05-26 10:27:01.654000+00:00,NK+P,0.53568937,0,0.06718325135364472,0.46431062999999995,0.46431062999999995,0.3971273786463552,False
single_3m_hold,KXBTC15M-26MAY260715-15,3m,3m,2026-05-26 11:12:41.632000+00:00,K+NP,0.55990657,0,0.05859552878341883,0.44009343,0.44009343,0.38149790121658117,False
single_3m_hold,KXBTC15M-26MAY261100-00,3m,3m,2026-05-26 14:58:42.377000+00:00,NK+P,0.52998157,0,0.06575265153134491,0.47001843,0.47001843,0.4042657784686551,False
single_3m_hold,KXBTC15M-26MAY261145-45,3m,3m,2026-05-26 15:42:18.295000+00:00,K+NP,0.95997557,0,0.03994604433092794,0.04002443,0.04002443,7.83856690720619e-05,False
single_3m_hold,KXBTC15M-26MAY261215-15,3m,3m,2026-05-26 16:13:06.998000+00:00,K+NP,0.57445972,0,0.06462691480474773,0.42554028,0.42554028,0.36091336519525224,False
single_3m_hold,KXBTC15M-26MAY261345-45,3m,3m,2026-05-26 17:42:03.567000+00:00,K+NP,0.9482200000000001,0,0.05442477067056685,0.05177999999999994,0.05177999999999994,-0.002644770670566912,False
single_3m_hold,KXBTC15M-26MAY261430-30,3m,3m,2026-05-26 18:27:00.389000+00:00,NK+P,0.55883748,0,0.054883658035555574,0.44116252,0.44116252,0.38627886196444444,False
single_3m_hold,KXBTC15M-26MAY261515-15,3m,3m,2026-05-26 19:12:01.095000+00:00,NK+P,0.9223079999999999,0,0.07846566220784763,0.0776920000000001,-0.9223079999999999,-0.0007736622078475391,True
single_3m_hold,KXBTC15M-26MAY261530-30,3m,3m,2026-05-26 19:27:24.391000+00:00,NK+P,0.9674233200000001,0,0.06601778719614251,0.032576679999999913,0.032576679999999913,-0.0334411071961426,False
single_3m_hold,KXBTC15M-26MAY261545-45,3m,3m,2026-05-26 19:42:39.947000+00:00,NK+P,0.52998157,0,0.0723462033796029,0.47001843,0.47001843,0.3976722266203971,False
single_3m_hold,KXBTC15M-26MAY261615-15,3m,3m,2026-05-26 20:12:00.706000+00:00,NK+P,0.96520492,0,0.06012113385930964,0.03479507999999998,0.03479507999999998,-0.02532605385930966,False
