contract_id,source_file,entry_time,decision_horizon,direction,profit_margin,all_in_cost,fee_adjusted_edge,predicted_diverge_prob,diverge,realized_profit,model_expected_profit,sample
KXBTC15M-26MAY181815-15,combined_KXBTC15M-26MAY181815-15.csv,2026-05-18 22:14:03.714000+00:00,1m,NK+P,0.05,0.8089880000000002,0.19101199999999985,0.06892263351583966,0,0.19101199999999985,0.12208936648416019,all
KXBTC15M-26MAY181845-45,combined_KXBTC15M-26MAY181845-45.csv,2026-05-18 22:43:07.710000+00:00,2m,K+NP,0.05,0.42637388,0.57362612,0.02888676826301552,0,0.57362612,0.5447393517369845,all
KXBTC15M-26MAY181915-15,combined_KXBTC15M-26MAY181915-15.csv,2026-05-18 23:14:00.459000+00:00,1m,NK+P,0.05,0.94822128,0.051778719999999945,0.08252893382322626,0,0.051778719999999945,-0.03075021382322632,all
KXBTC15M-26MAY181930-30,combined_KXBTC15M-26MAY181930-30.csv,2026-05-18 23:28:00.981000+00:00,2m,K+NP,0.05,0.91198625,0.08801375,0.07498206083857314,0,0.08801375,0.013031689161426857,all
KXBTC15M-26MAY181945-45,combined_KXBTC15M-26MAY181945-45.csv,2026-05-18 23:44:06.685000+00:00,1m,NK+P,0.05,0.36779248000000003,0.6322075199999999,0.1295495024508618,0,0.6322075199999999,0.5026580175491381,all
KXBTC15M-26MAY182115-15,combined_KXBTC15M-26MAY182115-15.csv,2026-05-19 01:13:01.496000+00:00,2m,K+NP,0.05,0.9204079300000001,0.0795920699999999,0.05699919866047574,0,0.0795920699999999,0.022592871339524166,all
KXBTC15M-26MAY182145-45,combined_KXBTC15M-26MAY182145-45.csv,2026-05-19 01:43:46.861000+00:00,2m,NK+P,0.05,0.91305552,0.08694447999999999,0.0464832600760989,0,0.08694447999999999,0.04046121992390109,all
KXBTC15M-26MAY182230-30,combined_KXBTC15M-26MAY182230-30.csv,2026-05-19 02:28:00.727000+00:00,2m,NK+P,0.05,0.91944325,0.08055674999999995,0.06718684143196049,0,0.08055674999999995,0.013369908568039462,all
KXBTC15M-26MAY182315-15,combined_KXBTC15M-26MAY182315-15.csv,2026-05-19 03:13:01.392000+00:00,2m,NK+P,0.05,0.55562937,0.44437063,0.0137979723291564,0,0.44437063,0.4305726576708436,all
KXBTC15M-26MAY190015-15,combined_KXBTC15M-26MAY190015-15.csv,2026-05-19 04:13:00.648000+00:00,2m,NK+P,0.05,0.63498937,0.36501063,0.05165905328491186,0,0.36501063,0.3133515767150881,all
KXBTC15M-26MAY190100-00,combined_KXBTC15M-26MAY190100-00.csv,2026-05-19 04:59:37.949000+00:00,1m,NK+P,0.05,0.8777947199999999,0.12220528000000008,0.09640638296110202,0,0.12220528000000008,0.025798897038898067,all
KXBTC15M-26MAY190115-15,combined_KXBTC15M-26MAY190115-15.csv,2026-05-19 05:14:13.473000+00:00,1m,K+NP,0.05,0.66565388,0.33434611999999997,0.0841886991281624,0,0.33434611999999997,0.25015742087183757,all
KXBTC15M-26MAY190200-00,combined_KXBTC15M-26MAY190200-00.csv,2026-05-19 05:59:00.591000+00:00,1m,K+NP,0.05,0.914868,0.08513199999999999,0.0892132928902474,0,0.08513199999999999,-0.004081292890247418,all
KXBTC15M-26MAY190215-15,combined_KXBTC15M-26MAY190215-15.csv,2026-05-19 06:14:00.808000+00:00,1m,NK+P,0.05,0.66565388,0.33434611999999997,0.004021351236794281,0,0.33434611999999997,0.3303247687632057,all
KXBTC15M-26MAY190230-30,combined_KXBTC15M-26MAY190230-30.csv,2026-05-19 06:29:38.074000+00:00,1m,NK+P,0.05,0.938605,0.06139499999999998,0.06075811854801301,0,0.06139499999999998,0.0006368814519869676,all
KXBTC15M-26MAY190245-45,combined_KXBTC15M-26MAY190245-45.csv,2026-05-19 06:44:03.554000+00:00,1m,NK+P,0.05,0.93330433,0.06669566999999998,0.055588684484535286,0,0.06669566999999998,0.011106985515464698,all
