sample,profit_margin,contracts,model_signal_contracts,trades,trade_rate,divergences,divergence_rate,mean_all_in_cost,mean_fee_adjusted_edge,mean_predicted_diverge_prob,mean_profit_per_trade,mean_profit_per_contract,total_profit,total_model_expected_profit,bootstrap_expected_total_profit,bootstrap_total_profit_ci_low,bootstrap_total_profit_ci_high,bootstrap_expected_trades,bootstrap_trades_ci_low,bootstrap_trades_ci_high,arb_opportunities,total_arb_opportunity_seconds,avg_arb_opportunity_seconds,bootstrap_expected_avg_arb_opportunity_seconds,bootstrap_avg_arb_opportunity_seconds_ci_low,bootstrap_avg_arb_opportunity_seconds_ci_high
calibration,0.46,232,205,55,0.23706896551724138,7,0.12727272727272726,0.4754207130909091,0.524579286909091,0.048976482075981535,0.3973065596363636,0.09418905508620688,21.851860779999996,26.158154265821018,21.80160821297,14.930096175250002,28.954336537749995,55.147,42.0,69.0,82,1426.792,17.399902439024387,17.46982401771463,14.163536302969636,21.30542803182733
calibration,0.47,232,205,51,0.21982758620689655,7,0.13725490196078433,0.4701991749019608,0.5298008250980392,0.050531065248635244,0.3925459231372549,0.08629242275862069,20.01984208,24.4427577523196,19.897038137175002,13.173521996999998,26.862664477249997,51.08,39.0,63.0,73,1270.543,17.404698630136984,17.414993095044164,14.065243143939394,21.34808562047101
calibration,0.48,232,205,44,0.1896551724137931,7,0.1590909090909091,0.4603620070454545,0.5396379929545455,0.048845135413665426,0.38054708386363634,0.07217272280172413,16.74407169,21.594885731798723,16.639232724764998,10.275702146499999,23.182906180749992,43.8475,32.975,56.0,57,1000.788,17.557684210526315,17.68108092151498,13.314574558371735,22.732938951101154
calibration,0.49,232,205,34,0.14655172413793102,6,0.17647058823529413,0.44071045647058826,0.5592895435294118,0.0481040687179492,0.38281895529411764,0.056102777931034485,13.01584448,17.380306143589728,12.990975550609999,7.09981929225,19.14263665124999,34.1025,24.0,44.024999999999864,46,676.386,14.70404347826087,14.811670440391818,10.782523236677115,19.952578881987577
calibration,0.5,232,205,30,0.12931034482758622,6,0.2,0.4243138486666666,0.5756861513333333,0.04909581594365857,0.37568615133333333,0.04858010577586207,11.27058454,15.797710061690243,11.197730501549998,5.72687186,17.1970480575,30.005,20.0,40.0,39,572.0900000000001,14.668974358974364,14.767641421272684,10.391020446428572,20.23299912790697
calibration,0.51,232,205,27,0.11637931034482758,6,0.2222222222222222,0.41614564407407406,0.5838543559259259,0.05157971644638916,0.3616321337037036,0.04208649831896551,9.764067609999998,14.371415265947492,9.78769005369,4.303950187,15.28271518175,26.724,18.0,36.024999999999864,38,461.50800000000004,12.144947368421054,12.219588941505059,8.878577272727274,16.34460718194254
calibration,0.52,232,205,25,0.10775862068965517,6,0.24,0.40846762160000005,0.5915323784,0.055508852197825066,0.3515323784,0.037880644224137935,8.78830946,13.400588155054372,8.754072251255,3.7419073407499996,14.092720781499999,25.184,16.0,35.0,34,403.07899999999995,11.855264705882352,11.96612641745799,8.34615597222222,16.66126624999999
calibration,0.53,232,205,23,0.09913793103448276,6,0.2608695652173913,0.3906358456521739,0.6093641543478261,0.05432771309797207,0.3484945891304348,0.034549032543103445,8.01537555,12.765838148746642,7.931606085945,3.019407276999999,13.145117625999996,23.0375,15.0,32.0,28,356.428,12.729571428571429,12.827619907292739,8.850138636363635,18.07062933238636
calibration,0.54,232,205,21,0.09051724137931035,5,0.23809523809523808,0.38142512380952376,0.6185748761904761,0.05341783478835663,0.38047963809523805,0.03443996724137931,7.990072399999999,11.868297869444511,7.976431731369999,3.4556448852500004,13.029815789499994,20.932,13.0,30.0,26,333.909,12.842653846153846,12.942686909870043,8.615368749999998,18.45301002964426
calibration,0.55,232,205,20,0.08620689655172414,5,0.25,0.377773394,0.622226606,0.050612819140346196,0.372226606,0.03208850051724138,7.44453212,11.432275737193075,7.406824106435,2.95124042925,12.445300715749985,20.2165,12.0,29.0,25,307.83799999999997,12.313519999999999,12.329015046099656,8.417800925925928,16.90245624999999
calibration,0.56,232,205,19,0.08189655172413793,5,0.2631578947368421,0.3741443642105264,0.6258556357894737,0.052066530254363766,0.36269774105263164,0.029703694310344832,6.891257080000001,10.901993005167087,6.925142486805,2.1674309082499996,11.802273291499999,18.9595,11.0,27.0,24,276.935,11.538958333333333,11.607662921862842,7.919187960526315,16.038521415607985
