threshold,contracts,mean_proxy_return,total_proxy_return,diverge_rate
0.01,28,0.2766265167857143,7.74554247,0.03571428571428571
0.014915254237288136,37,0.2731822964864865,10.10774497,0.02702702702702703
0.01983050847457627,48,0.2766068716666667,13.27712984,0.020833333333333332
0.024745762711864405,59,0.2783590742372881,16.42318538,0.01694915254237288
0.02966101694915254,72,0.27487695902777776,19.79114105,0.013888888888888888
0.034576271186440674,86,0.2571371725581395,22.11379684,0.011627906976744186
0.039491525423728815,101,0.2538139277227723,25.6352067,0.009900990099009901
0.04440677966101695,111,0.2556394115315315,28.37597468,0.009009009009009009
0.049322033898305084,120,0.261050573,31.326068760000002,0.008333333333333333
0.05423728813559322,126,0.2566185238888889,32.33393401,0.007936507936507936
0.05915254237288135,133,0.25291777578947366,33.63806418,0.007518796992481203
0.06406779661016948,138,0.24689780007246379,34.07189641,0.007246376811594203
0.06898305084745762,140,0.2439822825714286,34.157519560000004,0.007142857142857143
0.07389830508474575,148,0.239078485,35.38361578,0.006756756756756757
0.07881355932203389,150,0.23918200546666668,35.87730082,0.006666666666666667
0.08372881355932202,153,0.2298008162745098,35.15952489,0.013071895424836602
0.08864406779661016,157,0.21897542815286627,34.379142220000006,0.01910828025477707
0.0935593220338983,161,0.2166228301242236,34.87627565,0.018633540372670808
0.09847457627118643,162,0.2157168887037037,34.94613597,0.018518518518518517
0.10338983050847457,165,0.21334539636363636,35.2019904,0.01818181818181818
0.1083050847457627,165,0.21334539636363636,35.2019904,0.01818181818181818
0.11322033898305084,168,0.21053248107142855,35.369456819999996,0.017857142857142856
0.11813559322033897,168,0.21053248107142855,35.369456819999996,0.017857142857142856
0.12305084745762711,169,0.2095361449704142,35.4116085,0.01775147928994083
0.12796610169491526,171,0.20853378374269008,35.659277020000005,0.017543859649122806
0.13288135593220338,174,0.20739004971264366,36.085868649999995,0.017241379310344827
0.13779661016949152,175,0.20124481440000003,35.217842520000005,0.022857142857142857
0.14271186440677966,178,0.19846945005617977,35.32756211,0.02247191011235955
0.1476271186440678,178,0.19846945005617977,35.32756211,0.02247191011235955
0.15254237288135594,181,0.19085666812154697,34.54505693,0.027624309392265192
0.15745762711864406,183,0.18916439672131147,34.6170846,0.0273224043715847
0.1623728813559322,184,0.1883160847826087,34.6501596,0.02717391304347826
0.16728813559322034,184,0.1883160847826087,34.6501596,0.02717391304347826
0.17220338983050848,184,0.1883160847826087,34.6501596,0.02717391304347826
0.17711864406779662,185,0.1881304681081081,34.8041366,0.02702702702702703
0.18203389830508473,185,0.1881304681081081,34.8041366,0.02702702702702703
0.18694915254237288,185,0.1881304681081081,34.8041366,0.02702702702702703
0.19186440677966102,185,0.1881304681081081,34.8041366,0.02702702702702703
0.19677966101694916,186,0.1827763634408602,33.9964036,0.03225806451612903
0.20169491525423727,188,0.18217388015957448,34.24868947,0.031914893617021274
0.20661016949152541,191,0.17721273544502614,33.84763246999999,0.03664921465968586
0.21152542372881356,192,0.17874182927083335,34.31843122,0.036458333333333336
0.2164406779661017,192,0.17874182927083335,34.31843122,0.036458333333333336
0.22135593220338984,192,0.17874182927083335,34.31843122,0.036458333333333336
0.22627118644067795,193,0.17784832564766842,34.324726850000005,0.03626943005181347
0.2311864406779661,193,0.17784832564766842,34.324726850000005,0.03626943005181347
0.23610169491525423,194,0.175095437371134,33.96851485,0.041237113402061855
0.24101694915254238,195,0.17742315651282053,34.59751552,0.041025641025641026
0.24593220338983052,195,0.17742315651282053,34.59751552,0.041025641025641026
0.25084745762711863,197,0.1661731396954315,32.73610852,0.050761421319796954
0.25576271186440674,198,0.16163974545454546,32.0046696,0.05555555555555555
0.2606779661016949,198,0.16163974545454546,32.0046696,0.05555555555555555
0.265593220338983,199,0.16228853809045224,32.295419079999995,0.05527638190954774
0.2705084745762712,200,0.1615890804,32.31781608,0.055
0.2754237288135593,203,0.15353322206896552,31.167244080000003,0.06403940886699508
0.2803389830508474,203,0.15353322206896552,31.167244080000003,0.06403940886699508
0.2852542372881356,204,0.14995426936274509,30.59067095,0.06862745098039216
0.2901694915254237,205,0.15080881926829268,30.91580795,0.06829268292682927
0.2950847457627119,206,0.1523435389805825,31.38276903,0.06796116504854369
0.3,206,0.1523435389805825,31.38276903,0.06796116504854369
