horizon,contracts_test,test_divergences,test_base_rate,auc_roc,brier,log_loss,classification_threshold,precision,recall,f1,mean_predicted_prob,contracts_total,contracts_core_train,contracts_calibration,train_base_rate,calibration_base_rate,recommended_trade_threshold,tradable_test_contracts,nontradable_test_contracts,trade_threshold_pass_contracts,trade_threshold_fail_contracts,trade_threshold_pass_divergences,trade_threshold_fail_divergences,trade_threshold_pass_diverge_rate,trade_threshold_fail_diverge_rate,trade_threshold_pass_mean_fee_adjusted_edge,trade_threshold_fail_mean_fee_adjusted_edge,trade_threshold_pass_mean_raw_entry_cost,trade_threshold_fail_mean_raw_entry_cost,trade_threshold_pass_mean_total_fee,trade_threshold_fail_mean_total_fee,trade_threshold_pass_mean_all_in_cost,trade_threshold_fail_mean_all_in_cost,trade_threshold_pass_mean_predicted_diverge_prob,trade_threshold_fail_mean_predicted_diverge_prob,trade_threshold_pass_expected_return,trade_threshold_fail_expected_return,trade_threshold_pass_test_return,trade_threshold_fail_test_return
10m,232,18,0.07758620689655173,0.5776220145379023,0.07113771396777137,0.2698994495551818,0.09,0.17647058823529413,0.3333333333333333,0.23076923076923078,0.07779509828749538,1158,694,232,0.07636887608069164,0.07758620689655173,0.06898305084745762,122,110,26,96,1,11,0.038461538461538464,0.11458333333333333,0.02841970730769232,0.03517483489583335,0.9513461538461538,0.9404895833333332,0.020234138846153847,0.024335581770833337,0.9715802926923078,0.9648251651041666,0.060859486186979145,0.08227451451425404,-0.03243977887928698,-0.04709967961842064,-0.010041831153846298,-0.07940849843749993
