horizon,contracts_test,test_divergences,test_base_rate,auc_roc,brier,log_loss,classification_threshold,precision,recall,f1,mean_predicted_prob,contracts_total,contracts_core_train,contracts_calibration,train_base_rate,calibration_base_rate,recommended_trade_threshold,tradable_test_contracts,nontradable_test_contracts,trade_threshold_pass_contracts,trade_threshold_fail_contracts,trade_threshold_pass_divergences,trade_threshold_fail_divergences,trade_threshold_pass_diverge_rate,trade_threshold_fail_diverge_rate,trade_threshold_pass_mean_fee_adjusted_edge,trade_threshold_fail_mean_fee_adjusted_edge,trade_threshold_pass_mean_raw_entry_cost,trade_threshold_fail_mean_raw_entry_cost,trade_threshold_pass_mean_total_fee,trade_threshold_fail_mean_total_fee,trade_threshold_pass_mean_all_in_cost,trade_threshold_fail_mean_all_in_cost,trade_threshold_pass_mean_predicted_diverge_prob,trade_threshold_fail_mean_predicted_diverge_prob,trade_threshold_pass_expected_return,trade_threshold_fail_expected_return,trade_threshold_pass_test_return,trade_threshold_fail_test_return
5m,232,18,0.07758620689655173,0.7009345794392524,0.06896348679335576,0.25864201666149705,0.12,0.2916666666666667,0.3888888888888889,0.3333333333333333,0.0769324265627871,1157,693,232,0.07647907647907648,0.07758620689655173,0.07881355932203389,140,92,76,64,4,10,0.05263157894736842,0.15625,0.08526543394736842,0.05257546062499999,0.9018421052631578,0.9277500000000001,0.012892460789473686,0.019674539375,0.9147345660526317,0.947424539375,0.05205614320075243,0.10563639197586333,0.03320929074661587,-0.05306093135086337,0.03263385499999988,-0.10367453937500004
