threshold,precision,recall,f1
0.01,0.07860262008733625,1.0,0.145748987854251
0.02,0.07692307692307693,0.9444444444444444,0.14225941422594143
0.03,0.0794392523364486,0.9444444444444444,0.14655172413793102
0.04,0.08415841584158416,0.9444444444444444,0.15454545454545454
0.05,0.08648648648648649,0.8888888888888888,0.15763546798029557
0.060000000000000005,0.10062893081761007,0.8888888888888888,0.1807909604519774
0.06999999999999999,0.11475409836065574,0.7777777777777778,0.2
0.08,0.11578947368421053,0.6111111111111112,0.19469026548672566
0.09,0.13432835820895522,0.5,0.21176470588235294
0.09999999999999999,0.1346153846153846,0.3888888888888889,0.2
0.11,0.175,0.3888888888888889,0.2413793103448276
0.12,0.24,0.3333333333333333,0.27906976744186046
0.13,0.29411764705882354,0.2777777777777778,0.2857142857142857
0.14,0.4166666666666667,0.2777777777777778,0.3333333333333333
0.15000000000000002,0.3333333333333333,0.16666666666666666,0.2222222222222222
0.16,0.42857142857142855,0.16666666666666666,0.24
0.17,0.5,0.16666666666666666,0.25
0.18000000000000002,0.4,0.1111111111111111,0.17391304347826086
0.19,0.4,0.1111111111111111,0.17391304347826086
0.2,0.4,0.1111111111111111,0.17391304347826086
0.21000000000000002,0.5,0.1111111111111111,0.18181818181818182
0.22,0.5,0.1111111111111111,0.18181818181818182
0.23,0.6666666666666666,0.1111111111111111,0.19047619047619047
0.24000000000000002,0.5,0.05555555555555555,0.1
0.25,0.0,0.0,0.0
0.26,0.0,0.0,0.0
0.27,0.0,0.0,0.0
0.28,0.0,0.0,0.0
0.29000000000000004,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.31,0.0,0.0,0.0
0.32,0.0,0.0,0.0
0.33,0.0,0.0,0.0
0.34,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.0
0.36000000000000004,0.0,0.0,0.0
0.37,0.0,0.0,0.0
0.38,0.0,0.0,0.0
0.39,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.41000000000000003,0.0,0.0,0.0
0.42000000000000004,0.0,0.0,0.0
0.43,0.0,0.0,0.0
0.44,0.0,0.0,0.0
0.45,0.0,0.0,0.0
0.46,0.0,0.0,0.0
0.47000000000000003,0.0,0.0,0.0
0.48000000000000004,0.0,0.0,0.0
0.49,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.51,0.0,0.0,0.0
0.52,0.0,0.0,0.0
0.53,0.0,0.0,0.0
0.54,0.0,0.0,0.0
0.55,0.0,0.0,0.0
0.56,0.0,0.0,0.0
0.5700000000000001,0.0,0.0,0.0
0.5800000000000001,0.0,0.0,0.0
0.59,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.61,0.0,0.0,0.0
0.62,0.0,0.0,0.0
0.63,0.0,0.0,0.0
0.64,0.0,0.0,0.0
0.65,0.0,0.0,0.0
0.66,0.0,0.0,0.0
0.67,0.0,0.0,0.0
0.68,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0
0.7100000000000001,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.73,0.0,0.0,0.0
0.74,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.76,0.0,0.0,0.0
0.77,0.0,0.0,0.0
0.78,0.0,0.0,0.0
0.79,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.81,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0
0.8400000000000001,0.0,0.0,0.0
0.85,0.0,0.0,0.0
0.86,0.0,0.0,0.0
0.87,0.0,0.0,0.0
0.88,0.0,0.0,0.0
0.89,0.0,0.0,0.0
0.9,0.0,0.0,0.0
0.91,0.0,0.0,0.0
0.92,0.0,0.0,0.0
0.93,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0
0.9600000000000001,0.0,0.0,0.0
0.97,0.0,0.0,0.0
0.98,0.0,0.0,0.0
0.99,0.0,0.0,0.0
