horizon,contracts_test,test_divergences,test_base_rate,auc_roc,brier,log_loss,classification_threshold,precision,recall,f1,mean_predicted_prob,contracts_total,contracts_core_train,contracts_calibration,train_base_rate,calibration_base_rate,recommended_trade_threshold,tradable_test_contracts,nontradable_test_contracts,trade_threshold_pass_contracts,trade_threshold_fail_contracts,trade_threshold_pass_divergences,trade_threshold_fail_divergences,trade_threshold_pass_diverge_rate,trade_threshold_fail_diverge_rate,trade_threshold_pass_mean_fee_adjusted_edge,trade_threshold_fail_mean_fee_adjusted_edge,trade_threshold_pass_mean_raw_entry_cost,trade_threshold_fail_mean_raw_entry_cost,trade_threshold_pass_mean_total_fee,trade_threshold_fail_mean_total_fee,trade_threshold_pass_mean_all_in_cost,trade_threshold_fail_mean_all_in_cost,trade_threshold_pass_mean_predicted_diverge_prob,trade_threshold_fail_mean_predicted_diverge_prob,trade_threshold_pass_expected_return,trade_threshold_fail_expected_return,trade_threshold_pass_test_return,trade_threshold_fail_test_return
2m,232,18,0.07758620689655173,0.798546209761163,0.0647670813014984,0.24464537292279714,0.19,0.75,0.3333333333333333,0.46153846153846156,0.07507814850949973,1158,694,232,0.07636887608069164,0.07758620689655173,0.07881355932203389,187,45,112,75,1,13,0.008928571428571428,0.17333333333333334,0.21015690580357144,0.10186745839999999,0.7820089285714287,0.8829333333333335,0.007834165625000002,0.015199208266666667,0.7898430941964286,0.8981325416,0.03854602722814042,0.1340273955206734,0.17161087857543095,-0.03215993712067339,0.20122833437499996,-0.07146587493333334
