sample,threshold_2m,threshold_1m,profit_margin,contracts,model_signal_contracts,trades,trade_rate,divergences,divergence_rate,mean_all_in_cost,mean_fee_adjusted_edge,mean_predicted_diverge_prob,mean_profit_per_trade,mean_profit_per_contract,total_profit,total_model_expected_profit,trades_from_2m,trades_from_1m
calibration,0.005,0.17,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.175,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.18,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.185,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.19,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.195,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.2,0.18,232,211,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.205,0.18,232,212,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.21,0.18,232,213,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.215,0.18,232,213,90,0.3879310344827586,7,0.07777777777777778,0.6392464887777777,0.3607535112222222,0.06372172911251302,0.28297573344444443,0.10977506900862069,25.46781601,26.732860389873828,3,87
calibration,0.005,0.22,0.18,232,214,91,0.3922413793103448,8,0.08791208791208792,0.6353451317582417,0.36465486824175836,0.06539621275446723,0.27674278032967026,0.10854996987068964,25.183593009999996,27.23253764934348,3,88
calibration,0.005,0.225,0.18,232,214,91,0.3922413793103448,8,0.08791208791208792,0.6353451317582417,0.36465486824175836,0.06539621275446723,0.27674278032967026,0.10854996987068964,25.183593009999996,27.23253764934348,3,88
