sample,floor_label,polymarket_price_floor,profit_margin,profit_margin_cents,contracts,model_signal_contracts,trades,trade_rate,divergences,divergence_rate,mean_polymarket_price,mean_all_in_cost,mean_fee_adjusted_edge,mean_profit_per_trade,mean_profit_per_contract,total_profit,total_model_expected_profit,bootstrap_expected_total_profit,bootstrap_total_profit_ci_low,bootstrap_total_profit_ci_high,bootstrap_expected_trades,bootstrap_trades_ci_low,bootstrap_trades_ci_high
calibration,33c,0.33,0.27,27,232,205,141,0.6077586206896551,9,0.06382978723404255,0.5390780141843972,0.5674196237588653,0.4325803762411347,0.36875058900709223,0.2241113493534483,51.993833050000006,53.81685926940888,51.85323828548,43.721517077250006,59.9110363625,140.918,127.0,156.0
calibration,33c,0.33,0.28,28,232,205,136,0.5862068965517241,9,0.0661764705882353,0.5338235294117647,0.5597024161764705,0.4402975838235294,0.3741211132352942,0.21931237672413795,50.880471400000005,52.8815553456531,51.026495354539996,42.639262944,59.031106527249996,136.396,121.475,150.0
calibration,33c,0.33,0.29,29,232,205,133,0.5732758620689655,9,0.06766917293233082,0.5300751879699248,0.5561723114285715,0.44382768857142857,0.3761585156390977,0.21564259732758617,50.029082579999994,52.21397307716258,49.866153859440004,41.818956589,58.49754509225,133.45,118.475,146.52499999999998
calibration,33c,0.33,0.3,30,232,205,128,0.5517241379310345,9,0.0703125,0.526171875,0.5500629674218751,0.449937032578125,0.379624532578125,0.20944801797413792,48.59194017,51.0638827904674,48.899431481840004,39.8272578655,57.14181669475,127.752,112.0,142.0
calibration,33c,0.33,0.31,31,232,205,127,0.5474137931034483,9,0.07086614173228346,0.5225984251968504,0.5452790018110237,0.4547209981889764,0.38385485645669293,0.21012744297413793,48.74956677,51.26649575875525,48.67232682066,40.15946487825,56.069127206000005,127.21,112.0,143.0
calibration,33c,0.33,0.32,32,232,205,123,0.5301724137931034,8,0.06504065040650407,0.5185365853658537,0.540692021788618,0.4593079782113821,0.3942673278048781,0.20902966086206898,48.494881320000005,50.26824224614323,48.376798808459995,40.76496877,56.19749300624999,123.31,109.0,138.0
calibration,33c,0.33,0.33,33,232,205,121,0.521551724137931,8,0.06611570247933884,0.5157851239669422,0.5372277186776859,0.462772281322314,0.3966565788429752,0.2068769225862069,47.995446040000004,49.90789939758826,47.649178384260004,38.68912084925,56.02662461874999,121.25,107.475,136.0
calibration,33c,0.33,0.34,34,232,205,120,0.5172413793103449,8,0.06666666666666667,0.5121666666666667,0.5338224363333334,0.46617756366666663,0.39951089700000003,0.20664356741379314,47.941307640000005,49.85813713035606,47.895653414399995,39.090669777,56.402590242500004,120.1,106.0,135.0
calibration,33c,0.33,0.35,35,232,205,115,0.4956896551724138,8,0.06956521739130435,0.5050434782608696,0.5276470121739131,0.4723529878260869,0.4027877704347826,0.19965773103448273,46.320593599999995,48.51035865989746,46.37666622562,38.16944577175,53.92318798149999,115.78,102.475,130.0
calibration,33c,0.33,0.36,36,232,205,111,0.47844827586206895,8,0.07207207207207207,0.5003603603603604,0.522591698108108,0.477408301891892,0.4053362298198198,0.1939324203017241,44.99232151,47.44557923717559,45.02455232820001,36.718397384,53.01141642899999,110.974,95.0,127.0
calibration,33c,0.33,0.37,37,232,205,107,0.46120689655172414,8,0.07476635514018691,0.49459813084112153,0.5178711808411215,0.4821288191588785,0.4073624640186916,0.18787837780172414,43.58778365,46.144880493450906,43.62843289246,36.04481047675,51.76242201375,106.804,91.0,121.52499999999998
calibration,33c,0.33,0.38,38,232,205,106,0.45689655172413796,8,0.07547169811320754,0.4935094339622642,0.516859546981132,0.48314045301886793,0.40766875490566035,0.18626244836206893,43.212888019999994,45.782441990828346,43.10083247111999,34.679385102,50.909091526,105.706,90.0,120.0
calibration,33c,0.33,0.39,39,232,205,104,0.4482758620689655,8,0.07692307692307693,0.49088461538461536,0.5137881766346154,0.48621182336538465,0.40928874644230767,0.1834742656465517,42.566029629999996,45.25808291322161,42.16666233336,34.2907622665,50.03208648099999,104.146,90.0,119.0
calibration,33c,0.33,0.4,40,232,205,99,0.4267241379310345,8,0.08080808080808081,0.4855757575757576,0.5088521057575758,0.49114789424242433,0.41033981343434345,0.17510190314655172,40.62364153,43.48213813018788,41.02173457378001,33.2848209525,48.4673170065,98.896,83.0,114.0
calibration,33c,0.33,0.41,41,232,205,97,0.41810344827586204,8,0.08247422680412371,0.4831134020618557,0.5059083494845361,0.49409165051546394,0.41161742371134025,0.17209866422413794,39.9268901,43.02091659090627,39.719296722699994,31.544882328249997,46.77983144824999,97.126,82.475,111.0
calibration,33c,0.33,0.42,42,232,205,94,0.4051724137931034,8,0.0851063829787234,0.48217021276595745,0.5022304652127659,0.49776953478723407,0.4126631518085106,0.16719972530172414,38.79033627,42.06590487839966,38.8944109284,31.3441819735,46.778948797249996,93.636,80.0,108.0
calibration,33c,0.33,0.43,43,232,205,93,0.40086206896551724,8,0.08602150537634409,0.4809032258064517,0.4994966549462366,0.5005033450537636,0.41448183967741925,0.1661500478017241,38.54681108999999,41.8537155182501,38.85662162568,29.887363984,47.915992945999996,93.51,79.0,107.0
calibration,33c,0.33,0.44,44,232,205,87,0.375,8,0.09195402298850575,0.47613793103448276,0.49486516724137936,0.5051348327586207,0.413180809770115,0.15494280366379312,35.946730450000004,39.5339229590588,35.9034194485,27.88242941425,43.510383592000004,87.0,73.0,102.0
calibration,33c,0.33,0.45,45,232,205,82,0.35344827586206895,8,0.0975609756097561,0.4695609756097562,0.48841108024390234,0.5115889197560975,0.4140279441463415,0.14633746301724138,33.95029142,37.72715190251226,34.1499097982,26.21014612875,41.95766700075,82.196,68.475,97.0
calibration,33c,0.33,0.46,46,232,205,75,0.3232758620689655,8,0.10666666666666667,0.4628,0.4813034602666667,0.5186965397333333,0.4120298730666667,0.13319931241379313,30.902240480000003,35.008867367039095,30.75270152484,22.985214121250003,39.40258443875,74.022,59.475,89.0
calibration,33c,0.33,0.47,47,232,205,70,0.3017241379310345,8,0.11428571428571428,0.45914285714285713,0.4770889755714286,0.5229110244285714,0.40862531014285713,0.12329211943965518,28.60377171,32.959988235411714,28.317680317580002,20.696674999,35.97362832325,69.954,57.0,83.0
calibration,33c,0.33,0.48,48,232,205,61,0.2629310344827586,8,0.13114754098360656,0.450983606557377,0.4692601445901639,0.5307398554098361,0.3995923144262295,0.10506522060344828,24.37513118,29.295900108155678,24.60934670676,17.528196018,32.080888179999995,60.348,48.0,73.0
calibration,33c,0.33,0.49,49,232,205,46,0.19827586206896552,5,0.10869565217391304,0.4336956521739129,0.4518531821739131,0.5481468178260869,0.4394511656521739,0.08713255870689655,20.21475362,22.993898263623716,20.206830561540002,13.149161043500001,26.86084211225,46.122,35.0,58.0
calibration,33c,0.33,0.5,50,232,205,40,0.1724137931034483,5,0.125,0.42125,0.4390489255,0.5609510744999999,0.4359510745,0.07516397836206896,17.43804298,20.443989258975513,17.395373319600004,11.658562539750001,23.86555875175,40.346,29.0,52.0
calibration,33c,0.33,0.51,51,232,205,33,0.14224137931034483,5,0.15151515151515152,0.4087878787878788,0.4270992190909091,0.5729007809090908,0.4213856293939395,0.059938473146551735,13.905725770000002,17.184719948775953,13.796399809839999,7.74731945125,20.042852261249998,32.744,22.0,42.0
calibration,33c,0.33,0.52,52,232,205,30,0.12931034482758622,5,0.16666666666666666,0.40166666666666667,0.4203095746666667,0.5796904253333331,0.41302375866666663,0.05340824465517241,12.39071276,15.812612432671042,12.431369820160002,6.79945321725,18.589511570999996,30.334,21.0,41.0
calibration,33c,0.33,0.53,53,232,205,28,0.1206896551724138,5,0.17857142857142858,0.39642857142857146,0.41489786999999995,0.58510213,0.4065307014285714,0.04906405017241379,11.38285964,14.942943216363311,11.54010287642,5.64368382425,17.255936015,27.874,19.0,38.0
calibration,33c,0.33,0.54,54,232,205,26,0.11206896551724138,4,0.15384615384615385,0.39076923076923076,0.40932475038461535,0.5906752496153846,0.4368290957692308,0.04895498487068966,11.35755649,14.045402937061182,11.50807347946,5.4963836575,17.192264602999998,26.042,17.0,35.0
calibration,33c,0.33,0.55,55,232,205,24,0.10344827586206896,4,0.16666666666666666,0.3866666666666667,0.4056080775,0.5943919225,0.4277252558333333,0.044247440258620686,10.26540614,13.06764188911676,10.27125379322,5.12398376175,15.217579296749996,24.034,15.0,33.0
calibration,33c,0.33,0.56,56,232,205,22,0.09482758620689655,4,0.18181818181818182,0.3845454545454546,0.40202472590909094,0.5979752740909091,0.4161570922727273,0.03946317254310345,9.15545603,12.011303098730572,9.138588232799998,3.921493668,14.321729129,22.084,14.0,32.0
calibration,33c,0.33,0.57,57,232,205,19,0.08189655172413793,4,0.21052631578947367,0.38105263157894737,0.3960789231578947,0.6039210768421053,0.39339476105263155,0.032217674396551724,7.47450046,10.584968857664286,7.885895724379999,3.473188886,12.968951822249993,19.01,11.0,28.0
calibration,33c,0.33,0.58,58,232,205,14,0.0603448275862069,3,0.21428571428571427,0.37142857142857144,0.38598070714285715,0.6140192928571429,0.39973357857142855,0.024121853879310345,5.5962701,7.913552301688099,5.52093866036,1.78734952275,9.682694822,14.108,8.0,21.0
calibration,33c,0.33,0.59,59,232,205,11,0.04741379310344827,2,0.18181818181818182,0.36363636363636365,0.37849548363636365,0.6215045163636364,0.43968633454545464,0.020847196896551727,4.836549680000001,6.31526356629563,4.73927787974,1.3359497655000003,8.75985155975,10.818,5.0,17.524999999999977
calibration,33c,0.33,0.6,60,232,205,9,0.03879310344827586,1,0.1111111111111111,0.36000000000000004,0.3730509322222223,0.6269490677777778,0.5158379566666667,0.020010955215517243,4.64254161,5.277125135832218,4.7178542181,1.3366154660000003,8.45242226525,8.854,4.0,15.0
calibration,33c,0.33,0.61,61,232,205,6,0.02586206896551724,1,0.16666666666666666,0.35000000000000003,0.3626165616666666,0.6373834383333334,0.4707167716666667,0.012173709612068966,2.82430063,3.5688071183609047,2.8082476837600003,0.38894315600000035,5.71245385475,6.002,2.0,11.0
calibration,33c,0.33,0.62,62,232,205,5,0.021551724137931036,1,0.2,0.346,0.35859488799999995,0.641405112,0.441405112,0.009513041206896552,2.20702556,3.01312956024268,2.1890844460200003,-0.07285906525000001,4.7818705142499995,4.94,1.0,10.0
calibration,33c,0.33,0.63,63,232,205,4,0.017241379310344827,1,0.25,0.3425,0.3550961275,0.6449038725,0.39490387250000003,0.006808687456896553,1.5796154900000001,2.4554526259332112,1.5997286595,-0.40915972000000006,4.16512399475,4.07,1.0,8.0
calibration,33c,0.33,0.64,64,232,205,3,0.01293103448275862,1,0.3333333333333333,0.34,0.35228993000000003,0.64771007,0.3143767366666667,0.004065216422413793,0.9431302100000001,1.8488681947660441,0.98651419966,-0.7045798600000001,3.23855035,3.04,0.0,7.0
calibration,33c,0.33,0.65,65,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.66,66,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.67,67,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.68,68,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.69,69,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.7,70,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.71,71,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.72,72,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.73,73,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.74,74,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.75,75,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.76,76,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.77,77,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.78,78,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.79,79,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.8,80,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.81,81,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.82,82,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.83,83,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.84,84,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.85,85,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.86,86,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.87,87,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.88,88,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.89,89,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.9,90,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.91,91,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.92,92,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.93,93,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.94,94,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.95,95,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.96,96,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.97,97,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.98,98,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,33c,0.33,0.99,99,232,205,0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calibration,50c,0.5,0.0,0,232,205,189,0.8146551724137931,10,0.05291005291005291,0.850116402116402,0.8852004404761904,0.11479955952380953,0.06188950661375662,0.05041860668103449,11.697116750000001,11.64630412664226,11.62504937606,3.846701622750001,18.929080811,188.986,178.0,200.0
calibration,50c,0.5,0.01,1,232,205,177,0.7629310344827587,10,0.05649717514124294,0.8199491525423729,0.8547356543502824,0.1452643456497175,0.08876717050847457,0.06772322922413793,15.71178918,16.310437174575103,15.910656829219999,8.479609951750001,22.5985769335,176.88,164.0,190.0
calibration,50c,0.5,0.02,2,232,205,172,0.7413793103448276,10,0.05813953488372093,0.7864825581395347,0.8226671465697672,0.17733285343023253,0.11919331854651163,0.08836746030172414,20.50125079,21.321548917010308,20.83779251412,12.81338136275,28.01834711825,172.092,159.0,185.0
calibration,50c,0.5,0.03,3,232,205,170,0.7327586206896551,10,0.058823529411764705,0.7698588235294118,0.804441537470588,0.19555846252941175,0.13673493311764706,0.10019370099137931,23.24493863,24.11961001774901,23.19122850014,14.31340914975,30.809541088499994,169.73,158.0,182.0
calibration,50c,0.5,0.04,4,232,205,169,0.728448275862069,10,0.05917159763313609,0.756130177514793,0.7899921414792898,0.21000785852071008,0.15083626088757393,0.10987641418103447,25.491328089999996,26.387210132183327,25.4468988609,18.133611137249996,32.715523706,169.286,155.475,182.0
calibration,50c,0.5,0.05,5,232,205,159,0.6853448275862069,8,0.050314465408805034,0.7336226415094339,0.7699448233333334,0.23005517666666667,0.17974071125786162,0.12318436676724137,28.57877309,28.115404305851047,28.87667830834,21.3890361175,35.72788801625,159.23,145.0,172.0
calibration,50c,0.5,0.06,6,232,205,155,0.6681034482758621,8,0.05161290322580645,0.7198451612903225,0.7560953545806451,0.2439046454193548,0.19229174219354836,0.12847077603448273,29.805220039999995,29.56691272973524,29.8441169964,22.153517701000002,36.806134871,155.022,142.0,168.0
calibration,50c,0.5,0.07,7,232,205,152,0.6551724137931034,8,0.05263157894736842,0.7055986842105263,0.7408676120394737,0.2591323879605263,0.20650080901315787,0.1352936334913793,31.388122969999998,31.38854761340335,31.556422443939997,24.544890726000002,38.792986448499995,151.952,138.0,167.0
calibration,50c,0.5,0.08,8,232,205,149,0.6422413793103449,8,0.053691275167785234,0.6993355704697987,0.7345114251006711,0.2654885748993288,0.21179729973154363,0.1360249899137931,31.55779766,31.76271004671984,31.823167189299998,24.608804397750003,39.049732334,148.968,134.0,162.0
calibration,50c,0.5,0.09,9,232,205,145,0.625,7,0.04827586206896552,0.6864896551724138,0.7226120051724138,0.2773879948275862,0.22911213275862072,0.14319508297413794,33.22125925,32.65909329494082,33.35991145722,25.805019929750003,39.688365408749995,144.394,130.0,159.0
calibration,50c,0.5,0.1,10,232,205,143,0.6163793103448276,7,0.04895104895104895,0.6790279720279722,0.714011760909091,0.2859882390909091,0.23703719013986016,0.14610481978448278,33.89631819,33.38737583220218,33.74448789494,26.78519062375,40.214833041,142.936,128.0,157.52499999999998
calibration,50c,0.5,0.11,11,232,205,139,0.5991379310344828,7,0.050359712230215826,0.6731007194244605,0.7082334866906475,0.2917665133093525,0.2414068010791367,0.1446359713362069,33.55554535,33.2387603781315,33.552658126939995,26.831530855249998,40.37188033174999,139.434,123.475,155.0
calibration,50c,0.5,0.12,12,232,205,136,0.5862068965517241,7,0.051470588235294115,0.6697132352941175,0.7042203755882352,0.29577962441176475,0.24430903617647062,0.14321564189655175,33.226028920000005,33.039542475410755,33.12189562466,25.35080727125,39.986636820249984,136.356,121.475,153.0
calibration,50c,0.5,0.13,13,232,205,135,0.5818965517241379,7,0.05185185185185185,0.667637037037037,0.7012444122962963,0.2987555877037037,0.24690373585185188,0.14367243250000003,33.332004340000005,33.2104279076989,33.32188937722,26.284244895,39.606371699,135.034,120.0,150.0
calibration,50c,0.5,0.14,14,232,205,131,0.5646551724137931,7,0.05343511450381679,0.6596564885496182,0.6929569522137405,0.3070430477862595,0.25360793328244274,0.14320103129310346,33.22263926,33.3008167000766,33.251896341839995,25.701526077749996,40.129146347,130.87,117.475,145.52499999999998
calibration,50c,0.5,0.15,15,232,205,129,0.5560344827586207,7,0.05426356589147287,0.6552325581395348,0.6876091969767443,0.3123908030232558,0.2581272371317829,0.14352764478448274,33.298413589999996,33.52436631037991,33.24032656672,25.2350253765,40.378702630999996,129.014,112.0,144.0
calibration,50c,0.5,0.16,16,232,205,125,0.5387931034482759,6,0.048,0.64748,0.6800291150399999,0.3199708849599999,0.27197088496,0.1465360371551724,33.99636062,33.35005036532549,34.04734829768,26.85546814225,40.99809390174999,125.076,110.0,141.0
calibration,50c,0.5,0.17,17,232,205,123,0.5301724137931034,6,0.04878048780487805,0.6441869918699187,0.6750101756910568,0.3249898243089431,0.27620933650406504,0.14643857064655172,33.97374839,33.44018074542093,33.94640760732,26.875924866,40.992553050249995,123.17,108.0,139.0
calibration,50c,0.5,0.18,18,232,205,120,0.5172413793103449,6,0.05,0.6391249999999999,0.6690049658333334,0.3309950341666667,0.2809950341666667,0.14534225905172415,33.719404100000006,33.27534211354225,33.6521175249,26.81768754325,40.008286425499996,119.698,104.0,134.0
calibration,50c,0.5,0.19,19,232,205,117,0.5043103448275862,6,0.05128205128205128,0.63508547008547,0.6617620927350427,0.3382379072649572,0.286955855982906,0.14471480668103448,33.57383515,33.32136447332446,33.7002831547,27.05424271975,39.905424672500004,117.12,100.0,132.0
calibration,50c,0.5,0.2,20,232,205,114,0.49137931034482757,6,0.05263157894736842,0.6282368421052632,0.651459571754386,0.34854042824561404,0.2959088492982456,0.14540348629310346,33.73360882,33.71193520608985,34.07115477671999,26.983943782,41.01371789499999,114.196,99.475,128.0
calibration,50c,0.5,0.21,21,232,205,111,0.47844827586206895,6,0.05405405405405406,0.6247657657657658,0.6474403076576577,0.35255969234234236,0.2985056382882883,0.14281950797413795,33.134125850000004,33.2606940790737,33.261724362820004,25.9727738005,39.665255722,110.532,96.475,125.52499999999998
calibration,50c,0.5,0.22,22,232,205,109,0.4698275862068966,6,0.05504587155963303,0.6212752293577981,0.6442109774311927,0.3557890225688074,0.30074315100917426,0.14129742870689652,32.781003459999994,32.98613810422448,32.84451605158,25.87905802825,40.01061041724999,108.748,93.475,123.0
calibration,50c,0.5,0.23,23,232,205,108,0.46551724137931033,6,0.05555555555555555,0.6194537037037037,0.6424310241666666,0.35756897583333325,0.30201342027777783,0.1405924542672414,32.617449390000004,32.8718683194414,32.63745206184,25.348707967,39.24106518,108.084,94.0,123.52499999999998
calibration,50c,0.5,0.24,24,232,205,105,0.4525862068965517,6,0.05714285714285714,0.6143714285714286,0.6369689875238095,0.3630310124761904,0.30588815533333336,0.13844075995689656,32.11825631,32.49719561873388,32.152432960880006,25.5838545575,38.51006617749999,104.872,90.0,119.0
calibration,50c,0.5,0.25,25,232,205,100,0.43103448275862066,6,0.06,0.60649,0.6298216149000001,0.37017838510000006,0.31017838509999995,0.13369757978448274,31.017838509999997,31.713727284212624,31.038140041860004,23.80111761025,37.621918891499995,99.962,86.0,114.52499999999998
calibration,50c,0.5,0.26,26,232,205,94,0.4051724137931034,5,0.05319148936170213,0.6010531914893618,0.6225787908510638,0.3774212091489361,0.324229719787234,0.13136893818965517,30.47759366,30.58387137990165,30.358441814060004,23.956204144249998,36.2728870735,94.006,78.0,107.52499999999998
calibration,50c,0.5,0.27,27,232,205,91,0.3922413793103448,5,0.054945054945054944,0.5969230769230769,0.6175924053846154,0.3824075946153846,0.3274625396703297,0.12844435823275863,29.799091110000003,30.052664395507087,30.082267352160002,23.150520104749997,36.865174352749996,91.14,75.0,108.0
calibration,50c,0.5,0.28,28,232,205,87,0.375,5,0.05747126436781609,0.5895402298850575,0.6096699142528736,0.3903300857471265,0.3328588213793104,0.12482205801724139,28.958717460000003,29.33772147758187,28.954387536840002,23.153070396,35.074705488999996,86.68,72.0,100.0
calibration,50c,0.5,0.29,29,232,205,83,0.3577586206896552,5,0.060240963855421686,0.5842168674698794,0.604591583493976,0.3954084165060241,0.33516745265060244,0.11990904556034483,27.81889857,28.42887364333208,27.76819211364,21.12064897125,33.66000457175,83.432,69.0,97.52499999999998
calibration,50c,0.5,0.3,30,232,205,79,0.34051724137931033,5,0.06329113924050633,0.5783544303797468,0.5990518460759493,0.40094815392405053,0.33765701468354425,0.11497803517241378,26.674904159999997,27.5222965548269,26.938134539399996,20.6759084525,33.41015922525,79.162,65.0,92.0
calibration,50c,0.5,0.31,31,232,205,77,0.33189655172413796,5,0.06493506493506493,0.5755844155844155,0.596108978051948,0.4038910219480519,0.33895595701298703,0.11249831331896552,26.09960869,27.12333289872005,26.159524602179996,19.817704179,31.923287445499998,76.73,63.0,90.52499999999998
calibration,50c,0.5,0.32,32,232,205,73,0.3146551724137931,4,0.0547945205479452,0.5716438356164383,0.5911654350684932,0.4088345649315068,0.3540400443835616,0.11140053120689655,25.84492324,26.12507938610803,25.7748704961,19.457609076,32.313562015500004,72.858,59.0,87.0
calibration,50c,0.5,0.33,33,232,205,70,0.3017241379310345,4,0.05714285714285714,0.5671428571428571,0.5854603158571429,0.4145396841428571,0.35739682700000003,0.10783524952586207,25.01777789,25.505714584276987,24.935552509959997,17.9933208305,31.558224608,69.974,58.0,84.0
calibration,50c,0.5,0.34,34,232,205,68,0.29310344827586204,3,0.04411764705882353,0.5644117647058823,0.5828431398529411,0.4171568601470588,0.3730392130882353,0.10933907969827586,25.36666649,24.88350351097607,25.2996872999,19.044377178,31.88609539575,67.808,54.0,81.0
calibration,50c,0.5,0.35,35,232,205,63,0.27155172413793105,3,0.047619047619047616,0.5560317460317461,0.5754165384126982,0.4245834615873015,0.376964413968254,0.10236533655172414,23.74875808,23.53853067051747,23.8533818513,17.55739403325,29.972357967,62.916,51.0,76.52499999999998
calibration,50c,0.5,0.36,36,232,205,59,0.2543103448275862,3,0.05084745762711865,0.5508474576271186,0.570377915423729,0.42962208457627116,0.3787746269491526,0.09632630599137931,22.347702990000002,22.400968247795607,22.22312934764,16.498156047499997,28.707584278999995,58.95,46.0,71.0
calibration,50c,0.5,0.37,37,232,205,53,0.22844827586206898,3,0.05660377358490566,0.5439622641509434,0.5630528139622643,0.4369471860377358,0.3803434124528302,0.08688879681034484,20.15820086,20.387572121072818,20.32331747648,14.250638174999999,26.486293254499998,52.858,40.475,66.0
calibration,50c,0.5,0.38,38,232,205,52,0.22413793103448276,3,0.057692307692307696,0.5426923076923077,0.5618595148076924,0.43814048519230764,0.38044817750000004,0.08527286737068968,19.783305230000003,20.025133618450255,19.875409131159998,13.87466585625,25.69951857775,52.216,41.0,65.0
calibration,50c,0.5,0.39,39,232,205,49,0.21120689655172414,3,0.061224489795918366,0.54,0.5581410906122449,0.44185890938775507,0.38063441959183675,0.08039261448275861,18.65108656,19.06682089840682,18.8082715822,12.678714038249998,25.20124494625,48.924,35.475,61.0
calibration,50c,0.5,0.4,40,232,205,44,0.1896551724137931,3,0.06818181818181818,0.5343181818181818,0.5528545831818182,0.4471454168181817,0.37896359863636353,0.07187240663793101,16.674398339999996,17.256575995373097,16.61639883498,10.858275824,22.061113911999993,44.124,32.475,56.0
calibration,50c,0.5,0.41,41,232,205,42,0.1810344827586207,3,0.07142857142857142,0.5314285714285715,0.5491058123809525,0.4508941876190476,0.37946561619047614,0.06869636155172412,15.937555879999998,16.75526342609148,15.885180290819997,10.374527775249998,21.58709140775,42.41,30.475,56.0
calibration,50c,0.5,0.42,42,232,205,39,0.16810344827586207,3,0.07692307692307693,0.5284615384615385,0.546171897948718,0.45382810205128205,0.3769050251282051,0.06335903439655172,14.699295979999999,15.698545643584875,14.922161879339997,9.200129713499997,20.718002731249996,38.988,29.0,50.52499999999998
calibration,50c,0.5,0.43,43,232,205,38,0.16379310344827586,3,0.07894736842105263,0.5276315789473685,0.5450627755263159,0.45493722447368407,0.3759898560526315,0.061584545387931025,14.287614529999997,15.31820001343532,14.401670841059998,9.4562532025,19.679036458499997,37.724,27.0,50.0
calibration,50c,0.5,0.44,44,232,205,32,0.13793103448275862,3,0.09375,0.5234375,0.5407145931249999,0.45928540687499997,0.36553540687499997,0.05041867681034482,11.697133019999999,13.008006584244011,11.688125266559998,6.774502533749999,16.538583855,31.934,21.0,42.0
