price_col,low,high,spot_mode,min_favorable_distance,max_abs_distance,rule,opportunities,known_quantity_rows,missing_quantity_rows,successes,failures,total_floor_contract_capacity,median_floor_contract_capacity,max_floor_contract_capacity,scaled_gross_profit_before_fees,scaled_fees,scaled_net_profit,scaled_turnover_cost,max_single_trade_cost,min_cumulative_pnl,max_drawdown
ask_p,0.525,0.95,agrees,50.0,75.0,0.53 < ask p < 0.95; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,19,13,6,16,3,14320,830.0,3458,3741.39,208.678883,3532.711117,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.5,0.875,agrees,50.0,75.0,0.50 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.5,0.9,agrees,50.0,75.0,0.50 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.5,0.925,agrees,50.0,75.0,0.50 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.95,agrees,50.0,75.0,0.53 < mid p < 0.95; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.95,agrees,50.0,75.0,0.55 < mid p < 0.95; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.5,0.875,agrees,50.0,75.0,0.50 < ask p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.5,0.9,agrees,50.0,75.0,0.50 < ask p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.5,0.925,agrees,50.0,75.0,0.50 < ask p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.525,0.875,agrees,50.0,75.0,0.53 < ask p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.525,0.9,agrees,50.0,75.0,0.53 < ask p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.525,0.925,agrees,50.0,75.0,0.53 < ask p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.95,agrees,50.0,75.0,0.55 < ask p < 0.95; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.95,agrees,50.0,75.0,0.57 < ask p < 0.95; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,17,13,4,14,3,14320,830.0,3458,3741.39,208.67888300000004,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.5,0.85,agrees,50.0,75.0,0.50 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,16,13,3,13,3,14320,830.0,3458,3741.39,208.678883,3532.711117,9967.609999999999,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.5,0.8,agrees,50.0,75.0,0.50 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.5,0.825,agrees,50.0,75.0,0.50 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.875,agrees,50.0,75.0,0.53 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.9,agrees,50.0,75.0,0.53 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.925,agrees,50.0,75.0,0.53 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.875,agrees,50.0,75.0,0.55 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.9,agrees,50.0,75.0,0.55 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.925,agrees,50.0,75.0,0.55 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.5,0.8,agrees,50.0,75.0,0.50 < ask p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.5,0.825,agrees,50.0,75.0,0.50 < ask p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.5,0.85,agrees,50.0,75.0,0.50 < ask p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.525,0.8,agrees,50.0,75.0,0.53 < ask p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.525,0.825,agrees,50.0,75.0,0.53 < ask p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.525,0.85,agrees,50.0,75.0,0.53 < ask p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.875,agrees,50.0,75.0,0.55 < ask p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.9,agrees,50.0,75.0,0.55 < ask p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.925,agrees,50.0,75.0,0.55 < ask p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.875,agrees,50.0,75.0,0.57 < ask p < 0.88; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.9,agrees,50.0,75.0,0.57 < ask p < 0.90; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.925,agrees,50.0,75.0,0.57 < ask p < 0.93; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,15,13,2,12,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.85,agrees,50.0,75.0,0.53 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,14,13,1,11,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.85,agrees,50.0,75.0,0.55 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,14,13,1,11,3,14320,830.0,3458,3741.3900000000003,208.67888300000004,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.8,agrees,50.0,75.0,0.53 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.525,0.825,agrees,50.0,75.0,0.53 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.8,agrees,50.0,75.0,0.55 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
mid_p,0.55,0.825,agrees,50.0,75.0,0.55 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.8,agrees,50.0,75.0,0.55 < ask p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.825,agrees,50.0,75.0,0.55 < ask p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.55,0.85,agrees,50.0,75.0,0.55 < ask p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.8,agrees,50.0,75.0,0.57 < ask p < 0.80; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.825,agrees,50.0,75.0,0.57 < ask p < 0.82; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.85,agrees,50.0,75.0,0.57 < ask p < 0.85; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $75,13,13,0,10,3,14320,830.0,3458,3741.3900000000003,208.678883,3532.7111169999994,9967.61,2282.28,-181.88303399999998,-222.84841400000005
ask_p,0.575,0.75,agrees,25.0,200.0,0.57 < ask p < 0.75; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $200,34,34,0,26,8,43863,571.5,5236,4214.64,682.7205560000001,3531.919444,28835.359999999997,3508.1200000000003,-5275.113902,-6297.108302
ask_p,0.65,0.725,agrees,50.0,150.0,0.65 < ask p < 0.72; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $150,8,8,0,7,1,12241,827.5,5236,3703.3499999999995,187.25151900000003,3516.0984809999995,8279.650000000001,3508.1200000000003,-145.98815399999998,-181.88303399999998
mid_p,0.575,0.75,agrees,,,0.57 < mid p < 0.75; spot agrees with selected side,43,43,0,32,11,52731,594.0,5236,4332.949999999999,817.5067810000002,3515.4432189999998,34805.05000000001,3508.1200000000003,-6333.0031819999995,-5824.759982
ask_p,0.65,0.875,agrees,25.0,75.0,0.65 < ask p < 0.88; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,14,12,2,12,2,15518,775.0,3458,3725.53,214.57068500000003,3510.959315,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
ask_p,0.65,0.9,agrees,25.0,75.0,0.65 < ask p < 0.90; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,14,12,2,12,2,15518,775.0,3458,3725.53,214.57068500000003,3510.959315,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
ask_p,0.65,0.925,agrees,25.0,75.0,0.65 < ask p < 0.93; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,14,12,2,12,2,15518,775.0,3458,3725.53,214.57068500000003,3510.959315,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
ask_p,0.65,0.8,agrees,25.0,75.0,0.65 < ask p < 0.80; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,12,12,0,10,2,15518,775.0,3458,3725.5299999999997,214.57068500000003,3510.959315,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
ask_p,0.65,0.825,agrees,25.0,75.0,0.65 < ask p < 0.82; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,12,12,0,10,2,15518,775.0,3458,3725.5299999999997,214.57068500000003,3510.959315,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
ask_p,0.65,0.85,agrees,25.0,75.0,0.65 < ask p < 0.85; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,12,12,0,10,2,15518,775.0,3458,3725.5299999999997,214.57068500000003,3510.959315,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
ask_p,0.65,0.95,agrees,25.0,75.0,0.65 < ask p < 0.95; spot agrees with selected side; favored spot distance >= $25; |spot-target| <= $75,16,12,4,14,2,15518,775.0,3458,3725.5299999999997,214.570685,3510.9593149999996,11256.470000000001,2507.86,-181.88303399999998,-222.84841400000005
mid_p,0.675,0.925,agrees,75.0,200.0,0.68 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,30,19,11,27,3,19256,338.0,5236,3770.5499999999993,259.85474899999997,3510.6952509999996,14154.450000000003,3508.1200000000003,35.89488,-984.43125
mid_p,0.675,0.95,agrees,75.0,200.0,0.68 < mid p < 0.95; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,30,19,11,27,3,19256,338.0,5236,3770.5499999999993,259.85474899999997,3510.6952509999996,14154.450000000003,3508.1200000000003,35.89488,-984.43125
mid_p,0.675,0.9,agrees,75.0,200.0,0.68 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,28,19,9,25,3,19256,338.0,5236,3770.5499999999993,259.85474899999997,3510.6952509999996,14154.450000000003,3508.1200000000003,35.89488,-984.43125
mid_p,0.675,0.825,agrees,75.0,200.0,0.68 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,22,19,3,19,3,19256,338.0,5236,3770.5499999999993,259.85474899999997,3510.6952509999996,14154.45,3508.1200000000003,35.89488,-984.43125
mid_p,0.675,0.8,agrees,75.0,200.0,0.68 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,19,19,0,17,2,19256,338.0,5236,3770.5499999999993,259.85474899999997,3510.6952509999996,14154.450000000003,3508.1200000000003,35.89488,-984.43125
mid_p,0.675,0.875,agrees,75.0,200.0,0.68 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,27,19,8,24,3,19256,338.0,5236,3770.5499999999993,259.85474899999997,3510.695250999999,14154.45,3508.1200000000003,35.89488,-984.43125
mid_p,0.675,0.85,agrees,75.0,200.0,0.68 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,25,19,6,22,3,19256,338.0,5236,3770.5499999999997,259.854749,3510.695250999999,14154.45,3508.1200000000003,35.89488,-984.43125
ask_p,0.575,0.7,agrees,,150.0,0.57 < ask p < 0.70; spot agrees with selected side; |spot-target| <= $150,25,25,0,19,6,38519,1106.0,5236,4135.339999999999,625.28466,3510.0553400000013,24316.66,3508.1200000000003,-4802.765582,-5824.759982
mid_p,0.675,0.825,agrees,75.0,150.0,0.68 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,15,12,3,13,2,13542,241.0,5236,3685.9900000000002,186.97912099999996,3499.010879,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.825,agrees,75.0,150.0,0.70 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,15,12,3,13,2,13542,241.0,5236,3685.9900000000002,186.97912099999996,3499.010879,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.675,0.925,agrees,75.0,150.0,0.68 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,22,12,10,20,2,13542,241.0,5236,3685.9899999999993,186.97912099999996,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.675,0.95,agrees,75.0,150.0,0.68 < mid p < 0.95; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,22,12,10,20,2,13542,241.0,5236,3685.9899999999993,186.97912099999996,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.925,agrees,75.0,150.0,0.70 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,22,12,10,20,2,13542,241.0,5236,3685.9899999999993,186.97912099999996,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.95,agrees,75.0,150.0,0.70 < mid p < 0.95; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,22,12,10,20,2,13542,241.0,5236,3685.9899999999993,186.97912099999996,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.675,0.9,agrees,75.0,150.0,0.68 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,21,12,9,19,2,13542,241.0,5236,3685.9899999999993,186.97912100000002,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.9,agrees,75.0,150.0,0.70 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,21,12,9,19,2,13542,241.0,5236,3685.9899999999993,186.97912100000002,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.675,0.875,agrees,75.0,150.0,0.68 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,20,12,8,18,2,13542,241.0,5236,3685.9899999999993,186.97912100000002,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.875,agrees,75.0,150.0,0.70 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,20,12,8,18,2,13542,241.0,5236,3685.9899999999993,186.97912100000002,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.675,0.85,agrees,75.0,150.0,0.68 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,18,12,6,16,2,13542,241.0,5236,3685.9899999999993,186.97912100000002,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.85,agrees,75.0,150.0,0.70 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,18,12,6,16,2,13542,241.0,5236,3685.9899999999993,186.97912100000002,3499.0108789999995,9815.01,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.675,0.8,agrees,75.0,150.0,0.68 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,12,12,0,11,1,13542,241.0,5236,3685.99,186.97912099999996,3499.0108789999995,9815.010000000002,3508.1200000000003,35.89488,-32.86613299999999
mid_p,0.7,0.8,agrees,75.0,150.0,0.70 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,12,12,0,11,1,13542,241.0,5236,3685.99,186.97912099999996,3499.0108789999995,9815.010000000002,3508.1200000000003,35.89488,-32.86613299999999
ask_p,0.575,0.75,agrees,75.0,200.0,0.57 < ask p < 0.75; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,18,18,0,14,4,16029,353.5,5236,3745.5499999999997,247.23285300000003,3498.317147,10637.450000000003,3508.1200000000003,-508.2432,-306.9478360000003
ask_p,0.6,0.775,agrees,50.0,100.0,0.60 < ask p < 0.78; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $100,12,12,0,10,2,14189,1045.5,3458,3690.69,199.62624500000004,3491.063754999999,10165.31,2282.28,-181.88303399999998,-47.73689999999999
mid_p,0.7,0.925,agrees,75.0,200.0,0.70 < mid p < 0.93; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,29,18,11,26,3,19165,353.5,5236,3743.249999999999,258.517049,3484.7329509999995,14090.750000000002,3508.1200000000003,35.89488,-984.43125
mid_p,0.7,0.95,agrees,75.0,200.0,0.70 < mid p < 0.95; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,29,18,11,26,3,19165,353.5,5236,3743.249999999999,258.517049,3484.7329509999995,14090.750000000002,3508.1200000000003,35.89488,-984.43125
mid_p,0.7,0.9,agrees,75.0,200.0,0.70 < mid p < 0.90; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,27,18,9,24,3,19165,353.5,5236,3743.2499999999995,258.517049,3484.7329509999995,14090.750000000002,3508.1200000000003,35.89488,-984.43125
mid_p,0.7,0.875,agrees,75.0,200.0,0.70 < mid p < 0.88; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,26,18,8,23,3,19165,353.5,5236,3743.2499999999995,258.51704900000004,3484.7329509999995,14090.750000000002,3508.1200000000003,35.89488,-984.43125
mid_p,0.7,0.85,agrees,75.0,200.0,0.70 < mid p < 0.85; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,24,18,6,21,3,19165,353.5,5236,3743.25,258.51704900000004,3484.7329509999995,14090.75,3508.1200000000003,35.89488,-984.43125
mid_p,0.7,0.825,agrees,75.0,200.0,0.70 < mid p < 0.82; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,21,18,3,18,3,19165,353.5,5236,3743.25,258.517049,3484.7329509999995,14090.75,3508.1200000000003,35.89488,-984.43125
mid_p,0.7,0.8,agrees,75.0,200.0,0.70 < mid p < 0.80; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $200,18,18,0,16,2,19165,353.5,5236,3743.249999999999,258.51704900000004,3484.7329509999995,14090.750000000002,3508.1200000000003,35.89488,-984.43125
mid_p,0.725,0.75,agrees,50.0,150.0,0.72 < mid p < 0.75; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $150,6,6,0,6,0,12489,1688.0,5236,3661.3399999999997,180.22741800000003,3481.1125819999997,8827.66,3508.1200000000003,347.51520700000003,0.0
mid_p,0.625,0.75,agrees,75.0,150.0,0.62 < mid p < 0.75; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,8,8,0,8,0,11592,675.0,5236,3644.1,173.279582,3470.820418,7947.9000000000015,3508.1200000000003,337.073408,0.0
ask_p,0.575,0.75,none,,,0.57 < ask p < 0.75,64,64,0,46,18,80750,829.0,5236,4717.82,1256.775156,3461.044844,53204.18,3508.1200000000003,-4579.622706,-6136.583762
ask_p,0.65,0.7,agrees,,,0.65 < ask p < 0.70; spot agrees with selected side,7,7,0,6,1,11838,1106.0,5236,3632.7599999999993,182.754194,3450.005805999999,7947.240000000001,3508.1200000000003,-181.88303399999998,0.0
ask_p,0.575,0.725,agrees,75.0,150.0,0.57 < ask p < 0.72; spot agrees with selected side; favored spot distance >= $75; |spot-target| <= $150,10,10,0,9,1,10249,368.5,5236,3610.4799999999996,162.64980200000002,3447.830198,6635.5199999999995,3508.1200000000003,34.103724,-1.7911560000000009
ask_p,0.6,0.725,agrees,,,0.60 < ask p < 0.72; spot agrees with selected side,25,25,0,20,5,30264,369.0,5236,3923.6299999999997,476.39613700000007,3447.2338630000004,19852.37,3508.1200000000003,-3353.797946,-3389.692826
ask_p,0.6,0.8,agrees,75.0,,0.60 < ask p < 0.80; spot agrees with selected side; favored spot distance >= $75,29,29,0,25,4,24538,338.0,5236,3784.2099999999996,338.57751899999994,3445.6324809999996,17779.789999999997,3508.1200000000003,-636.0550000000001,-1009.0232880000001
ask_p,0.6,0.675,agrees,50.0,150.0,0.60 < ask p < 0.68; spot agrees with selected side; favored spot distance >= $50; |spot-target| <= $150,7,7,0,6,1,10838,429.0,5236,3607.6499999999996,170.028509,3437.6214909999994,7155.35,3508.1200000000003,-47.7369,0.0
ask_p,0.675,0.8,agrees,,200.0,0.68 < ask p < 0.80; spot agrees with selected side; |spot-target| <= $200,31,31,0,26,5,27636,520.0,3389,3798.28,362.412918,3435.8670819999993,20696.719999999994,2507.86,-145.98815399999998,-1009.023288
ask_p,0.65,0.7,agrees,25.0,,0.65 < ask p < 0.70; spot agrees with selected side; favored spot distance >= $25,6,6,0,5,1,11765,1234.0,5236,3608.6699999999996,181.624373,3427.0456269999995,7898.330000000001,3508.1200000000003,-181.88303399999998,0.0
