timestamp_utc,event,contract_id,close_time,remaining_seconds,entry_seconds,band_low,band_high,yes_bid,yes_ask,no_bid,no_ask,yes_mid,selected_side,selected_probability,selected_ask,selected_ask_qty,contracts,dry_run,order_status,order_id,fill_price,filled_size,actual_side,actual_label,correct,kalshi_price,kalshi_target,kalshi_target_source,successful_count,unsuccessful_count,skipped_count,valid_orderbook,invalid_orderbook_reasons,reason
2026-06-05T06:19:33.470Z,decision,KXBTC15M-26JUN050230-30,2026-06-05T06:30:00Z,629.025,630.0,0.55,0.8,0.28,0.29,0.71,0.72,0.28500000000000003,NO,0.715,0.72,238.0,2,0,filled,719167c8-b564-4ce5-88a5-adf384356027,0.72,2.0,,,,,,,15,8,10,1,,filled 2 at 72.0c
2026-06-05T06:30:07.030Z,outcome,KXBTC15M-26JUN050230-30,2026-06-05T06:30:00Z,-6.170,630.0,0.55,0.8,,,,,,NO,0.715,0.72,238.0,2,0,filled,719167c8-b564-4ce5-88a5-adf384356027,0.72,2.0,NO,0,1,61617.23,62073.67,observed_source_snapshot,16,8,10,1,,successful
2026-06-05T06:34:36.654Z,decision,KXBTC15M-26JUN050245-45,2026-06-05T06:45:00Z,627.106,630.0,0.55,0.8,0.71,0.73,0.27,0.29,0.705,YES,0.705,0.71,155.0,2,0,filled,8937fe71-9bd8-4e42-9faf-d2e6da3ce20b,0.71,2.0,,,,,,,16,8,10,1,,filled 2 at 71.0c
2026-06-05T06:45:05.473Z,outcome,KXBTC15M-26JUN050245-45,2026-06-05T06:45:00Z,-2.250,630.0,0.55,0.8,,,,,,YES,0.705,0.71,155.0,2,0,filled,8937fe71-9bd8-4e42-9faf-d2e6da3ce20b,0.71,2.0,YES,1,1,61794.33,61596.45,observed_source_snapshot,17,8,10,1,,successful
2026-06-05T06:49:33.936Z,decision,KXBTC15M-26JUN050300-00,2026-06-05T07:00:00Z,629.656,630.0,0.55,0.8,0.26,0.27,0.73,0.74,0.265,NO,0.735,0.74,3215.45,2,0,filled,2e1667c7-33a1-4f81-9b67-19a5ab811715,0.74,2.0,,,,,,,17,8,10,1,,filled 2 at 74.0c
2026-06-05T07:00:10.498Z,outcome,KXBTC15M-26JUN050300-00,2026-06-05T07:00:00Z,-6.597,630.0,0.55,0.8,,,,,,NO,0.735,0.74,3215.45,2,0,filled,2e1667c7-33a1-4f81-9b67-19a5ab811715,0.74,2.0,NO,0,1,61970.71,62047.66,observed_source_snapshot,18,8,10,1,,successful
2026-06-05T07:04:34.488Z,decision,KXBTC15M-26JUN050315-15,2026-06-05T07:15:00Z,628.306,630.0,0.55,0.8,0.19,0.2,0.8,0.81,0.195,,0.8049999999999999,,,2,0,skip,,,,,,,,,,18,8,11,1,,more likely side 0.8050 outside band 0.55-0.80
2026-06-05T07:15:06.407Z,outcome,KXBTC15M-26JUN050315-15,2026-06-05T07:15:00Z,-5.544,630.0,0.55,0.8,,,,,,,0.8049999999999999,,,2,0,skip,,,0.0,NO,0,,61504.15,61868.44,observed_source_snapshot,18,8,11,1,,skipped
2026-06-05T07:19:33.372Z,decision,KXBTC15M-26JUN050330-30,2026-06-05T07:30:00Z,629.112,630.0,0.55,0.8,0.77,0.78,0.22,0.23,0.775,YES,0.775,0.78,369.0,2,0,filled,9ba46cae-5a41-4f10-a0c4-b16ae0116938,0.78,2.0,,,,,,,18,8,11,1,,filled 2 at 78.0c
2026-06-05T07:30:08.133Z,outcome,KXBTC15M-26JUN050330-30,2026-06-05T07:30:00Z,-6.888,630.0,0.55,0.8,,,,,,YES,0.775,0.78,369.0,2,0,filled,9ba46cae-5a41-4f10-a0c4-b16ae0116938,0.78,2.0,YES,1,1,62201.49,61478.53,observed_source_snapshot,19,8,11,1,,successful
2026-06-05T07:34:35.864Z,decision,KXBTC15M-26JUN050345-45,2026-06-05T07:45:00Z,627.104,630.0,0.55,0.8,0.77,0.78,0.22,0.23,0.795,YES,0.795,0.8,1277.66,2,0,filled,4f9737a4-4acd-4f95-bcaa-e80004a7082e,0.79,2.0,,,,,,,19,8,11,1,,filled 2 at 79.0c
2026-06-05T07:45:06.486Z,outcome,KXBTC15M-26JUN050345-45,2026-06-05T07:45:00Z,-4.807,630.0,0.55,0.8,,,,,,YES,0.795,0.8,1277.66,2,0,filled,4f9737a4-4acd-4f95-bcaa-e80004a7082e,0.79,2.0,YES,1,1,62802.7,62177.66,observed_source_snapshot,20,8,11,1,,successful
2026-06-05T07:49:33.126Z,decision,KXBTC15M-26JUN050400-00,2026-06-05T08:00:00Z,629.432,630.0,0.55,0.8,0.65,0.66,0.34,0.35,0.605,YES,0.605,0.61,3458.45,2,0,filled,263132f8-6e94-43de-bafb-20005edfa1c9,0.61,2.0,,,,,,,20,8,11,1,,filled 2 at 61.0c
2026-06-05T08:00:07.831Z,outcome,KXBTC15M-26JUN050400-00,2026-06-05T08:00:00Z,-6.993,630.0,0.55,0.8,,,,,,YES,0.605,0.61,3458.45,2,0,filled,263132f8-6e94-43de-bafb-20005edfa1c9,0.61,2.0,YES,1,1,62892.78,62790.98,observed_source_snapshot,21,8,11,1,,successful
2026-06-05T08:04:34.341Z,decision,KXBTC15M-26JUN050415-15,2026-06-05T08:15:00Z,627.905,630.0,0.55,0.8,0.24,0.25,0.75,0.76,0.245,NO,0.755,0.76,830.03,2,0,filled,e57a049b-654a-4e68-8788-e485bad2d8c9,0.76,2.0,,,,,,,21,8,11,1,,filled 2 at 76.0c
2026-06-05T08:15:06.272Z,outcome,KXBTC15M-26JUN050415-15,2026-06-05T08:15:00Z,-5.380,630.0,0.55,0.8,,,,,,NO,0.755,0.76,830.03,2,0,filled,e57a049b-654a-4e68-8788-e485bad2d8c9,0.76,2.0,NO,0,1,62717.04,63002.09,observed_source_snapshot,22,8,11,1,,successful
2026-06-05T08:19:35.291Z,decision,KXBTC15M-26JUN050430-30,2026-06-05T08:30:00Z,627.104,630.0,0.55,0.8,0.25,0.26,0.74,0.75,0.215,NO,0.785,0.79,1290.0,2,0,filled,b2aec17f-e475-4268-a5c5-8307f70c902c,0.79,2.0,,,,,,,22,8,11,1,,filled 2 at 79.0c
2026-06-05T08:30:05.529Z,outcome,KXBTC15M-26JUN050430-30,2026-06-05T08:30:00Z,-2.395,630.0,0.55,0.8,,,,,,NO,0.785,0.79,1290.0,2,0,filled,b2aec17f-e475-4268-a5c5-8307f70c902c,0.79,2.0,YES,1,0,62750.91,62729.83,observed_source_snapshot,22,9,11,1,,unsuccessful
2026-06-05T08:34:34.821Z,decision,KXBTC15M-26JUN050445-45,2026-06-05T08:45:00Z,628.308,630.0,0.55,0.8,0.23,0.24,0.76,0.77,0.235,NO,0.765,0.77,253.0,2,0,filled,64dd20f9-e4bc-496f-ab23-39bf993ad797,0.77,2.0,,,,,,,22,9,11,1,,filled 2 at 77.0c
2026-06-05T08:45:06.438Z,outcome,KXBTC15M-26JUN050445-45,2026-06-05T08:45:00Z,-5.222,630.0,0.55,0.8,,,,,,NO,0.765,0.77,253.0,2,0,filled,64dd20f9-e4bc-496f-ab23-39bf993ad797,0.77,2.0,NO,0,1,62540.04,62771.83,observed_source_snapshot,23,9,11,1,,successful
2026-06-05T08:49:34.246Z,decision,KXBTC15M-26JUN050500-00,2026-06-05T09:00:00Z,629.185,630.0,0.55,0.8,0.55,0.56,0.44,0.45,0.575,YES,0.575,0.58,298.74,2,0,filled,2b7261fc-8bd9-4455-b66c-26da67e25027,0.58,2.0,,,,,,,23,9,11,1,,filled 2 at 58.0c
2026-06-05T09:00:07.533Z,outcome,KXBTC15M-26JUN050500-00,2026-06-05T09:00:00Z,-6.569,630.0,0.55,0.8,,,,,,YES,0.575,0.58,298.74,2,0,filled,2b7261fc-8bd9-4455-b66c-26da67e25027,0.58,2.0,NO,0,0,62416.83,62527.7,observed_source_snapshot,23,10,11,1,,unsuccessful
2026-06-05T09:04:34.748Z,decision,KXBTC15M-26JUN050515-15,2026-06-05T09:15:00Z,627.988,630.0,0.55,0.8,0.59,0.6,0.4,0.41,0.645,YES,0.645,0.65,1379.01,2,0,filled,cfb2b393-9216-4207-b43d-7471876c53f4,0.65,2.0,,,,,,,23,10,11,1,,filled 2 at 65.0c
2026-06-05T09:15:06.059Z,outcome,KXBTC15M-26JUN050515-15,2026-06-05T09:15:00Z,-5.217,630.0,0.55,0.8,,,,,,YES,0.645,0.65,1379.01,2,0,filled,cfb2b393-9216-4207-b43d-7471876c53f4,0.65,2.0,YES,1,1,62961.16,62408.8,observed_source_snapshot,24,10,11,1,,successful
2026-06-05T09:19:34.580Z,decision,KXBTC15M-26JUN050530-30,2026-06-05T09:30:00Z,627.975,630.0,0.55,0.8,0.59,0.6,0.4,0.41,0.625,YES,0.625,0.63,1108.74,2,0,filled,e4dda691-293e-4cc2-ac3d-8bc8cc1e8557,0.63,2.0,,,,,,,24,10,11,1,,filled 2 at 63.0c
2026-06-05T09:30:08.443Z,outcome,KXBTC15M-26JUN050530-30,2026-06-05T09:30:00Z,-7.547,630.0,0.55,0.8,,,,,,YES,0.625,0.63,1108.74,2,0,filled,e4dda691-293e-4cc2-ac3d-8bc8cc1e8557,0.63,2.0,YES,1,1,63077.67,62958.84,observed_source_snapshot,25,10,11,1,,successful
2026-06-05T09:34:36.409Z,decision,KXBTC15M-26JUN050545-45,2026-06-05T09:45:00Z,626.702,630.0,0.55,0.8,0.21,0.22,0.78,0.79,0.225,NO,0.775,0.78,3.21,2,0,filled,07c3a9b8-f94c-43a5-89de-108e4e644fc0,0.77,2.0,,,,,,,25,10,11,1,,filled 2 at 77.0c
2026-06-05T09:45:09.207Z,outcome,KXBTC15M-26JUN050545-45,2026-06-05T09:45:00Z,-6.738,630.0,0.55,0.8,,,,,,NO,0.775,0.78,3.21,2,0,filled,07c3a9b8-f94c-43a5-89de-108e4e644fc0,0.77,2.0,NO,0,1,62761.35,63070.68,observed_source_snapshot,26,10,11,1,,successful
2026-06-05T09:49:34.811Z,decision,KXBTC15M-26JUN050600-00,2026-06-05T10:00:00Z,628.040,630.0,0.55,0.8,0.64,0.65,0.35,0.36,0.645,YES,0.645,0.65,1271.2,2,0,filled,c3039941-a9b5-4797-8fe0-320d7c400a68,0.65,2.0,,,,,,,26,10,11,1,,filled 2 at 65.0c
2026-06-05T10:00:07.696Z,outcome,KXBTC15M-26JUN050600-00,2026-06-05T10:00:00Z,-6.283,630.0,0.55,0.8,,,,,,YES,0.645,0.65,1271.2,2,0,filled,c3039941-a9b5-4797-8fe0-320d7c400a68,0.65,2.0,YES,1,1,62787.13,62769.34,observed_source_snapshot,27,10,11,1,,successful
2026-06-05T10:04:32.335Z,decision,KXBTC15M-26JUN050615-15,2026-06-05T10:15:00Z,629.994,630.0,0.55,0.8,0.48,0.49,0.51,0.52,0.485,,0.515,,,2,0,skip,,,,,,,,,,27,10,12,1,,more likely side 0.5150 outside band 0.55-0.80
2026-06-05T10:15:06.412Z,outcome,KXBTC15M-26JUN050615-15,2026-06-05T10:15:00Z,-4.726,630.0,0.55,0.8,,,,,,,0.515,,,2,0,skip,,,0.0,NO,0,,62741.85,62806.88,observed_source_snapshot,27,10,12,1,,skipped
2026-06-05T10:19:34.967Z,decision,KXBTC15M-26JUN050630-30,2026-06-05T10:30:00Z,627.819,630.0,0.55,0.8,0.088,0.089,0.911,0.912,0.0885,,0.9115,,,2,0,skip,,,,,,,,,,27,10,13,1,,more likely side 0.9115 outside band 0.55-0.80
2026-06-05T10:30:07.794Z,outcome,KXBTC15M-26JUN050630-30,2026-06-05T10:30:00Z,-6.901,630.0,0.55,0.8,,,,,,,0.9115,,,2,0,skip,,,0.0,NO,0,,62533.51,62712.48,observed_source_snapshot,27,10,13,1,,skipped
2026-06-05T10:34:34.107Z,decision,KXBTC15M-26JUN050645-45,2026-06-05T10:45:00Z,628.303,630.0,0.55,0.8,0.46,0.47,0.53,0.54,0.46499999999999997,,0.535,,,2,0,skip,,,,,,,,,,27,10,14,1,,more likely side 0.5350 outside band 0.55-0.80
2026-06-05T10:45:05.619Z,outcome,KXBTC15M-26JUN050645-45,2026-06-05T10:45:00Z,-4.473,630.0,0.55,0.8,,,,,,,0.535,,,2,0,skip,,,0.0,NO,0,,62521.84,62545.35,observed_source_snapshot,27,10,14,1,,skipped
2026-06-05T10:49:34.103Z,decision,KXBTC15M-26JUN050700-00,2026-06-05T11:00:00Z,628.702,630.0,0.55,0.8,0.33,0.34,0.66,0.67,0.335,NO,0.665,0.67,73.93,2,0,filled,8687215d-725c-4e8f-828e-5bd487dd24af,0.67,2.0,,,,,,,27,10,14,1,,filled 2 at 67.0c
2026-06-05T11:00:07.759Z,outcome,KXBTC15M-26JUN050700-00,2026-06-05T11:00:00Z,-6.772,630.0,0.55,0.8,,,,,,NO,0.665,0.67,73.93,2,0,filled,8687215d-725c-4e8f-828e-5bd487dd24af,0.67,2.0,NO,0,1,62480.9,62580.5,observed_source_snapshot,28,10,14,1,,successful
2026-06-05T11:04:34.021Z,decision,KXBTC15M-26JUN050715-15,2026-06-05T11:15:00Z,628.314,630.0,0.55,0.8,0.12,0.13,0.87,0.88,0.125,,0.875,,,2,0,skip,,,,,,,,,,28,10,15,1,,more likely side 0.8750 outside band 0.55-0.80
2026-06-05T11:15:06.163Z,outcome,KXBTC15M-26JUN050715-15,2026-06-05T11:15:00Z,-5.301,630.0,0.55,0.8,,,,,,,0.875,,,2,0,skip,,,0.0,NO,0,,62290.55,62503.25,observed_source_snapshot,28,10,15,1,,skipped
2026-06-05T11:19:35.695Z,decision,KXBTC15M-26JUN050730-30,2026-06-05T11:30:00Z,626.546,630.0,0.55,0.8,0.83,0.84,0.16,0.17,0.835,,0.835,,,2,0,skip,,,,,,,,,,28,10,16,1,,more likely side 0.8350 outside band 0.55-0.80
2026-06-05T11:30:08.368Z,outcome,KXBTC15M-26JUN050730-30,2026-06-05T11:30:00Z,-7.466,630.0,0.55,0.8,,,,,,,0.835,,,2,0,skip,,,0.0,YES,1,,62433.09,62283.56,observed_source_snapshot,28,10,16,1,,skipped
2026-06-05T11:34:32.666Z,decision,KXBTC15M-26JUN050745-45,2026-06-05T11:45:00Z,629.587,630.0,0.55,0.8,0.25,0.26,0.74,0.75,0.255,NO,0.745,0.75,113.33,2,0,filled,0ff4a2c0-c679-4fd8-985c-e379357f2444,0.75,2.0,,,,,,,28,10,16,1,,filled 2 at 75.0c
2026-06-05T11:45:07.474Z,outcome,KXBTC15M-26JUN050745-45,2026-06-05T11:45:00Z,-6.335,630.0,0.55,0.8,,,,,,NO,0.745,0.75,113.33,2,0,filled,0ff4a2c0-c679-4fd8-985c-e379357f2444,0.75,2.0,NO,0,1,62101.66,62413.25,observed_source_snapshot,29,10,16,1,,successful
2026-06-05T11:49:36.087Z,decision,KXBTC15M-26JUN050800-00,2026-06-05T12:00:00Z,627.742,630.0,0.55,0.8,0.52,0.53,0.47,0.48,0.525,,0.525,,,2,0,skip,,,,,,,,,,29,10,17,1,,more likely side 0.5250 outside band 0.55-0.80
2026-06-05T12:00:07.861Z,outcome,KXBTC15M-26JUN050800-00,2026-06-05T12:00:00Z,-6.891,630.0,0.55,0.8,,,,,,,0.525,,,2,0,skip,,,0.0,NO,0,,61930.15,62103.3,observed_source_snapshot,29,10,17,1,,skipped
2026-06-05T12:04:35.619Z,decision,KXBTC15M-26JUN050815-15,2026-06-05T12:15:00Z,626.630,630.0,0.55,0.8,0.084,0.088,0.912,0.916,0.086,,0.914,,,2,0,skip,,,,,,,,,,29,10,18,1,,more likely side 0.9140 outside band 0.55-0.80
2026-06-05T12:15:06.738Z,outcome,KXBTC15M-26JUN050815-15,2026-06-05T12:15:00Z,-5.213,630.0,0.55,0.8,,,,,,,0.914,,,2,0,skip,,,0.0,YES,1,,62132.4,61946.99,observed_source_snapshot,29,10,18,1,,skipped
2026-06-05T12:19:36.409Z,decision,KXBTC15M-26JUN050830-30,2026-06-05T12:30:00Z,625.984,630.0,0.55,0.8,0.82,0.83,0.17,0.18,0.825,,0.825,,,2,0,skip,,,,,,,,,,29,10,19,1,,more likely side 0.8250 outside band 0.55-0.80
2026-06-05T12:30:07.500Z,outcome,KXBTC15M-26JUN050830-30,2026-06-05T12:30:00Z,-6.659,630.0,0.55,0.8,,,,,,,0.825,,,2,0,skip,,,0.0,YES,1,,62137.07,62109.46,observed_source_snapshot,29,10,19,1,,skipped
2026-06-05T12:34:33.707Z,decision,KXBTC15M-26JUN050845-45,2026-06-05T12:45:00Z,629.336,630.0,0.55,0.8,0.17,0.18,0.82,0.83,0.175,,0.825,,,2,0,skip,,,,,,,,,,29,10,20,1,,more likely side 0.8250 outside band 0.55-0.80
2026-06-05T12:45:07.596Z,outcome,KXBTC15M-26JUN050845-45,2026-06-05T12:45:00Z,-6.729,630.0,0.55,0.8,,,,,,,0.825,,,2,0,skip,,,0.0,NO,0,,61996.99,62157.65,observed_source_snapshot,29,10,20,1,,skipped
2026-06-05T12:49:33.847Z,decision,KXBTC15M-26JUN050900-00,2026-06-05T13:00:00Z,628.909,630.0,0.55,0.8,0.47,0.48,0.52,0.53,0.475,,0.525,,,2,0,skip,,,,,,,,,,29,10,21,1,,more likely side 0.5250 outside band 0.55-0.80
2026-06-05T13:00:06.406Z,outcome,KXBTC15M-26JUN050900-00,2026-06-05T13:00:00Z,-5.575,630.0,0.55,0.8,,,,,,,0.525,,,2,0,skip,,,0.0,NO,0,,61922.49,61955.16,observed_source_snapshot,29,10,21,1,,skipped
2026-06-05T13:04:34.982Z,decision,KXBTC15M-26JUN050915-15,2026-06-05T13:15:00Z,627.107,630.0,0.55,0.8,0.66,0.67,0.33,0.34,0.745,YES,0.745,0.75,5236.81,2,0,filled,66f25cd6-e9c4-45a4-aae6-f9533baf4de4,0.75,2.0,,,,,,,29,10,21,1,,filled 2 at 75.0c
2026-06-05T13:15:06.921Z,outcome,KXBTC15M-26JUN050915-15,2026-06-05T13:15:00Z,-5.938,630.0,0.55,0.8,,,,,,YES,0.745,0.75,5236.81,2,0,filled,66f25cd6-e9c4-45a4-aae6-f9533baf4de4,0.75,2.0,YES,1,1,61998.17,61917.81,observed_source_snapshot,30,10,21,1,,successful
2026-06-05T13:19:34.009Z,decision,KXBTC15M-26JUN050930-30,2026-06-05T13:30:00Z,629.101,630.0,0.55,0.8,0.58,0.59,0.41,0.42,0.615,YES,0.615,0.62,131.53,2,0,filled,ef66799f-78b3-4b5a-8d86-cde86c307970,0.61,2.0,,,,,,,30,10,21,1,,filled 2 at 61.0c
2026-06-05T13:30:06.604Z,outcome,KXBTC15M-26JUN050930-30,2026-06-05T13:30:00Z,-3.169,630.0,0.55,0.8,,,,,,YES,0.615,0.62,131.53,2,0,filled,ef66799f-78b3-4b5a-8d86-cde86c307970,0.61,2.0,YES,1,1,62120.46,61998.7,observed_source_snapshot,31,10,21,1,,successful
2026-06-05T13:34:33.379Z,decision,KXBTC15M-26JUN050945-45,2026-06-05T13:45:00Z,629.588,630.0,0.55,0.8,0.61,0.62,0.38,0.39,0.705,YES,0.705,0.71,897.37,2,0,filled,89ba9023-afa2-4ed9-9bfa-80e0da6c5340,0.71,2.0,,,,,,,31,10,21,1,,filled 2 at 71.0c
2026-06-05T13:45:05.526Z,outcome,KXBTC15M-26JUN050945-45,2026-06-05T13:45:00Z,-2.042,630.0,0.55,0.8,,,,,,YES,0.705,0.71,897.37,2,0,filled,89ba9023-afa2-4ed9-9bfa-80e0da6c5340,0.71,2.0,NO,0,0,61815.52,62109.06,observed_source_snapshot,31,11,21,1,,unsuccessful
2026-06-05T13:49:36.987Z,decision,KXBTC15M-26JUN051000-00,2026-06-05T14:00:00Z,625.730,630.0,0.55,0.8,0.1,0.11,0.89,0.9,0.10500000000000001,,0.895,,,2,0,skip,,,,,,,,,,31,11,22,1,,more likely side 0.8950 outside band 0.55-0.80
2026-06-05T14:04:35.131Z,decision,KXBTC15M-26JUN051015-15,2026-06-05T14:15:00Z,627.980,630.0,0.55,0.8,0.31,0.33,0.67,0.69,0.32,NO,0.6799999999999999,0.69,1884.43,2,0,filled,2030a514-a1ce-4174-8ed2-05d26761bab1,0.69,2.0,,,,,,,31,11,22,1,,filled 2 at 69.0c
2026-06-05T14:15:06.729Z,outcome,KXBTC15M-26JUN051015-15,2026-06-05T14:15:00Z,-4.726,630.0,0.55,0.8,,,,,,NO,0.6799999999999999,0.69,1884.43,2,0,filled,2030a514-a1ce-4174-8ed2-05d26761bab1,0.69,2.0,YES,1,0,60812.89,60715.38,observed_source_snapshot,31,12,22,1,,unsuccessful
2026-06-05T14:19:32.890Z,decision,KXBTC15M-26JUN051030-30,2026-06-05T14:30:00Z,629.579,630.0,0.55,0.8,0.4,0.41,0.59,0.6,0.435,NO,0.565,0.57,316.21,2,0,filled,f5b582e3-19d5-40ae-b600-d703ca874938,0.57,2.0,,,,,,,31,12,22,1,,filled 2 at 57.0c
2026-06-05T14:30:08.003Z,outcome,KXBTC15M-26JUN051030-30,2026-06-05T14:30:00Z,-7.152,630.0,0.55,0.8,,,,,,NO,0.565,0.57,316.21,2,0,filled,f5b582e3-19d5-40ae-b600-d703ca874938,0.57,2.0,NO,0,1,60334.95,60813.42,observed_source_snapshot,32,12,22,1,,successful
2026-06-05T14:34:33.367Z,decision,KXBTC15M-26JUN051045-45,2026-06-05T14:45:00Z,629.512,630.0,0.55,0.8,0.76,0.77,0.23,0.24,0.775,YES,0.775,0.78,1882.94,2,0,filled,0b976a67-a187-494f-ad79-3d090bfd813f,0.78,2.0,,,,,,,32,12,22,1,,filled 2 at 78.0c
2026-06-05T14:45:06.128Z,outcome,KXBTC15M-26JUN051045-45,2026-06-05T14:45:00Z,-5.133,630.0,0.55,0.8,,,,,,YES,0.775,0.78,1882.94,2,0,filled,0b976a67-a187-494f-ad79-3d090bfd813f,0.78,2.0,YES,1,1,60968.11,60352.24,observed_source_snapshot,33,12,22,1,,successful
2026-06-05T14:49:34.567Z,decision,KXBTC15M-26JUN051100-00,2026-06-05T15:00:00Z,629.031,630.0,0.55,0.8,0.57,0.6,0.4,0.43,0.505,YES,0.585,0.51,60.55,2,0,skip,,,0.0,,,,,,,33,12,23,1,,no fill/valid liquidity after 10 attempts; last=more likely side 0.5050 outside band 0.55-0.80
2026-06-05T15:00:07.615Z,outcome,KXBTC15M-26JUN051100-00,2026-06-05T15:00:00Z,-6.764,630.0,0.55,0.8,,,,,,YES,0.585,0.51,60.55,2,0,skip,,,0.0,MISSING,,,60799.27,,missing,33,12,23,1,,skipped
2026-06-05T15:04:33.290Z,decision,KXBTC15M-26JUN051115-15,2026-06-05T15:15:00Z,629.590,630.0,0.55,0.8,0.57,0.58,0.42,0.43,0.59,YES,0.59,0.6,116.0,2,0,filled,8190f1a6-dd5c-4a1e-b2d6-3388de4194e3,0.58,2.0,,,,,,,33,12,23,1,,filled 2 at 58.0c
2026-06-05T15:15:07.766Z,outcome,KXBTC15M-26JUN051115-15,2026-06-05T15:15:00Z,-6.488,630.0,0.55,0.8,,,,,,YES,0.59,0.6,116.0,2,0,filled,8190f1a6-dd5c-4a1e-b2d6-3388de4194e3,0.58,2.0,MISSING,,,60516.49,,missing,33,12,23,1,,skipped
2026-06-05T15:19:35.132Z,decision,KXBTC15M-26JUN051130-30,2026-06-05T15:30:00Z,627.659,630.0,0.55,0.8,0.76,0.78,0.22,0.24,0.77,YES,0.77,0.78,1717.49,2,0,filled,d030402e-d2f6-4732-a1c6-a436e7212878,0.78,2.0,,,,,,,33,12,23,1,,filled 2 at 78.0c
2026-06-05T15:30:07.927Z,outcome,KXBTC15M-26JUN051130-30,2026-06-05T15:30:00Z,-5.614,630.0,0.55,0.8,,,,,,YES,0.77,0.78,1717.49,2,0,filled,d030402e-d2f6-4732-a1c6-a436e7212878,0.78,2.0,YES,1,1,60761.45,60542.6,observed_source_snapshot,34,12,23,1,,successful
2026-06-05T15:34:34.407Z,decision,KXBTC15M-26JUN051145-45,2026-06-05T15:45:00Z,628.305,630.0,0.55,0.8,0.27,0.28,0.72,0.73,0.255,NO,0.745,0.75,106.0,2,0,filled,d2225d48-968b-4cc9-aefa-5570b167906c,0.75,2.0,,,,,,,34,12,23,1,,filled 2 at 75.0c
2026-06-05T15:45:06.804Z,outcome,KXBTC15M-26JUN051145-45,2026-06-05T15:45:00Z,-5.940,630.0,0.55,0.8,,,,,,NO,0.745,0.75,106.0,2,0,filled,d2225d48-968b-4cc9-aefa-5570b167906c,0.75,2.0,NO,0,1,60429.54,60727.34,observed_source_snapshot,35,12,23,1,,successful
2026-06-05T15:49:35.467Z,decision,KXBTC15M-26JUN051200-00,2026-06-05T16:00:00Z,628.308,630.0,0.55,0.8,0.48,0.49,0.51,0.52,0.485,,0.515,,,2,0,skip,,,,,,,,,,35,12,24,1,,more likely side 0.5150 outside band 0.55-0.80
2026-06-05T16:00:07.496Z,outcome,KXBTC15M-26JUN051200-00,2026-06-05T16:00:00Z,-6.652,630.0,0.55,0.8,,,,,,,0.515,,,2,0,skip,,,0.0,YES,1,,60502.71,60336.97,observed_source_snapshot,35,12,24,1,,skipped
2026-06-05T16:04:35.529Z,decision,KXBTC15M-26JUN051215-15,2026-06-05T16:15:00Z,626.714,630.0,0.55,0.8,0.15,0.16,0.84,0.85,0.155,,0.845,,,2,0,skip,,,,,,,,,,35,12,25,1,,more likely side 0.8450 outside band 0.55-0.80
2026-06-05T16:15:06.985Z,outcome,KXBTC15M-26JUN051215-15,2026-06-05T16:15:00Z,-6.176,630.0,0.55,0.8,,,,,,,0.845,,,2,0,skip,,,0.0,YES,1,,61008.78,60438.4,observed_source_snapshot,35,12,25,1,,skipped
2026-06-05T16:19:34.809Z,decision,KXBTC15M-26JUN051230-30,2026-06-05T16:30:00Z,627.592,630.0,0.55,0.8,0.57,0.58,0.42,0.43,0.595,YES,0.595,0.6,1354.0,2,0,filled,0cdef279-e299-4efd-93e8-9440eaea5d3a,0.6,2.0,,,,,,,35,12,25,1,,filled 2 at 60.0c
2026-06-05T16:30:07.197Z,outcome,KXBTC15M-26JUN051230-30,2026-06-05T16:30:00Z,-5.686,630.0,0.55,0.8,,,,,,YES,0.595,0.6,1354.0,2,0,filled,0cdef279-e299-4efd-93e8-9440eaea5d3a,0.6,2.0,YES,1,1,60929.62,60904.78,observed_source_snapshot,36,12,25,1,,successful
2026-06-05T16:34:34.007Z,decision,KXBTC15M-26JUN051245-45,2026-06-05T16:45:00Z,628.784,630.0,0.55,0.8,0.3,0.31,0.69,0.7,0.28500000000000003,NO,0.715,0.72,314.27,2,0,filled,e68de307-6a7e-4b7d-b9e8-b993f74efe6f,0.72,2.0,,,,,,,36,12,25,1,,filled 2 at 72.0c
2026-06-05T16:45:08.099Z,outcome,KXBTC15M-26JUN051245-45,2026-06-05T16:45:00Z,-6.569,630.0,0.55,0.8,,,,,,NO,0.715,0.72,314.27,2,0,filled,e68de307-6a7e-4b7d-b9e8-b993f74efe6f,0.72,2.0,NO,0,1,60842.95,60921.59,observed_source_snapshot,37,12,25,1,,successful
2026-06-05T16:49:33.233Z,decision,KXBTC15M-26JUN051300-00,2026-06-05T17:00:00Z,629.102,630.0,0.55,0.8,0.77,0.78,0.22,0.23,0.755,YES,0.755,0.76,5231.91,2,0,filled,1f493f71-b124-4e0e-b079-83fdcfc31f0d,0.75,2.0,,,,,,,37,12,25,1,,filled 2 at 75.0c
2026-06-05T17:00:07.367Z,outcome,KXBTC15M-26JUN051300-00,2026-06-05T17:00:00Z,-6.483,630.0,0.55,0.8,,,,,,YES,0.755,0.76,5231.91,2,0,filled,1f493f71-b124-4e0e-b079-83fdcfc31f0d,0.75,2.0,YES,1,1,61356.96,60805.83,observed_source_snapshot,38,12,25,1,,successful
