timestamp_utc,kalshi_timestamp_utc,kalshi_ticker,kalshi_title,kalshi_event_ticker,kalshi_close_time,kalshi_status,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,kalshi_yes_mid,kalshi_last_price,kalshi_volume,kalshi_open_interest,kalshi_best_yes_bid_qty,kalshi_best_no_bid_qty,polymarket_timestamp_utc,polymarket_ticker,polymarket_title,polymarket_event_ticker,polymarket_close_time,polymarket_status,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,polymarket_yes_mid,polymarket_last_price,polymarket_volume,polymarket_open_interest,polymarket_best_yes_bid_qty,polymarket_best_no_bid_qty,source_timestamp_utc,kalshi_btc_source,kalshi_btc_price,kalshi_btc_target,kalshi_btc_60_sma,kalshi_btc_60_sma_sample_count,polymarket_btc_source,polymarket_btc_price,polymarket_btc_target,k_plus_np,nk_plus_p,polymarket_error
2026-05-17T09:00:06.605Z,2026-05-17T09:00:04.296Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.55,0.58,0.42,0.45,0.565,0.57,124.31,124.31,38.0,34.84,2026-05-17T09:00:04.383Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.55,0.56,0.44,0.45,0.555,0.51,307.27450500000003,,6.09,23.91,2026-05-17T09:00:04.383Z,BRTI,78063.82,78065.03,78057.26633333335,60,Polymarket RTDS,78062.573625,78059.01196132842,1.03,1.01,
2026-05-17T09:00:08.215Z,2026-05-17T09:00:07.103Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.54,0.56,0.44,0.46,0.55,0.57,124.31,124.31,28.05,7.53,2026-05-17T09:00:07.149Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.55,0.56,0.44,0.45,0.555,0.51,307.27450500000003,,17.0,55.66,2026-05-17T09:00:07.149Z,BRTI,78064.36,78065.03,78064.09,2,Polymarket RTDS,78062.573625,78059.01196132842,1.01,1.02,
2026-05-17T09:00:09.636Z,2026-05-17T09:00:09.100Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.53,0.54,0.46,0.47,0.535,0.57,124.31,124.31,700.12,374.15,2026-05-17T09:00:09.170Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.55,0.56,0.44,0.45,0.555,0.51,307.27450500000003,,49.1,41.01,2026-05-17T09:00:09.170Z,BRTI,78065.72,78065.03,78064.63333333335,3,Polymarket RTDS,78062.71707,78059.01196132842,0.99,1.03,
2026-05-17T09:00:11.610Z,2026-05-17T09:00:11.122Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.49,0.5,0.5,0.51,0.495,0.57,124.31,124.31,22.59,215.0,2026-05-17T09:00:11.168Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.51,0.52,0.48,0.49,0.515,0.51,307.27450500000003,,97.31,23.8,2026-05-17T09:00:11.168Z,BRTI,78064.36,78065.03,78064.565,4,Polymarket RTDS,78062.72012,78059.01196132842,0.99,1.03,
2026-05-17T09:00:13.629Z,2026-05-17T09:00:13.107Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.48,0.49,0.51,0.52,0.485,0.57,124.31,124.31,119.37,25.0,2026-05-17T09:00:13.160Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.51,0.52,0.48,0.49,0.515,0.51,307.27450500000003,,225.26,61.25,2026-05-17T09:00:13.161Z,BRTI,78065.34,78065.03,78064.72,5,Polymarket RTDS,78060.832015,78059.01196132842,0.98,1.04,
2026-05-17T09:00:15.682Z,2026-05-17T09:00:15.096Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.47,0.49,0.51,0.53,0.48,0.57,124.31,124.31,70.25,12.21,2026-05-17T09:00:15.215Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.5,0.51,0.49,0.5,0.505,0.51,307.27450500000003,,217.38,17.0,2026-05-17T09:00:15.215Z,BRTI,78050.19,78065.03,78062.29833333334,6,Polymarket RTDS,78059.12617018836,78059.01196132842,0.99,1.04,
2026-05-17T09:00:17.640Z,2026-05-17T09:00:17.096Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.48,0.49,0.51,0.52,0.485,0.57,124.31,124.31,46.59,4.49,2026-05-17T09:00:17.166Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.5,0.51,0.49,0.5,0.505,0.51,307.27450500000003,,297.35,41.9,2026-05-17T09:00:17.166Z,BRTI,78065.34,78065.03,78062.73285714285,7,Polymarket RTDS,78059.1373713283,78059.01196132842,0.99,1.03,
2026-05-17T09:00:19.658Z,2026-05-17T09:00:19.107Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.47,0.48,0.52,0.53,0.475,0.57,124.31,124.31,1101.1,10.84,2026-05-17T09:00:19.164Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.51,0.52,0.48,0.49,0.515,0.51,307.27450500000003,,219.92,65.51,2026-05-17T09:00:19.164Z,BRTI,78064.36,78065.03,78062.93625,8,Polymarket RTDS,78058.0332334165,78059.01196132842,0.97,1.05,
2026-05-17T09:00:21.631Z,2026-05-17T09:00:21.102Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.48,0.5,0.5,0.52,0.49,0.57,124.31,124.31,177.0,172.32,2026-05-17T09:00:21.147Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.51,0.52,0.48,0.49,0.515,0.51,307.27450500000003,,207.74,60.26,2026-05-17T09:00:21.147Z,BRTI,78064.36,78065.03,78063.09444444445,9,Polymarket RTDS,78057.80941799183,78059.01196132842,0.99,1.04,
2026-05-17T09:00:23.653Z,2026-05-17T09:00:23.099Z,KXBTC15M-26MAY170515-15,BTC price up in next 15 mins?,KXBTC15M-26MAY170515,2026-05-17T09:15:00Z,active,0.48,0.5,0.5,0.52,0.49,0.57,124.31,124.31,1208.99,135.36,2026-05-17T09:00:23.146Z,btc-updown-15m-1779008400,"Bitcoin Up or Down - May 17, 5:00AM-5:15AM ET",btc-updown-15m-1779008400,2026-05-17T09:15:00Z,,0.51,0.52,0.48,0.49,0.515,0.51,307.27450500000003,,156.86,50.64,2026-05-17T09:00:23.146Z,BRTI,78065.34,78065.03,78063.31899999999,10,Polymarket RTDS,78058.34205058687,78059.01196132842,0.99,1.04,
