timestamp_utc,kalshi_ticker,polymarket_ticker,kalshi_price,polymarket_price,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,arbitrage_direction,arbitrage_kalshi_price,arbitrage_polymarket_price,kalshi_spend,polymarket_spend,expected_profit,guaranteed_payout
2026-05-16T15:07:04.105Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.515,0.55,0.56,0.44,0.45,0.51,0.52,0.48,0.49,buy_kalshi_no_buy_polymarket_yes,0.45,0.52,0.4639175257731959,0.5360824742268041,0.030927835051546504,1.0309278350515465
2026-05-16T15:07:06.031Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.515,0.55,0.56,0.44,0.45,0.51,0.52,0.48,0.49,buy_kalshi_no_buy_polymarket_yes,0.45,0.52,0.4639175257731959,0.5360824742268041,0.030927835051546504,1.0309278350515465
2026-05-16T15:07:07.937Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.49,0.5,,,,,,0.0,
2026-05-16T15:07:10.130Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.49,0.5,,,,,,0.0,
2026-05-16T15:07:11.949Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.49,0.5,,,,,,0.0,
2026-05-16T15:07:13.539Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.49,0.5,,,,,,0.0,
2026-05-16T15:07:16.079Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.49,0.5,,,,,,0.0,
2026-05-16T15:07:18.012Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.49,0.5,,,,,,0.0,
2026-05-16T15:07:20.128Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.51,0.52,,,,,,0.0,
2026-05-16T15:07:21.553Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.52,0.53,,,,,,0.0,
2026-05-16T15:07:23.912Z,KXBTC15M-26MAY161115-15,btc-updown-15m-1778943600,0.555,0.815,0.55,0.56,0.44,0.45,0.81,0.82,0.57,0.6,,,,,,0.0,
