timestamp_utc,kalshi_timestamp_utc,kalshi_ticker,kalshi_title,kalshi_event_ticker,kalshi_close_time,kalshi_status,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,kalshi_yes_mid,kalshi_last_price,kalshi_volume,kalshi_open_interest,kalshi_best_yes_bid_qty,kalshi_best_no_bid_qty,polymarket_timestamp_utc,polymarket_ticker,polymarket_title,polymarket_event_ticker,polymarket_close_time,polymarket_status,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,polymarket_yes_mid,polymarket_last_price,polymarket_volume,polymarket_open_interest,polymarket_best_yes_bid_qty,polymarket_best_no_bid_qty,source_timestamp_utc,kalshi_btc_source,kalshi_btc_price,kalshi_btc_target,kalshi_btc_settlement_avg,kalshi_btc_settlement_sample_count,kalshi_btc_settlement_window_start,kalshi_btc_settlement_window_end,polymarket_btc_source,polymarket_btc_price,polymarket_btc_target,k_plus_np,nk_plus_p,polymarket_error
2026-05-17T03:15:54.934Z,2026-05-17T03:15:53.872Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.65,0.68,0.32,0.35,0.665,0.53,5636.87,5024.32,1277.78,1192.6,2026-05-17T03:15:54.090Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.61,0.62,0.38,0.39,0.615,0.5,152.79254500000002,,90.02,71.95,2026-05-17T03:15:54.934Z,BRTI,77940.71,77935.35,,,,,Polymarket RTDS,77936.49028250584,77929.86498865283,1.07,0.97,
2026-05-17T03:15:58.686Z,2026-05-17T03:15:56.383Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.65,0.66,0.34,0.35,0.655,0.53,5636.87,5024.32,459.66,1253.0,2026-05-17T03:15:56.938Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.61,0.62,0.38,0.39,0.615,0.5,152.79254500000002,,100.89,169.29,2026-05-17T03:15:58.686Z,BRTI,77963.09,77935.35,,,,,Polymarket RTDS,77944.12211065389,77929.86498865283,1.05,0.97,
2026-05-17T03:16:01.067Z,2026-05-17T03:15:59.411Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.64,0.65,0.35,0.36,0.645,0.53,5636.87,5024.32,2125.58,1045.11,2026-05-17T03:16:00.063Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.61,0.62,0.38,0.39,0.615,0.5,152.79254500000002,,83.06,172.69,2026-05-17T03:16:01.067Z,BRTI,77930.99,77935.35,,,,,Polymarket RTDS,77945.36287014413,77929.86498865283,1.04,0.98,
2026-05-17T03:16:03.810Z,2026-05-17T03:16:01.791Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.63,0.64,0.36,0.37,0.635,0.64,54471.16,38344.91,440.0,1347.5,2026-05-17T03:16:02.338Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.59,0.6,0.4,0.41,0.595,0.5,152.79254500000002,,40.0,117.06,2026-05-17T03:16:03.810Z,BRTI,77930.99,77935.35,,,,,Polymarket RTDS,77945.1526227071,77929.86498865283,1.05,0.97,
2026-05-17T03:16:06.686Z,2026-05-17T03:16:04.520Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.62,0.64,0.36,0.38,0.63,0.64,54471.16,38344.91,2500.05,768.59,2026-05-17T03:16:04.981Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,85.0,97.12,2026-05-17T03:16:06.686Z,BRTI,77963.09,77935.35,,,,,Polymarket RTDS,77945.16672915083,77929.86498865283,1.06,0.97,
2026-05-17T03:16:10.066Z,2026-05-17T03:16:07.395Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.62,0.63,0.37,0.38,0.625,0.64,54471.16,38344.91,3345.01,5.0,2026-05-17T03:16:07.861Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,91.3,99.43,2026-05-17T03:16:10.066Z,BRTI,77950.74,77935.35,,,,,Polymarket RTDS,77945.44353808658,77929.86498865283,1.05,0.97,
2026-05-17T03:16:12.317Z,2026-05-17T03:16:10.805Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.63,0.65,0.35,0.37,0.64,0.64,54471.16,38344.91,1753.92,1209.34,2026-05-17T03:16:11.457Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,146.78,42.31,2026-05-17T03:16:12.317Z,BRTI,77930.99,77935.35,,,,,Polymarket RTDS,77945.2091902823,77929.86498865283,1.07,0.96,
2026-05-17T03:16:13.582Z,2026-05-17T03:16:12.559Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.63,0.64,0.36,0.37,0.635,0.64,54471.16,38344.91,147.06,95.99,2026-05-17T03:16:12.761Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,144.39,56.53,2026-05-17T03:16:13.582Z,BRTI,77963.09,77935.35,,,,,Polymarket RTDS,77945.09077207421,77929.86498865283,1.06,0.96,
2026-05-17T03:16:17.297Z,2026-05-17T03:16:15.007Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.63,0.64,0.36,0.37,0.635,0.64,54471.16,38344.91,151.84,20.17,2026-05-17T03:16:15.556Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,135.61,60.5,2026-05-17T03:16:17.297Z,BRTI,77963.09,77935.35,,,,,Polymarket RTDS,77945.57874036011,77929.86498865283,1.06,0.96,
2026-05-17T03:16:20.003Z,2026-05-17T03:16:18.022Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.63,0.64,0.36,0.37,0.635,0.64,54471.16,38344.91,2688.17,0.12,2026-05-17T03:16:18.779Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,175.61,48.84,2026-05-17T03:16:20.003Z,BRTI,77941.1,77935.35,,,,,Polymarket RTDS,77945.61340659723,77929.86498865283,1.06,0.96,
2026-05-17T03:16:21.334Z,2026-05-17T03:16:20.243Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.64,0.65,0.35,0.36,0.645,0.64,54471.16,38344.91,2959.71,20.67,2026-05-17T03:16:20.438Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.58,0.59,0.41,0.42,0.585,0.5,152.79254500000002,,180.91,48.84,2026-05-17T03:16:21.334Z,BRTI,77941.1,77935.35,,,,,Polymarket RTDS,77946.54735279463,77929.86498865283,1.07,0.95,
2026-05-17T03:16:23.396Z,2026-05-17T03:16:22.276Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.64,0.65,0.35,0.36,0.645,0.64,54471.16,38344.91,2647.83,58.54,2026-05-17T03:16:22.510Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.59,0.6,0.4,0.41,0.595,0.5,152.79254500000002,,69.78,119.08,2026-05-17T03:16:23.396Z,BRTI,77949.97,77935.35,,,,,Polymarket RTDS,77946.28376509153,77929.86498865283,1.06,0.96,
2026-05-17T03:16:25.350Z,2026-05-17T03:16:24.257Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.65,0.66,0.34,0.35,0.655,0.64,54471.16,38344.91,1211.12,13.0,2026-05-17T03:16:24.497Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.59,0.6,0.4,0.41,0.595,0.5,152.79254500000002,,173.49,94.08,2026-05-17T03:16:25.350Z,BRTI,77950.74,77935.35,,,,,Polymarket RTDS,77946.33739382561,77929.86498865283,1.07,0.95,
2026-05-17T03:16:29.148Z,2026-05-17T03:16:26.748Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.66,0.67,0.33,0.34,0.665,0.64,54471.16,38344.91,1125.0,118.93,2026-05-17T03:16:27.388Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.59,0.6,0.4,0.41,0.595,0.5,152.79254500000002,,296.65,60.2,2026-05-17T03:16:29.148Z,BRTI,77950.74,77935.35,,,,,Polymarket RTDS,77947.17129309436,77929.86498865283,1.08,0.94,
2026-05-17T03:16:31.471Z,2026-05-17T03:16:29.883Z,KXBTC15M-26MAY162330-30,BTC price up in next 15 mins?,KXBTC15M-26MAY162330,2026-05-17T03:30:00Z,active,0.65,0.66,0.34,0.35,0.655,0.64,76482.58,44238.01,1071.35,10.0,2026-05-17T03:16:30.265Z,btc-updown-15m-1778987700,"Bitcoin Up or Down - May 16, 11:15PM-11:30PM ET",btc-updown-15m-1778987700,2026-05-17T03:30:00Z,,0.59,0.6,0.4,0.41,0.595,0.5,152.79254500000002,,268.65,43.53,2026-05-17T03:16:31.471Z,BRTI,77963.09,77935.35,,,,,Polymarket RTDS,77947.6226349822,77929.86498865283,1.07,0.95,
