timestamp_utc,kalshi_ticker,polymarket_ticker,kalshi_price,polymarket_price,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,arbitrage_direction,arbitrage_kalshi_price,arbitrage_polymarket_price,kalshi_spend,polymarket_spend,expected_profit,guaranteed_payout
2026-05-16T15:45:12.534Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.54,0.55,,,,,,0.0,
2026-05-16T15:45:16.569Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.57,0.58,,,,,,0.0,
2026-05-16T15:45:20.240Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.57,0.58,,,,,,0.0,
2026-05-16T15:45:25.210Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.57,0.58,,,,,,0.0,
2026-05-16T15:45:29.065Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.56,0.57,,,,,,0.0,
2026-05-16T15:45:33.295Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.54,0.55,,,,,,0.0,
2026-05-16T15:45:37.404Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.495,0.485,0.49,0.5,0.5,0.51,0.48,0.49,0.53,0.54,,,,,,0.0,
2026-05-16T15:45:41.592Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.5,0.51,,,,,,0.0,
2026-05-16T15:45:45.631Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.44,0.45,buy_kalshi_yes_buy_polymarket_no,0.49,0.45,0.5212765957446809,0.4787234042553192,0.06382978723404253,1.0638297872340425
2026-05-16T15:45:49.379Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.44,0.45,buy_kalshi_yes_buy_polymarket_no,0.49,0.45,0.5212765957446809,0.4787234042553192,0.06382978723404253,1.0638297872340425
2026-05-16T15:45:52.790Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.33,0.34,buy_kalshi_yes_buy_polymarket_no,0.49,0.34,0.5903614457831324,0.40963855421686746,0.20481927710843362,1.2048192771084336
2026-05-16T15:45:57.465Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.33,0.34,buy_kalshi_yes_buy_polymarket_no,0.49,0.34,0.5903614457831324,0.40963855421686746,0.20481927710843362,1.2048192771084336
2026-05-16T15:46:01.855Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.35,0.36,buy_kalshi_yes_buy_polymarket_no,0.49,0.36,0.5764705882352941,0.4235294117647059,0.17647058823529416,1.1764705882352942
2026-05-16T15:46:06.521Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.36,0.37,buy_kalshi_yes_buy_polymarket_no,0.49,0.37,0.5697674418604651,0.43023255813953487,0.16279069767441867,1.1627906976744187
2026-05-16T15:46:10.901Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.485,0.485,0.48,0.49,0.51,0.52,0.48,0.49,0.36,0.37,buy_kalshi_yes_buy_polymarket_no,0.49,0.37,0.5697674418604651,0.43023255813953487,0.16279069767441867,1.1627906976744187
2026-05-16T15:46:15.468Z,KXBTC15M-26MAY161200-00,btc-updown-15m-1778946300,0.635,0.485,0.63,0.64,0.36,0.37,0.48,0.49,0.36,0.37,buy_kalshi_no_buy_polymarket_yes,0.37,0.49,0.43023255813953487,0.5697674418604651,0.16279069767441867,1.1627906976744187
