timestamp_utc,kalshi_ticker,polymarket_ticker,kalshi_price,polymarket_price,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,arbitrage_direction,arbitrage_kalshi_price,arbitrage_polymarket_price,kalshi_spend,polymarket_spend,expected_profit,guaranteed_payout
2026-05-16T14:38:22.534Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:24.434Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:26.545Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:28.306Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:30.505Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:32.428Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:34.378Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:36.299Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:38.315Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:40.355Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:42.270Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:44.158Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.505,0.972,0.973,0.027,0.028,0.5,0.51,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.51,0.05204460966542751,0.9479553903345724,0.8587360594795539,1.858736059479554
2026-05-16T14:38:46.325Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.925,0.972,0.973,0.027,0.028,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.93,0.029227557411273485,0.9707724425887265,0.0438413361169101,1.04384133611691
2026-05-16T14:38:48.336Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.925,0.972,0.973,0.027,0.028,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.93,0.029227557411273485,0.9707724425887265,0.0438413361169101,1.04384133611691
2026-05-16T14:38:50.095Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.925,0.972,0.973,0.027,0.028,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.93,0.029227557411273485,0.9707724425887265,0.0438413361169101,1.04384133611691
2026-05-16T14:38:52.391Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9724999999999999,0.925,0.972,0.973,0.027,0.028,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.028,0.93,0.029227557411273485,0.9707724425887265,0.0438413361169101,1.04384133611691
2026-05-16T14:38:54.314Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:38:56.223Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:38:58.516Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:00.305Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:02.503Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.01,0.02,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:04.513Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:06.270Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:08.471Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:10.486Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:12.562Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.01,0.02,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:14.510Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:39:16.425Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.98,0.925,0.979,0.981,0.019,0.021,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.021,0.93,0.022082018927444796,0.9779179810725552,0.05152471083070442,1.0515247108307044
2026-05-16T14:40:26.042Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
2026-05-16T14:40:27.960Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
2026-05-16T14:40:30.069Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.07,0.01,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
2026-05-16T14:40:31.953Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.004,0.005,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
2026-05-16T14:40:33.881Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.006,0.007,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
2026-05-16T14:40:35.898Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.007,0.009,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
2026-05-16T14:40:37.916Z,KXBTC15M-26MAY161045-45,btc-updown-15m-1778941800,0.9915,0.925,0.991,0.992,0.008,0.009,0.92,0.93,0.007,0.008,buy_kalshi_no_buy_polymarket_yes,0.009,0.93,0.009584664536741212,0.9904153354632588,0.06496272630457933,1.0649627263045793
