timestamp_utc,kalshi_ticker,polymarket_ticker,kalshi_price,polymarket_price,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,arbitrage_direction,arbitrage_kalshi_price,arbitrage_polymarket_price,kalshi_spend,polymarket_spend,expected_profit,guaranteed_payout
2026-05-16T16:18:10.406Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.645,0.495,0.64,0.65,0.35,0.36,0.49,0.5,0.35,0.36,buy_kalshi_no_buy_polymarket_yes,0.36,0.5,0.41860465116279066,0.5813953488372093,0.16279069767441867,1.1627906976744187
2026-05-16T16:19:04.934Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.865,0.495,0.86,0.87,0.13,0.14,0.49,0.5,0.19,0.2,buy_kalshi_no_buy_polymarket_yes,0.14,0.5,0.21875000000000003,0.78125,0.5625,1.5625
2026-05-16T16:19:17.021Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.865,0.495,0.86,0.87,0.13,0.14,0.49,0.5,0.14,0.15,buy_kalshi_no_buy_polymarket_yes,0.14,0.5,0.21875000000000003,0.78125,0.5625,1.5625
2026-05-16T16:19:21.410Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.13,0.14,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:20:48.115Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.855,0.495,0.85,0.86,0.14,0.15,0.49,0.5,0.14,0.15,buy_kalshi_no_buy_polymarket_yes,0.15,0.5,0.23076923076923075,0.7692307692307692,0.5384615384615383,1.5384615384615383
2026-05-16T16:20:52.783Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.18,0.19,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:20:58.319Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.24,0.25,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:21:03.649Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.28,0.29,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:21:08.537Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.29,0.3,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:21:13.373Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.31,0.32,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:21:18.881Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.27,0.28,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:21:24.272Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.755,0.495,0.75,0.76,0.24,0.25,0.49,0.5,0.14,0.22,buy_kalshi_no_buy_polymarket_yes,0.25,0.5,0.3333333333333333,0.6666666666666666,0.33333333333333326,1.3333333333333333
2026-05-16T16:22:31.515Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.845,0.495,0.84,0.85,0.15,0.16,0.49,0.5,0.2,0.21,buy_kalshi_no_buy_polymarket_yes,0.16,0.5,0.24242424242424243,0.7575757575757576,0.5151515151515151,1.5151515151515151
2026-05-16T16:23:41.280Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.855,0.725,0.85,0.86,0.14,0.15,0.72,0.73,0.13,0.14,buy_kalshi_no_buy_polymarket_yes,0.15,0.73,0.17045454545454544,0.8295454545454545,0.13636363636363646,1.1363636363636365
2026-05-16T16:24:46.403Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.9105000000000001,0.725,0.909,0.912,0.088,0.091,0.72,0.73,0.09,0.1,buy_kalshi_no_buy_polymarket_yes,0.091,0.73,0.11084043848964678,0.8891595615103532,0.21802679658952506,1.218026796589525
2026-05-16T16:26:22.496Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.971,0.725,0.97,0.972,0.028,0.03,0.72,0.73,0.03,0.04,buy_kalshi_no_buy_polymarket_yes,0.03,0.73,0.039473684210526314,0.9605263157894737,0.3157894736842106,1.3157894736842106
2026-05-16T16:26:58.016Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.9875,0.725,0.986,0.989,0.011,0.014,0.72,0.73,0.02,0.03,buy_kalshi_no_buy_polymarket_yes,0.014,0.73,0.01881720430107527,0.9811827956989247,0.34408602150537626,1.3440860215053763
2026-05-16T16:29:36.329Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.9984999999999999,0.725,0.998,0.999,0.001,0.002,0.72,0.73,0.01,0.02,buy_kalshi_no_buy_polymarket_yes,0.002,0.73,0.00273224043715847,0.9972677595628415,0.36612021857923494,1.366120218579235
2026-05-16T16:29:51.735Z,KXBTC15M-26MAY161230-30,btc-updown-15m-1778948100,0.9984999999999999,0.725,0.998,0.999,0.001,0.002,0.72,0.73,0.27,0.01,buy_kalshi_no_buy_polymarket_yes,0.002,0.73,0.00273224043715847,0.9972677595628415,0.36612021857923494,1.366120218579235
