timestamp_utc,kalshi_timestamp_utc,kalshi_ticker,kalshi_title,kalshi_event_ticker,kalshi_close_time,kalshi_status,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,kalshi_yes_mid,kalshi_last_price,kalshi_volume,kalshi_open_interest,kalshi_best_yes_bid_qty,kalshi_best_no_bid_qty,polymarket_timestamp_utc,polymarket_ticker,polymarket_title,polymarket_event_ticker,polymarket_close_time,polymarket_status,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,polymarket_yes_mid,polymarket_last_price,polymarket_volume,polymarket_open_interest,polymarket_best_yes_bid_qty,polymarket_best_no_bid_qty,source_timestamp_utc,kalshi_btc_source,kalshi_btc_price,kalshi_btc_target,polymarket_btc_source,polymarket_btc_price,polymarket_btc_target,k_plus_np,nk_plus_p,polymarket_error
2026-05-17T03:11:57.098Z,2026-05-17T03:11:54.252Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.952,0.959,0.041,0.048,0.9555,0.937,306077.37,153178.69,58.55,26.0,2026-05-17T03:11:54.816Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.93,0.94,0.06,0.07,0.935,0.81,14494.768501000008,,43.33,132.34,2026-05-17T03:11:57.098Z,BRTI,77921.66,77879.55,Polymarket RTDS,77910.88005047599,77875.2,1.029,0.988,
2026-05-17T03:11:58.855Z,2026-05-17T03:11:57.680Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.958,0.963,0.037,0.042,0.9604999999999999,0.937,306077.37,153178.69,10.0,22.0,2026-05-17T03:11:57.921Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.93,0.94,0.06,0.07,0.935,0.81,14494.768501000008,,22.6,111.83,2026-05-17T03:11:58.855Z,BRTI,77931.59,77879.55,Polymarket RTDS,77911.01196066196,77875.2,1.033,0.982,
2026-05-17T03:12:00.491Z,2026-05-17T03:11:59.386Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.962,0.968,0.032,0.038,0.965,0.963,312888.52,154377.34,10.92,135.0,2026-05-17T03:11:59.622Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.93,0.94,0.06,0.07,0.935,0.81,14494.768501000008,,76.71,40.0,2026-05-17T03:12:00.491Z,BRTI,77921.71,77879.55,Polymarket RTDS,77911.01196066196,77875.2,1.038,0.978,
2026-05-17T03:12:04.659Z,2026-05-17T03:12:01.843Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.966,0.97,0.03,0.034,0.968,0.963,312888.52,154377.34,52.32,75.0,2026-05-17T03:12:02.401Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,129.35,291.28,2026-05-17T03:12:04.659Z,BRTI,77922.4,77879.55,Polymarket RTDS,77911.1495014319,77875.2,1.03,0.984,
2026-05-17T03:12:07.449Z,2026-05-17T03:12:05.790Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.96,0.975,0.025,0.04,0.9675,0.963,312888.52,154377.34,26.0,99.4,2026-05-17T03:12:06.035Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,227.12,255.22,2026-05-17T03:12:07.449Z,BRTI,77921.66,77879.55,Polymarket RTDS,77911.51352400437,77875.2,1.035,0.99,
2026-05-17T03:12:11.352Z,2026-05-17T03:12:08.944Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.961,0.967,0.033,0.039,0.964,0.963,312888.52,154377.34,3.15,31.27,2026-05-17T03:12:09.618Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,227.15,123.05,2026-05-17T03:12:11.352Z,BRTI,77917.93,77879.55,Polymarket RTDS,77912.09115484156,77875.2,1.027,0.989,
2026-05-17T03:12:14.585Z,2026-05-17T03:12:12.068Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.966,0.968,0.032,0.034,0.967,0.963,312888.52,154377.34,25.0,131.48,2026-05-17T03:12:12.715Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,163.42,136.93,2026-05-17T03:12:14.585Z,BRTI,77921.71,77879.55,Polymarket RTDS,77912.05836194518,77875.2,1.028,0.984,
2026-05-17T03:12:18.643Z,2026-05-17T03:12:15.351Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.966,0.97,0.03,0.034,0.968,0.963,312888.52,154377.34,16.0,138.52,2026-05-17T03:12:16.189Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,255.96,126.93,2026-05-17T03:12:18.643Z,BRTI,77921.71,77879.55,Polymarket RTDS,77912.15475119327,77875.2,1.03,0.984,
2026-05-17T03:12:20.543Z,2026-05-17T03:12:19.333Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.985,0.986,0.014,0.015,0.9855,0.963,312888.52,154377.34,125.0,15.0,2026-05-17T03:12:19.575Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,211.95,117.55,2026-05-17T03:12:20.543Z,BRTI,77917.93,77879.55,Polymarket RTDS,77920.91521916771,77875.2,1.026,0.985,
2026-05-17T03:12:22.038Z,2026-05-17T03:12:20.881Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.987,0.988,0.012,0.013,0.9875,0.963,312888.52,154377.34,96.95,2120.46,2026-05-17T03:12:21.111Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,322.49,2197.0,2026-05-17T03:12:22.038Z,BRTI,77921.03,77879.55,Polymarket RTDS,77925.91655806835,77875.2,1.018,0.993,
2026-05-17T03:12:25.994Z,2026-05-17T03:12:23.347Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.984,0.987,0.013,0.016,0.9855,0.963,312888.52,154377.34,303.16,37.0,2026-05-17T03:12:23.898Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,465.4,2447.17,2026-05-17T03:12:25.994Z,BRTI,77921.04,77879.55,Polymarket RTDS,77931.77684959488,77875.2,1.017,0.996,
2026-05-17T03:12:28.618Z,2026-05-17T03:12:26.725Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.984,0.988,0.012,0.016,0.986,0.963,312888.52,154377.34,1434.57,654.16,2026-05-17T03:12:27.305Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,491.89,2104.86,2026-05-17T03:12:28.618Z,BRTI,77921.5,77879.55,Polymarket RTDS,77934.61734,77875.2,1.018,0.996,
2026-05-17T03:12:30.795Z,2026-05-17T03:12:29.056Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.984,0.987,0.013,0.016,0.9855,0.988,330719.80,155034.72,940.96,75.0,2026-05-17T03:12:29.593Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,67.0,2568.95,2026-05-17T03:12:30.795Z,BRTI,77921.03,77879.55,Polymarket RTDS,77928.593675,77875.2,1.017,0.996,
2026-05-17T03:12:32.350Z,2026-05-17T03:12:31.050Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.981,0.985,0.015,0.019,0.983,0.988,330719.80,155034.72,18.41,99.94,2026-05-17T03:12:31.315Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,96.7,155.92,2026-05-17T03:12:32.350Z,BRTI,77921.04,77879.55,Polymarket RTDS,77927.86055377721,77875.2,1.025,0.989,
2026-05-17T03:12:34.324Z,2026-05-17T03:12:33.035Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.976,0.983,0.017,0.024,0.9795,0.988,330719.80,155034.72,439.56,93.0,2026-05-17T03:12:33.241Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,42.81,138.3,2026-05-17T03:12:34.324Z,BRTI,77917.93,77879.55,Polymarket RTDS,77923.0694994066,77875.2,1.023,0.994,
2026-05-17T03:12:38.216Z,2026-05-17T03:12:35.552Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.967,0.968,0.032,0.033,0.9675,0.988,330719.80,155034.72,8.0,65.0,2026-05-17T03:12:36.009Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,147.99,152.52,2026-05-17T03:12:38.216Z,BRTI,77921.03,77879.55,Polymarket RTDS,77913.36704750468,77875.2,1.028,0.983,
2026-05-17T03:12:40.256Z,2026-05-17T03:12:38.938Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.966,0.972,0.028,0.034,0.969,0.988,330719.80,155034.72,49.0,75.0,2026-05-17T03:12:39.254Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,59.21,89.81,2026-05-17T03:12:40.256Z,BRTI,77922.4,77879.55,Polymarket RTDS,77913.42904379431,77875.2,1.032,0.984,
2026-05-17T03:12:41.725Z,2026-05-17T03:12:40.527Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.967,0.976,0.024,0.033,0.9715,0.988,330719.80,155034.72,104.0,1598.0,2026-05-17T03:12:40.712Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,44.21,166.08,2026-05-17T03:12:41.725Z,BRTI,77921.03,77879.55,Polymarket RTDS,77913.42566474248,77875.2,1.036,0.983,
2026-05-17T03:12:45.544Z,2026-05-17T03:12:43.071Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.963,0.977,0.023,0.037,0.97,0.988,330719.80,155034.72,166.0,37.0,2026-05-17T03:12:43.529Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,151.89,175.02,2026-05-17T03:12:45.544Z,BRTI,77921.43,77879.55,Polymarket RTDS,77913.31523855764,77875.2,1.037,0.987,
2026-05-17T03:12:47.913Z,2026-05-17T03:12:46.380Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.968,0.975,0.025,0.032,0.9715,0.988,330719.80,155034.72,36.0,58.5,2026-05-17T03:12:46.943Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,146.89,168.96,2026-05-17T03:12:47.913Z,BRTI,77921.43,77879.55,Polymarket RTDS,77914.194205,77875.2,1.035,0.982,
2026-05-17T03:12:49.437Z,2026-05-17T03:12:48.155Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.97,0.977,0.023,0.03,0.9735,0.988,330719.80,155034.72,39.0,75.0,2026-05-17T03:12:48.418Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.94,0.95,0.05,0.06,0.945,0.81,14494.768501000008,,141.89,167.58,2026-05-17T03:12:49.437Z,BRTI,77920.66,77879.55,Polymarket RTDS,77914.19845,77875.2,1.037,0.98,
2026-05-17T03:12:52.177Z,2026-05-17T03:12:50.174Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.977,0.983,0.017,0.023,0.98,0.988,330719.80,155034.72,118.97,20.0,2026-05-17T03:12:50.408Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.95,0.96,0.04,0.05,0.955,0.81,14494.768501000008,,74.83,112.5,2026-05-17T03:12:52.177Z,BRTI,77921.04,77879.55,Polymarket RTDS,77915.221295,77875.2,1.033,0.983,
2026-05-17T03:12:57.824Z,2026-05-17T03:12:52.764Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.978,0.985,0.015,0.022,0.9815,0.988,330719.80,155034.72,166.0,108.0,2026-05-17T03:12:55.634Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.95,0.96,0.04,0.05,0.955,0.81,14494.768501000008,,106.86,90.92,2026-05-17T03:12:57.824Z,BRTI,77919.41,77879.55,Polymarket RTDS,77915.05781673007,77875.2,1.035,0.982,
2026-05-17T03:12:59.364Z,2026-05-17T03:12:58.098Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.978,0.983,0.017,0.022,0.9804999999999999,0.988,330719.80,155034.72,497.22,96.0,2026-05-17T03:12:58.383Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.95,0.96,0.04,0.05,0.955,0.81,14494.768501000008,,61.86,85.92,2026-05-17T03:12:59.364Z,BRTI,77922.4,77879.55,Polymarket RTDS,77915.05987182808,77875.2,1.033,0.982,
2026-05-17T03:13:01.421Z,2026-05-17T03:13:00.133Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.978,0.984,0.016,0.022,0.981,0.978,346233.52,158733.73,198.0,6.45,2026-05-17T03:13:00.429Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.95,0.96,0.04,0.05,0.955,0.81,14494.768501000008,,86.46,95.92,2026-05-17T03:13:01.421Z,BRTI,77921.66,77879.55,Polymarket RTDS,77915.06083743727,77875.2,1.034,0.982,
2026-05-17T03:13:05.874Z,2026-05-17T03:13:02.646Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.984,0.987,0.013,0.016,0.9855,0.978,346233.52,158733.73,374.8,8.42,2026-05-17T03:13:03.373Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.95,0.96,0.04,0.05,0.955,0.81,14494.768501000008,,139.26,83.62,2026-05-17T03:13:05.874Z,BRTI,77921.71,77879.55,Polymarket RTDS,77914.72273841035,77875.2,1.037,0.976,
2026-05-17T03:13:07.881Z,2026-05-17T03:13:06.551Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.984,0.99,0.01,0.016,0.987,0.978,346233.52,158733.73,35.79,367.17,2026-05-17T03:13:06.836Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,95.9,346.8,2026-05-17T03:13:07.881Z,BRTI,77922.4,77879.55,Polymarket RTDS,77914.72389362416,77875.2,1.03,0.986,
2026-05-17T03:13:09.398Z,2026-05-17T03:13:08.191Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.991,0.009,0.01,0.9904999999999999,0.978,346233.52,158733.73,57.0,29.0,2026-05-17T03:13:08.449Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,20.0,341.8,2026-05-17T03:13:09.398Z,BRTI,77921.43,77879.55,Polymarket RTDS,77914.72663422358,77875.2,1.031,0.98,
2026-05-17T03:13:13.467Z,2026-05-17T03:13:10.618Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.982,0.989,0.011,0.018,0.9855,0.978,346233.52,158733.73,78.15,18.77,2026-05-17T03:13:11.349Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,87.98,215.76,2026-05-17T03:13:13.467Z,BRTI,77921.5,77879.55,Polymarket RTDS,77914.9598697064,77875.2,1.029,0.988,
2026-05-17T03:13:15.586Z,2026-05-17T03:13:14.203Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.983,0.989,0.011,0.017,0.986,0.978,346233.52,158733.73,481.77,25.0,2026-05-17T03:13:14.643Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,92.99,191.38,2026-05-17T03:13:15.586Z,BRTI,77921.71,77879.55,Polymarket RTDS,77914.90291928001,77875.2,1.029,0.987,
2026-05-17T03:13:17.088Z,2026-05-17T03:13:15.846Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.985,0.99,0.01,0.015,0.9875,0.978,346233.52,158733.73,74.57,85.48,2026-05-17T03:13:16.085Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,82.99,181.38,2026-05-17T03:13:17.088Z,BRTI,77921.04,77879.55,Polymarket RTDS,77914.9047468838,77875.2,1.03,0.985,
2026-05-17T03:13:18.855Z,2026-05-17T03:13:17.825Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.991,0.994,0.006,0.009,0.9924999999999999,0.978,346233.52,158733.73,1000.0,79.0,2026-05-17T03:13:17.993Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,112.99,177.81,2026-05-17T03:13:18.855Z,BRTI,77922.4,77879.55,Polymarket RTDS,77914.90726081483,77875.2,1.034,0.979,
2026-05-17T03:13:21.170Z,2026-05-17T03:13:19.840Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.991,0.992,0.008,0.009,0.9915,0.978,346233.52,158733.73,915.83,99.0,2026-05-17T03:13:20.068Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,147.99,168.46,2026-05-17T03:13:21.170Z,BRTI,77922.4,77879.55,Polymarket RTDS,77914.91202911065,77875.2,1.032,0.979,
2026-05-17T03:13:25.556Z,2026-05-17T03:13:22.314Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.991,0.992,0.008,0.009,0.9915,0.978,346233.52,158733.73,812.5,99.0,2026-05-17T03:13:22.778Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,147.99,138.29,2026-05-17T03:13:25.556Z,BRTI,77921.66,77879.55,Polymarket RTDS,77914.74785408523,77875.2,1.032,0.979,
2026-05-17T03:13:27.207Z,2026-05-17T03:13:25.972Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.994,0.006,0.01,0.992,0.978,346233.52,158733.73,2.0,82.0,2026-05-17T03:13:26.208Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,165.79,142.26,2026-05-17T03:13:27.207Z,BRTI,77922.4,77879.55,Polymarket RTDS,77914.7868940218,77875.2,1.034,0.98,
2026-05-17T03:13:28.925Z,2026-05-17T03:13:27.796Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.994,0.995,0.005,0.006,0.9944999999999999,0.978,346233.52,158733.73,1605.05,12347.19,2026-05-17T03:13:27.999Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,169.87,127.2,2026-05-17T03:13:28.925Z,BRTI,77921.04,77879.55,Polymarket RTDS,77914.83226634501,77875.2,1.035,0.976,
2026-05-17T03:13:32.778Z,2026-05-17T03:13:30.323Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.994,0.995,0.005,0.006,0.9944999999999999,0.994,356696.51,162976.87,488.67,12347.19,2026-05-17T03:13:30.871Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.96,0.97,0.03,0.04,0.965,0.81,14494.768501000008,,285.85,115.32,2026-05-17T03:13:32.778Z,BRTI,77921.03,77879.55,Polymarket RTDS,77914.86916776204,77875.2,1.035,0.976,
2026-05-17T03:13:34.863Z,2026-05-17T03:13:33.593Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.994,0.995,0.005,0.006,0.9944999999999999,0.994,356696.51,162976.87,102.21,10889.68,2026-05-17T03:13:33.862Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,294.67,988.81,2026-05-17T03:13:34.863Z,BRTI,77921.43,77879.55,Polymarket RTDS,77914.85081024273,77875.2,1.025,0.986,
2026-05-17T03:13:36.741Z,2026-05-17T03:13:35.524Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.994,0.995,0.005,0.006,0.9944999999999999,0.994,356696.51,162976.87,82.21,10889.68,2026-05-17T03:13:35.813Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,334.67,967.72,2026-05-17T03:13:36.741Z,BRTI,77921.66,77879.55,Polymarket RTDS,77914.85246370027,77875.2,1.025,0.986,
2026-05-17T03:13:38.198Z,2026-05-17T03:13:37.108Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.995,0.005,0.01,0.9924999999999999,0.994,356696.51,162976.87,180.0,10905.68,2026-05-17T03:13:37.294Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,328.59,459.67,2026-05-17T03:13:38.198Z,BRTI,77921.03,77879.55,Polymarket RTDS,77914.85316269066,77875.2,1.025,0.99,
