open_time_ts,open_time_utc,open,high,low,close,volume,close_time_ts,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,binance_direction
1760049000,2025-10-09T22:30:00+00:00,121544.04,121680.00000000,121478.25000000,121673.76,106.14603000,1760049899,2025-10-09T22:44:59+00:00,12905569.46489840,28003,67.11952000,8161156.45522670,Up
1760049900,2025-10-09T22:45:00+00:00,121673.77,121768.01000000,121653.09000000,121686.19,146.81936000,1760050799,2025-10-09T22:59:59+00:00,17869255.75618650,30773,85.63293000,10422062.23411890,Up
1760050800,2025-10-09T23:00:00+00:00,121686.19,121686.19000000,121436.47000000,121460.13,153.35440000,1760051699,2025-10-09T23:14:59+00:00,18636284.38579230,33909,64.29226000,7812684.54589020,Down
1760051700,2025-10-09T23:15:00+00:00,121460.13,121536.00000000,121341.22000000,121506.9,135.64553000,1760052599,2025-10-09T23:29:59+00:00,16469596.87986910,19467,43.94865000,5336808.75687660,Up
1760052600,2025-10-09T23:30:00+00:00,121506.9,121525.64000000,121426.07000000,121525.63,60.28918000,1760053499,2025-10-09T23:44:59+00:00,7323219.85842450,34095,19.44971000,2362485.89808930,Up
1760053500,2025-10-09T23:45:00+00:00,121525.63,121900.00000000,121504.26000000,121662.4,362.30423000,1760054399,2025-10-09T23:59:59+00:00,44069796.52761250,26677,302.02792000,36738637.73463630,Up
1760054400,2025-10-10T00:00:00+00:00,121662.41,121754.34000000,121595.75000000,121646.98,94.09338000,1760055299,2025-10-10T00:14:59+00:00,11448767.39299230,29700,54.52047000,6633689.22007340,Down
1760055300,2025-10-10T00:15:00+00:00,121646.99,121863.74000000,121646.99000000,121863.74,80.41182000,1760056199,2025-10-10T00:29:59+00:00,9791284.18255680,21576,51.97046000,6327911.61492040,Up
1760056200,2025-10-10T00:30:00+00:00,121863.74,121863.74000000,121702.06000000,121702.07,48.88791000,1760057099,2025-10-10T00:44:59+00:00,5954265.48430880,21047,17.81290000,2169307.30608970,Down
1760057100,2025-10-10T00:45:00+00:00,121702.07,121789.70000000,121611.59000000,121745.27,69.51048000,1760057999,2025-10-10T00:59:59+00:00,8458032.40110780,21227,33.83966000,4117982.22594300,Up
1760058000,2025-10-10T01:00:00+00:00,121745.26,121874.13000000,121731.35000000,121799.99,68.81180000,1760058899,2025-10-10T01:14:59+00:00,8380769.54054840,26792,41.14284000,5010866.08267160,Up
1760058900,2025-10-10T01:15:00+00:00,121799.99,121811.71000000,121639.89000000,121811.7,110.73447000,1760059799,2025-10-10T01:29:59+00:00,13478753.23503650,35030,37.47261000,4561838.25184760,Up
1760059800,2025-10-10T01:30:00+00:00,121811.71,121811.95000000,121489.06000000,121565.47,94.60162000,1760060699,2025-10-10T01:44:59+00:00,11510880.59051570,31996,48.25784000,5873366.44026590,Down
1760060700,2025-10-10T01:45:00+00:00,121565.47,121712.99000000,121539.82000000,121623.97,79.13569000,1760061599,2025-10-10T01:59:59+00:00,9624349.18224970,30260,38.95764000,4737673.61033970,Up
1760061600,2025-10-10T02:00:00+00:00,121623.96,121651.33000000,121227.23000000,121272.5,239.17874000,1760062499,2025-10-10T02:14:59+00:00,29025875.61360270,43091,74.12233000,8994470.62475090,Down
1760062500,2025-10-10T02:15:00+00:00,121272.5,121401.21000000,121242.01000000,121349.64,86.81548000,1760063399,2025-10-10T02:29:59+00:00,10532827.54748630,19567,47.61305000,5776379.06468920,Up
1760063400,2025-10-10T02:30:00+00:00,121349.65,121367.04000000,121066.55000000,121220.95,204.31662000,1760064299,2025-10-10T02:44:59+00:00,24762966.02906460,33583,70.05392000,8490372.42546570,Down
1760064300,2025-10-10T02:45:00+00:00,121220.96,121277.20000000,120900.00000000,121059.73,281.94034000,1760065199,2025-10-10T02:59:59+00:00,34145523.09656950,42447,148.42588000,17974490.56729090,Down
1760065200,2025-10-10T03:00:00+00:00,121059.73,121108.22000000,120909.15000000,121092.03,133.96251000,1760066099,2025-10-10T03:14:59+00:00,16209643.03060030,32007,47.89693000,5795322.50503650,Up
1760066100,2025-10-10T03:15:00+00:00,121092.03,121454.00000000,121092.02000000,121438.91,214.55705000,1760066999,2025-10-10T03:29:59+00:00,26026417.50172290,36137,106.11997000,12873410.37801360,Up
1760067000,2025-10-10T03:30:00+00:00,121438.91,121524.52000000,121430.75000000,121502.21,102.46779000,1760067899,2025-10-10T03:44:59+00:00,12449236.94690340,37783,62.58470000,7603595.82347270,Up
1760067900,2025-10-10T03:45:00+00:00,121502.21,121575.99000000,121026.00000000,121026.01,185.25575000,1760068799,2025-10-10T03:59:59+00:00,22475443.92642080,54407,74.86292000,9086008.65917300,Down
1760068800,2025-10-10T04:00:00+00:00,121026.0,121388.58000000,121018.33000000,121370.48,145.52054000,1760069699,2025-10-10T04:14:59+00:00,17639077.89202160,54972,76.03636000,9216676.54191140,Up
