feature,allow_rule,threshold,allowed_dangerous,blocked_dangerous,blocked_safe,allowed_safe,false_positive_rate_allowed_danger,false_negative_rate_blocked_safe,score
polymarket_spread,polymarket_spread <= 0.06,0.05999999999999994,2580,28,43,13270,0.9892638036809815,0.0032299256365958084,0.9924937293175774
polymarket_spread,polymarket_spread <= 0.07,0.07000000000000006,2590,18,19,13294,0.9930981595092024,0.0014271764440772178,0.9945253359532796
polymarket_spread,polymarket_spread <= 0.09,0.09000000000000002,2600,8,10,13303,0.9969325153374233,0.0007511454968827461,0.997683660834306
polymarket_spread,polymarket_spread <= 0.15,0.15,2604,4,3,13310,0.9984662576687117,0.00022534364906482386,0.9986916013177765
polymarket_spread,polymarket_spread <= 0.46,0.46,2608,0,0,13313,1.0,0.0,1.0
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.0015,0.0015,0,2608,13194,119,0.0,0.9910613685870954,0.9910613685870954
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.014,0.014,8,2600,12630,683,0.003067484662576687,0.9486967625629085,0.9517642472254851
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.0265,0.0265,43,2565,12183,1130,0.016487730061349692,0.9151205588522496,0.9316082889135994
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.038,0.038,57,2551,11945,1368,0.021855828220858894,0.8972432960264404,0.9190991242472992
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.051,0.051000000000000004,66,2542,11786,1527,0.02530674846625767,0.8853000826260047,0.9106068310922624
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.0625,0.0625,84,2524,11594,1719,0.032208588957055216,0.870878089085856,0.9030866780429112
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.0755,0.07550000000000001,114,2494,11431,1882,0.04371165644171779,0.8586344174866671,0.902346073928385
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.0865,0.0865,147,2461,11272,2041,0.056365030674846626,0.8466912040862316,0.9030562347610782
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.1035,0.10350000000000001,178,2430,11126,2187,0.06825153374233128,0.8357244798317434,0.9039760135740746
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.225,0.22499999999999998,577,2031,9429,3884,0.22124233128834356,0.7082550890107414,0.929497420299085
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.37,0.37,1230,1378,7753,5560,0.47162576687116564,0.5823631037331931,1.0539888706043588
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.525,0.525,1747,861,5739,7574,0.6698619631901841,0.43108240066100806,1.1009443638511922
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.68,0.6799999999999999,2097,511,4021,9292,0.8040644171779141,0.30203560429655224,1.1061000214744663
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.83,0.83,2319,289,2897,10416,0.8891871165644172,0.21760685044693157,1.1067939670113487
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.9045,0.9045000000000001,2461,147,2305,11008,0.9436349693251533,0.173139037031473,1.1167740063566263
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.9205,0.9205000000000001,2474,134,2107,11206,0.9486196319018405,0.15826635619319462,1.1068859880950352
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.936,0.9359999999999999,2477,131,1935,11378,0.9497699386503068,0.14534665364681137,1.0951165922971182
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.95,0.95,2485,123,1772,11541,0.9528374233128835,0.13310298204762264,1.0859404053605062
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.9665,0.9664999999999999,2497,111,1586,11727,0.9574386503067485,0.11913167580560355,1.076570326112352
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.9825,0.9824999999999999,2519,89,1378,11935,0.9658742331288344,0.10350784947044242,1.0693820825992768
kalshi_yes_mid_calc,kalshi_yes_mid_calc <= 0.9985,0.9984999999999999,2584,24,609,12704,0.99079754601227,0.045744760760159243,1.0365423067724293
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.0025,0.0025,0,2608,13309,4,0.0,0.9996995418012469,0.9996995418012469
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.015,0.015,4,2604,13163,150,0.0015337423312883436,0.9887328175467588,0.9902665598780471
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.035,0.035,6,2602,12692,621,0.0023006134969325155,0.9533538646435815,0.9556544781405141
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.075,0.07500000000000001,11,2597,11804,1509,0.004217791411042945,0.8866521445203936,0.8908699359314366
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.135,0.135,44,2564,10796,2517,0.01687116564417178,0.8109366784346128,0.8278078440787846
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.19,0.19,96,2512,9913,3400,0.03680981595092025,0.7446105310598663,0.7814203470107866
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.24,0.24,194,2414,9271,4042,0.07438650306748466,0.696386990159994,0.7707734932274786
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.305,0.305,345,2263,8391,4922,0.13228527607361965,0.6302861864343123,0.762571462507932
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.355,0.355,525,2083,7756,5557,0.2013036809815951,0.5825884473822579,0.783892128363853
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.42,0.42000000000000004,861,1747,6847,6466,0.33013803680981596,0.5143093217156163,0.8444473585254322
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.47,0.47,1276,1332,6175,7138,0.4892638036809816,0.4638323443250958,0.9530961480060773
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.54,0.54,1670,938,5242,8071,0.6403374233128835,0.39375046946593556,1.034087892778819
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.6,0.6,1873,735,4535,8778,0.7181748466257669,0.34064448283632537,1.0588193294620922
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.67,0.67,2066,542,3832,9481,0.7921779141104295,0.28783895440546836,1.080016868515898
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.73,0.73,2217,391,3282,10031,0.8500766871165644,0.2465259520769173,1.0966026391934816
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.8,0.8,2393,215,2603,10710,0.9175613496932515,0.19552317283857884,1.1130845225318304
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.8595,0.8594999999999999,2504,104,2022,11291,0.9601226993865031,0.15188161946969128,1.1120043188561943
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.925,0.925,2548,60,1318,11995,0.9769938650306749,0.09900097648914595,1.0759948415198208
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.9785,0.9784999999999999,2596,12,297,13016,0.995398773006135,0.02230902125741756,1.0177077942635526
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.9895,0.9895,2608,0,97,13216,1.0,0.007286111319762638,1.0072861113197626
polymarket_yes_mid_calc,polymarket_yes_mid_calc <= 0.9985,0.9984999999999999,2608,0,0,13313,1.0,0.0,1.0
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -145.542,-145.54233333333104,2608,0,15,13298,1.0,0.0011267182453241194,1.001126718245324
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -77.9248,-77.92483333333803,2606,2,813,12500,0.9992331288343558,0.061068128896567264,1.060301257730923
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -59.6652,-59.66516666665848,2606,2,1607,11706,0.9992331288343558,0.1207090813490573,1.1199422101834131
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -48.7465,-48.74650000000838,2514,94,2310,11003,0.963957055214724,0.17351460977991437,1.1374716649946384
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -34.6743,-34.674333333343384,2405,203,2993,10320,0.9221625766871165,0.22481784721700593,1.1469804239041226
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -24.1802,-24.18016666667245,2143,465,3524,9789,0.82170245398773,0.26470367310147974,1.0864061270892098
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -18.5062,-18.506166666658828,1887,721,4065,9248,0.723542944785276,0.3053406444828363,1.0288835892681123
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -15.1503,-15.150333333338494,1740,868,4714,8599,0.6671779141104295,0.35408998723052654,1.021267901340956
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -11.2767,-11.276666666657547,1566,1042,5338,7975,0.6004601226993865,0.4009614662360099,1.0014215889353966
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -7.48783,-7.487833333332674,1249,1359,5831,7482,0.47891104294478526,0.4379929392323293,0.9169039821771146
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -4.1425,-4.142499999987194,1105,1503,6488,6825,0.42369631901840493,0.4873431983775257,0.9110395173959307
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= -0.647833,-0.6478333333216142,974,1634,7150,6163,0.37346625766871167,0.5370690302711635,0.9105352879398751
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 2.09018,2.0901818182028364,885,1723,7860,5453,0.339340490797546,0.5904003605498385,0.9297408513473845
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 4.98017,4.980166666660807,751,1857,8522,4791,0.2879601226993865,0.6401261924434763,0.9280863151428629
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 8.6965,8.696500000005472,622,1986,9188,4125,0.23849693251533743,0.6901524825358673,0.9286494150512047
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 13.8683,13.868333333331975,523,2085,9892,3421,0.20053680981595093,0.7430331255164125,0.9435699353323634
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 20.2498,20.249833333320566,283,2325,10446,2867,0.1085122699386503,0.7846465860437166,0.8931588559823669
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 29.695,29.695000000006985,44,2564,11002,2311,0.01687116564417178,0.8264102756703974,0.8432814413145692
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 40.6777,40.67766666665557,0,2608,11727,1586,0.0,0.8808683241943964,0.8808683241943964
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 59.0693,59.06933333333291,0,2608,12496,817,0.0,0.9386314129046797,0.9386314129046797
kalshi_60sma_vs_target,kalshi_60sma_vs_target >= 213.982,213.9816666666593,0,2608,13312,1,0.0,0.9999248854503118,0.9999248854503118
sma_sample_count,sma_sample_count >= 1,1.0,2608,0,0,13313,1.0,0.0,1.0
sma_sample_count,sma_sample_count >= 2,2.0,2608,0,0,13313,1.0,0.0,1.0
sma_sample_count,sma_sample_count >= 3,3.0,2604,4,30,13283,0.9984662576687117,0.0022534364906482388,1.00071969415936
sma_sample_count,sma_sample_count >= 4,4.0,2599,9,61,13252,0.9965490797546013,0.004581987530984752,1.001131067285586
sma_sample_count,sma_sample_count >= 5,5.0,2594,14,91,13222,0.9946319018404908,0.00683542402163299,1.0014673258621238
sma_sample_count,sma_sample_count >= 6,6.0,2589,19,121,13192,0.9927147239263804,0.009088860512281229,1.0018035844386617
sma_sample_count,sma_sample_count >= 7,7.0,2584,24,152,13161,0.99079754601227,0.011417411552617742,1.0022149575648878
sma_sample_count,sma_sample_count >= 8,8.0,2579,29,179,13134,0.9888803680981595,0.013445504394201157,1.0023258724923607
sma_sample_count,sma_sample_count >= 9,9.0,2573,35,211,13102,0.986579754601227,0.015849169984225944,1.002428924585453
sma_sample_count,sma_sample_count >= 10,10.0,2567,41,243,13070,0.9842791411042945,0.018252835574250732,1.0025319766785452
sma_sample_count,sma_sample_count >= 11,11.0,2561,47,274,13039,0.9819785276073619,0.020581386614587246,1.0025599142219492
sma_sample_count,sma_sample_count >= 12,12.0,2557,51,306,13007,0.9804447852760736,0.022985052204612035,1.0034298374806856
sma_sample_count,sma_sample_count >= 13,13.0,2552,56,334,12979,0.9785276073619632,0.025088259595883722,1.003615866957847
sma_sample_count,sma_sample_count >= 14,14.0,2549,59,364,12949,0.9773773006134969,0.02734169608653196,1.004718996700029
sma_sample_count,sma_sample_count >= 15,15.0,2545,63,397,12916,0.9758435582822086,0.029820476226245025,1.0056640345084535
sma_sample_count,sma_sample_count >= 16,16.0,2541,67,428,12885,0.9743098159509203,0.03214902726658154,1.006458843217502
sma_sample_count,sma_sample_count >= 17,17.0,2538,70,459,12854,0.973159509202454,0.03447757830691805,1.007637087509372
sma_sample_count,sma_sample_count >= 18,18.0,2534,74,494,12819,0.9716257668711656,0.03710658754600766,1.0087323544171733
sma_sample_count,sma_sample_count >= 19,19.0,2529,79,528,12785,0.9697085889570553,0.039660482235409,1.0093690711924643
sma_sample_count,sma_sample_count >= 20,20.0,2523,85,562,12751,0.9674079754601227,0.04221437692481034,1.009622352384933
sma_sample_count,sma_sample_count >= 21,21.0,2518,90,591,12722,0.9654907975460123,0.0443926988657703,1.0098834964117827
sma_sample_count,sma_sample_count >= 22,22.0,2514,94,623,12690,0.963957055214724,0.04679636445579509,1.010753419670519
sma_sample_count,sma_sample_count >= 23,23.0,2510,98,653,12660,0.9624233128834356,0.049049800946443324,1.011473113829879
sma_sample_count,sma_sample_count >= 24,24.0,2506,102,684,12629,0.9608895705521472,0.05137835198677984,1.012267922538927
sma_sample_count,sma_sample_count >= 25,25.0,2502,106,715,12598,0.9593558282208589,0.05370690302711635,1.0130627312479752
sma_sample_count,sma_sample_count >= 26,26.0,2497,111,747,12566,0.9574386503067485,0.05611056861714114,1.0135492189238895
sma_sample_count,sma_sample_count >= 27,27.0,2492,116,778,12535,0.9555214723926381,0.05843911965747765,1.0139605920501158
sma_sample_count,sma_sample_count >= 28,28.0,2487,121,808,12505,0.9536042944785276,0.060692556148125895,1.0142968506266534
sma_sample_count,sma_sample_count >= 29,29.0,2482,126,841,12472,0.9516871165644172,0.06317133628783896,1.0148584528522562
sma_sample_count,sma_sample_count >= 30,30.0,2477,131,875,12438,0.9497699386503068,0.0657252309772403,1.0154951696275472
sma_sample_count,sma_sample_count >= 31,31.0,2472,136,909,12404,0.9478527607361963,0.06827912566664163,1.016131886402838
sma_sample_count,sma_sample_count >= 32,32.0,2466,142,939,12374,0.9455521472392638,0.07053256215728987,1.0160847093965537
sma_sample_count,sma_sample_count >= 33,33.0,2462,146,970,12343,0.9440184049079755,0.07286111319762638,1.0168795181056018
sma_sample_count,sma_sample_count >= 34,34.0,2457,151,999,12314,0.942101226993865,0.07503943513858634,1.0171406621324512
sma_sample_count,sma_sample_count >= 35,35.0,2453,155,1027,12286,0.9405674846625767,0.07714264252985803,1.0177101271924347
sma_sample_count,sma_sample_count >= 36,36.0,2448,160,1056,12257,0.9386503067484663,0.079320964470818,1.0179712712192843
sma_sample_count,sma_sample_count >= 37,37.0,2442,166,1087,12226,0.9363496932515337,0.08164951551115451,1.0179992087626881
sma_sample_count,sma_sample_count >= 38,38.0,2436,172,1115,12198,0.9340490797546013,0.0837527229024262,1.0178018026570275
sma_sample_count,sma_sample_count >= 39,39.0,2430,178,1142,12171,0.9317484662576687,0.08578081574400961,1.0175292820016784
sma_sample_count,sma_sample_count >= 40,40.0,2424,184,1171,12142,0.9294478527607362,0.08795913768496957,1.0174069904457057
sma_sample_count,sma_sample_count >= 41,41.0,2418,190,1199,12114,0.9271472392638037,0.09006234507624127,1.017209584340045
sma_sample_count,sma_sample_count >= 42,42.0,2412,196,1226,12087,0.9248466257668712,0.09209043791782469,1.016937063684696
sma_sample_count,sma_sample_count >= 43,43.0,2407,201,1254,12059,0.9229294478527608,0.09419364530909637,1.0171230931618571
sma_sample_count,sma_sample_count >= 44,44.0,2402,206,1281,12032,0.9210122699386503,0.09622173815067979,1.01723400808933
sma_sample_count,sma_sample_count >= 45,45.0,2396,212,1312,12001,0.9187116564417178,0.0985502891910163,1.017261945632734
sma_sample_count,sma_sample_count >= 46,46.0,2391,217,1347,11966,0.9167944785276073,0.10117929843010591,1.0179737769577133
sma_sample_count,sma_sample_count >= 47,47.0,2386,222,1376,11937,0.9148773006134969,0.10335762037106587,1.0182349209845627
sma_sample_count,sma_sample_count >= 48,48.0,2381,227,1405,11908,0.9129601226993865,0.10553594231202584,1.0184960650114123
sma_sample_count,sma_sample_count >= 49,49.0,2375,233,1435,11878,0.910659509202454,0.10778937880267407,1.0184488880051281
sma_sample_count,sma_sample_count >= 50,50.0,2368,240,1465,11848,0.9079754601226994,0.11004281529332231,1.0180182754160216
sma_sample_count,sma_sample_count >= 51,51.0,2362,246,1489,11824,0.9056748466257669,0.1118455644858409,1.0175204111116078
sma_sample_count,sma_sample_count >= 52,52.0,2356,252,1514,11799,0.9033742331288344,0.11372342822804778,1.017097661356882
sma_sample_count,sma_sample_count >= 53,53.0,2350,258,1543,11770,0.9010736196319018,0.11590175016900774,1.0169753698009096
sma_sample_count,sma_sample_count >= 54,54.0,2344,264,1566,11747,0.8987730061349694,0.11762938481183806,1.0164023909468074
sma_sample_count,sma_sample_count >= 55,55.0,2339,269,1591,11722,0.8968558282208589,0.11950724855404492,1.0163630767749037
sma_sample_count,sma_sample_count >= 56,56.0,2334,274,1617,11696,0.8949386503067485,0.12146022684594006,1.0163988771526886
sma_sample_count,sma_sample_count >= 57,57.0,2328,280,1644,11669,0.8926380368098159,0.12348831968752347,1.0161263564973393
sma_sample_count,sma_sample_count >= 58,58.0,2322,286,1672,11641,0.8903374233128835,0.12559152707879517,1.0159289503916786
sma_sample_count,sma_sample_count >= 59,59.0,2316,292,1701,11612,0.8880368098159509,0.12776984901975513,1.015806658835706
sma_sample_count,sma_sample_count >= 60,60.0,2310,298,1729,11584,0.8857361963190185,0.1298730564110268,1.0156092527300453
