t1,n_days,n_avail,ev,sharpe,t,pos,cvar,ci_lo,ci_hi
215,8,600,0.02589633105598535,0.5247085255772843,1.4840998263283711,0.625,-0.04009155193967779,-0.003239269406920389,0.05855981373847015
225,8,599,-0.004234685763774818,-0.08174749304059893,-0.23121682669603047,0.625,-0.1052778457915238,-0.044965848301584774,0.030126270596889337
235,8,599,-0.042992845839039374,-0.678172741494982,-1.9181621773078932,0.25,-0.11312554423591627,-0.07886624532543213,-0.005374646089555697
245,8,598,-0.0004713692396165607,-0.08978772378376221,-0.2539580334192117,0.375,-0.08500704009034123,-0.04337702573927468,0.04469082279565736
255,8,598,0.027231826502177214,0.24195405544927495,0.6843494133750729,0.5,-0.06423800770636194,-0.01952450687127748,0.06799995587224404
265,8,596,0.03619371219207607,0.7138340298992494,2.01902753273392,0.625,-0.02393915039871152,0.0007925462125488111,0.07119071234081603
275,8,590,0.02471595039653196,0.15341171318501934,0.43391385082629147,0.5,-0.1226216437359709,-0.04119436910474109,0.08928928320318705
285,8,586,-0.011313169021112058,-0.2536295670201681,-0.7173727469974751,0.375,-0.11201867781510688,-0.06971905187707575,0.04686282419637026
